3
D4 E-4 F4 BAR ||| E-4 ||| 0.249999999875
B4 BAR A4 C5 ||| B4 ||| 0.749999999575
B4 BAR A4 C5 ||| C5 ||| 0.249999999875
B4 BAR A4 C5 ||| <UNK> ||| 2.4999999985e-11
E4 F4 G4 BAR ||| E4 ||| 0.0869565217344
E4 F4 G4 BAR ||| G4 ||| 0.260869565195
E4 F4 G4 BAR ||| F4 ||| 0.347826086925
E4 F4 G4 BAR ||| A4 ||| 0.30434782606
E4 F4 G4 BAR ||| <UNK> ||| 4.3478260865e-12
G4 D4 BAR G4 ||| G4 ||| 0.499999999817
G4 D4 BAR G4 ||| F4 ||| 0.166666666617
G4 D4 BAR G4 ||| A4 ||| 0.333333333217
G4 D4 BAR G4 ||| <UNK> ||| 1.666666666e-11
BAR B3 BAR ||| <UNK> ||| 4.999999994e-11
BAR B3 BAR ||| G4 ||| 0.49999999945
BAR B3 BAR ||| C4 ||| 0.49999999945
BAR R C5 C5 ||| D5 ||| 0.3333333331
BAR R C5 C5 ||| C5 ||| 0.666666666167
BAR R C5 C5 ||| <UNK> ||| 3.33333333067e-11
F4 E4 F4 BAR ||| G4 ||| 0.23529411762
F4 E4 F4 BAR ||| F4 ||| 0.41176470583
F4 E4 F4 BAR ||| E-4 ||| 0.0588235294093
F4 E4 F4 BAR ||| E4 ||| 0.23529411762
F4 E4 F4 BAR ||| C4 ||| 0.0588235294093
F4 E4 F4 BAR ||| <UNK> ||| 5.88235294035e-12
C4 C4 C4 BAR ||| D4 ||| 0.142857142822
C4 C4 C4 BAR ||| <UNK> ||| 1.42857142808e-11
C4 C4 C4 BAR ||| C4 ||| 0.857142856863
G4 BAR G4 G4 ||| G4 ||| 0.379310344814
G4 BAR G4 G4 ||| F4 ||| 0.10344827586
G4 BAR G4 G4 ||| F#4 ||| 0.155172413788
G4 BAR G4 G4 ||| A4 ||| 0.189655172408
G4 BAR G4 G4 ||| E4 ||| 0.0172413793114
G4 BAR G4 G4 ||| END ||| 0.0689655172402
G4 BAR G4 G4 ||| D4 ||| 0.0517241379306
G4 BAR G4 G4 ||| C5 ||| 0.034482758621
G4 BAR G4 G4 ||| <UNK> ||| 1.72413793096e-12
A4 C5 BAR B4 ||| D5 ||| 0.49999999945
A4 C5 BAR B4 ||| C5 ||| 0.49999999945
A4 C5 BAR B4 ||| <UNK> ||| 4.999999994e-11
D5 E5 D5 ||| D5 ||| 0.749999999575
D5 E5 D5 ||| C5 ||| 0.249999999875
D5 E5 D5 ||| <UNK> ||| 2.4999999985e-11
A4 BAR G4 A4 ||| B4 ||| 0.823529411654
A4 BAR G4 A4 ||| G4 ||| 0.0588235294093
A4 BAR G4 A4 ||| A4 ||| 0.0588235294093
A4 BAR G4 A4 ||| B-4 ||| 0.0588235294093
A4 BAR G4 A4 ||| <UNK> ||| 5.88235294035e-12
B-4 A4 G4 ||| G4 ||| 0.0909090908983
B-4 A4 G4 ||| F4 ||| 0.272727272677
B-4 A4 G4 ||| A4 ||| 0.545454545345
B-4 A4 G4 ||| C5 ||| 0.0909090908983
B-4 A4 G4 ||| <UNK> ||| 9.09090908893e-12
BAR E4 G4 BAR G4 ||| E4 ||| 0.399999999828
BAR E4 G4 BAR G4 ||| G4 ||| 0.399999999828
BAR E4 G4 BAR G4 ||| A4 ||| 0.199999999924
BAR E4 G4 BAR G4 ||| <UNK> ||| 1.99999999904e-11
BAR C5 B4 G4 ||| G4 ||| 0.296296296274
BAR C5 B4 G4 ||| F4 ||| 0.0740740740712
BAR C5 B4 G4 ||| B4 ||| 0.0370370370374
BAR C5 B4 G4 ||| END ||| 0.444444444409
BAR C5 B4 G4 ||| E4 ||| 0.0370370370374
BAR C5 B4 G4 ||| C5 ||| 0.111111111105
BAR C5 B4 G4 ||| <UNK> ||| 3.70370370337e-12
G4 BAR G4 B4 BAR ||| A4 ||| 0.571428571247
G4 BAR G4 B4 BAR ||| C5 ||| 0.428571428439
G4 BAR G4 B4 BAR ||| <UNK> ||| 1.42857142808e-11
BAR B4 B4 BAR C5 ||| B4 ||| 0.166666666617
BAR B4 B4 BAR C5 ||| G4 ||| 0.499999999817
BAR B4 B4 BAR C5 ||| C5 ||| 0.333333333217
BAR B4 B4 BAR C5 ||| <UNK> ||| 1.666666666e-11
BAR C4 BAR G3 A3 ||| B-3 ||| 0.49999999945
BAR C4 BAR G3 A3 ||| <UNK> ||| 4.999999994e-11
BAR C4 BAR G3 A3 ||| B3 ||| 0.49999999945
BAR D4 B3 C4 BAR ||| D4 ||| 0.49999999945
BAR D4 B3 C4 BAR ||| <UNK> ||| 4.999999994e-11
BAR D4 B3 C4 BAR ||| C4 ||| 0.49999999945
R A4 BAR A4 ||| B4 ||| 0.49999999945
R A4 BAR A4 ||| G4 ||| 0.49999999945
R A4 BAR A4 ||| <UNK> ||| 4.999999994e-11
E4 F4 F4 ||| E4 ||| 0.714285714055
E4 F4 F4 ||| D4 ||| 0.285714285631
E4 F4 F4 ||| <UNK> ||| 1.42857142808e-11
G4 G4 BAR F4 ||| E4 ||| 0.428571428439
G4 G4 BAR F4 ||| G4 ||| 0.142857142822
G4 G4 BAR F4 ||| A4 ||| 0.285714285631
G4 G4 BAR F4 ||| B-4 ||| 0.142857142822
G4 G4 BAR F4 ||| <UNK> ||| 1.42857142808e-11
B-4 A-4 BAR G4 ||| F4 ||| 0.142857142822
B-4 A-4 BAR G4 ||| A4 ||| 0.857142856863
B-4 A-4 BAR G4 ||| <UNK> ||| 1.42857142808e-11
F4 E4 E4 ||| END ||| 0.0714285714235
F4 E4 E4 ||| D4 ||| 0.71428571417
F4 E4 E4 ||| F#4 ||| 0.214285714256
F4 E4 E4 ||| <UNK> ||| 7.14285714163e-12
F4 G4 BAR G4 ||| G4 ||| 0.14285714284
F4 G4 BAR G4 ||| F4 ||| 0.357142857089
F4 G4 BAR G4 ||| B4 ||| 0.0714285714235
F4 G4 BAR G4 ||| A4 ||| 0.357142857089
F4 G4 BAR G4 ||| A-4 ||| 0.0714285714235
F4 G4 BAR G4 ||| <UNK> ||| 7.14285714163e-12
E4 E4 E4 BAR ||| E4 ||| 0.499999999725
E4 E4 E4 BAR ||| D4 ||| 0.249999999875
E4 E4 E4 BAR ||| F4 ||| 0.249999999875
E4 E4 E4 BAR ||| <UNK> ||| 2.4999999985e-11
BAR C5 C5 BAR C5 BAR ||| R ||| 0.49999999945
BAR C5 C5 BAR C5 BAR ||| C5 ||| 0.49999999945
BAR C5 C5 BAR C5 BAR ||| <UNK> ||| 4.999999994e-11
BAR G4 A4 G4 ||| G4 ||| 0.421052631531
BAR G4 A4 G4 ||| F4 ||| 0.263157894709
BAR G4 A4 G4 ||| A4 ||| 0.105263157887
BAR G4 A4 G4 ||| F#4 ||| 0.052631578946
BAR G4 A4 G4 ||| D4 ||| 0.105263157887
BAR G4 A4 G4 ||| C5 ||| 0.052631578946
BAR G4 A4 G4 ||| <UNK> ||| 5.26315789407e-12
BAR C5 B4 A4 ||| B4 ||| 0.476190476166
BAR C5 B4 A4 ||| <UNK> ||| 2.38095238082e-12
BAR C5 B4 A4 ||| G4 ||| 0.309523809509
BAR C5 B4 A4 ||| A4 ||| 0.142857142851
BAR C5 B4 A4 ||| G#4 ||| 0.0714285714269
B4 BAR B4 A4 ||| G4 ||| 0.374999999967
B4 BAR B4 A4 ||| B4 ||| 0.0833333333292
B4 BAR B4 A4 ||| G#4 ||| 0.124999999992
B4 BAR B4 A4 ||| A4 ||| 0.333333333304
B4 BAR B4 A4 ||| C5 ||| 0.0833333333292
B4 BAR B4 A4 ||| <UNK> ||| 4.16666666625e-12
D4 BAR E4 D4 BAR ||| <UNK> ||| 2.4999999985e-11
D4 BAR E4 D4 BAR ||| G4 ||| 0.499999999725
D4 BAR E4 D4 BAR ||| C4 ||| 0.499999999725
D4 C4 BAR C4 ||| F4 ||| 0.124999999992
D4 C4 BAR C4 ||| B-3 ||| 0.0416666666667
D4 C4 BAR C4 ||| B3 ||| 0.458333333292
D4 C4 BAR C4 ||| E4 ||| 0.0416666666667
D4 C4 BAR C4 ||| D4 ||| 0.124999999992
D4 C4 BAR C4 ||| <UNK> ||| 4.16666666625e-12
D4 C4 BAR C4 ||| C4 ||| 0.208333333317
BAR C4 F4 E4 ||| E4 ||| 0.428571428439
BAR C4 F4 E4 ||| D4 ||| 0.428571428439
BAR C4 F4 E4 ||| F4 ||| 0.142857142822
BAR C4 F4 E4 ||| <UNK> ||| 1.42857142808e-11
G4 A4 G4 ||| G4 ||| 0.14285714284
G4 A4 G4 ||| F4 ||| 0.428571428505
G4 A4 G4 ||| A4 ||| 0.14285714284
G4 A4 G4 ||| B-4 ||| 0.214285714256
G4 A4 G4 ||| F#4 ||| 0.0714285714235
G4 A4 G4 ||| <UNK> ||| 7.14285714163e-12
A3 D4 C4 ||| <UNK> ||| 3.33333333067e-11
A3 D4 C4 ||| B3 ||| 0.666666666167
A3 D4 C4 ||| C4 ||| 0.3333333331
D4 C4 BAR B3 ||| A3 ||| 0.0714285714235
D4 C4 BAR B3 ||| R ||| 0.14285714284
D4 C4 BAR B3 ||| E4 ||| 0.14285714284
D4 C4 BAR B3 ||| D4 ||| 0.14285714284
D4 C4 BAR B3 ||| C4 ||| 0.499999999921
D4 C4 BAR B3 ||| <UNK> ||| 7.14285714163e-12
C4 B3 D4 BAR ||| E4 ||| 0.199999999962
C4 B3 D4 BAR ||| D4 ||| 0.699999999842
C4 B3 D4 BAR ||| G3 ||| 0.099999999986
C4 B3 D4 BAR ||| <UNK> ||| 9.9999999976e-12
D4 E4 F#4 ||| E4 ||| 0.249999999875
D4 E4 F#4 ||| G4 ||| 0.749999999575
D4 E4 F#4 ||| <UNK> ||| 2.4999999985e-11
G4 BAR G4 F4 ||| <UNK> ||| 2.70270270253e-12
G4 BAR G4 F4 ||| E4 ||| 0.621621621584
G4 BAR G4 F4 ||| G4 ||| 0.24324324323
G4 BAR G4 F4 ||| F4 ||| 0.0810810810785
G4 BAR G4 F4 ||| E-4 ||| 0.0540540540533
C#5 D5 C#5 ||| E5 ||| 0.3333333331
C#5 D5 C#5 ||| B4 ||| 0.3333333331
C#5 D5 C#5 ||| D5 ||| 0.3333333331
C#5 D5 C#5 ||| <UNK> ||| 3.33333333067e-11
C5 C5 B4 ||| B4 ||| 0.0476190476184
C5 C5 B4 ||| A4 ||| 0.380952380914
C5 C5 B4 ||| C5 ||| 0.571428571368
C5 C5 B4 ||| <UNK> ||| 4.76190476136e-12
G4 A4 F4 BAR ||| E-4 ||| 0.857142856863
G4 A4 F4 BAR ||| <UNK> ||| 1.42857142808e-11
G4 A4 F4 BAR ||| E4 ||| 0.142857142822
G4 G4 BAR A4 ||| G4 ||| 0.357142857089
G4 G4 BAR A4 ||| B4 ||| 0.285714285672
G4 G4 BAR A4 ||| A4 ||| 0.14285714284
G4 G4 BAR A4 ||| B-4 ||| 0.0714285714235
G4 G4 BAR A4 ||| D4 ||| 0.14285714284
G4 G4 BAR A4 ||| <UNK> ||| 7.14285714163e-12
B3 BAR C4 BAR C4 ||| D4 ||| 0.49999999945
B3 BAR C4 BAR C4 ||| <UNK> ||| 4.999999994e-11
B3 BAR C4 BAR C4 ||| C4 ||| 0.49999999945
E4 E4 BAR C4 ||| D4 ||| 0.3333333331
E4 E4 BAR C4 ||| <UNK> ||| 3.33333333067e-11
E4 E4 BAR C4 ||| F4 ||| 0.3333333331
E4 E4 BAR C4 ||| C4 ||| 0.3333333331
BAR G4 G4 F4 ||| <UNK> ||| 5.26315789407e-12
BAR G4 G4 F4 ||| E4 ||| 0.736842105175
BAR G4 G4 F4 ||| G4 ||| 0.105263157887
BAR G4 G4 F4 ||| F4 ||| 0.105263157887
BAR G4 G4 F4 ||| E-4 ||| 0.052631578946
B-3 BAR A3 B3 ||| C#4 ||| 0.3333333331
B-3 BAR A3 B3 ||| <UNK> ||| 3.33333333067e-11
B-3 BAR A3 B3 ||| C4 ||| 0.666666666167
BAR C5 B4 BAR C5 ||| D5 ||| 0.3333333331
BAR C5 B4 BAR C5 ||| C5 ||| 0.666666666167
BAR C5 B4 BAR C5 ||| <UNK> ||| 3.33333333067e-11
C5 C5 D5 BAR ||| E5 ||| 0.666666666167
C5 C5 D5 BAR ||| D5 ||| 0.3333333331
C5 C5 D5 BAR ||| <UNK> ||| 3.33333333067e-11
C4 BAR D4 BAR C4 ||| D4 ||| 0.49999999945
C4 BAR D4 BAR C4 ||| <UNK> ||| 4.999999994e-11
C4 BAR D4 BAR C4 ||| C4 ||| 0.49999999945
E4 F#4 BAR D4 ||| E4 ||| 0.285714285631
E4 F#4 BAR D4 ||| D4 ||| 0.142857142822
E4 F#4 BAR D4 ||| G4 ||| 0.142857142822
E4 F#4 BAR D4 ||| F4 ||| 0.428571428439
E4 F#4 BAR D4 ||| <UNK> ||| 1.42857142808e-11
G4 BAR F4 E4 ||| G4 ||| 0.0909090908983
G4 BAR F4 E4 ||| F#4 ||| 0.181818181788
G4 BAR F4 E4 ||| A4 ||| 0.181818181788
G4 BAR F4 E4 ||| E4 ||| 0.181818181788
G4 BAR F4 E4 ||| D4 ||| 0.363636363566
G4 BAR F4 E4 ||| <UNK> ||| 9.09090908893e-12
G4 BAR G4 BAR G4 ||| G4 ||| 0.333333333256
G4 BAR G4 BAR G4 ||| F4 ||| 0.111111111093
G4 BAR G4 BAR G4 ||| END ||| 0.222222222174
G4 BAR G4 BAR G4 ||| A4 ||| 0.222222222174
G4 BAR G4 BAR G4 ||| E4 ||| 0.111111111093
G4 BAR G4 BAR G4 ||| <UNK> ||| 1.11111111081e-11
A4 B-4 BAR A4 ||| G4 ||| 0.099999999986
A4 B-4 BAR A4 ||| B4 ||| 0.49999999989
A4 B-4 BAR A4 ||| A4 ||| 0.199999999962
A4 B-4 BAR A4 ||| B-4 ||| 0.099999999986
A4 B-4 BAR A4 ||| E4 ||| 0.099999999986
A4 B-4 BAR A4 ||| <UNK> ||| 9.9999999976e-12
D4 E4 BAR C4 ||| D4 ||| 0.666666666167
D4 E4 BAR C4 ||| <UNK> ||| 3.33333333067e-11
D4 E4 BAR C4 ||| B3 ||| 0.3333333331
BAR A4 G4 BAR G4 ||| F#4 ||| 0.333333333256
BAR A4 G4 BAR G4 ||| G4 ||| 0.111111111093
BAR A4 G4 BAR G4 ||| END ||| 0.111111111093
BAR A4 G4 BAR G4 ||| A4 ||| 0.444444444337
BAR A4 G4 BAR G4 ||| <UNK> ||| 1.11111111081e-11
D4 E4 G4 ||| F4 ||| 0.3333333331
D4 E4 G4 ||| A4 ||| 0.666666666167
D4 E4 G4 ||| <UNK> ||| 3.33333333067e-11
C5 C5 C5 BAR ||| B4 ||| 0.222222222174
C5 C5 C5 BAR ||| C5 ||| 0.777777777581
C5 C5 C5 BAR ||| <UNK> ||| 1.11111111081e-11
D4 C4 BAR D4 ||| E4 ||| 0.833333333017
D4 C4 BAR D4 ||| D4 ||| 0.166666666617
D4 C4 BAR D4 ||| <UNK> ||| 1.666666666e-11
G4 BAR G4 A4 BAR ||| G4 ||| 0.416666666592
G4 BAR G4 A4 BAR ||| F4 ||| 0.083333333325
G4 BAR G4 A4 BAR ||| B4 ||| 0.083333333325
G4 BAR G4 A4 BAR ||| A4 ||| 0.249999999958
G4 BAR G4 A4 BAR ||| E4 ||| 0.166666666642
G4 BAR G4 A4 BAR ||| <UNK> ||| 8.33333333167e-12
BAR C5 B4 BAR G4 BAR ||| G4 ||| 0.49999999945
BAR C5 B4 BAR G4 BAR ||| C5 ||| 0.49999999945
BAR C5 B4 BAR G4 BAR ||| <UNK> ||| 4.999999994e-11
B4 A4 G4 BAR ||| G4 ||| 0.666666666595
B4 A4 G4 BAR ||| F#4 ||| 0.142857142846
B4 A4 G4 BAR ||| A4 ||| 0.0476190476184
B4 A4 G4 BAR ||| F4 ||| 0.0476190476184
B4 A4 G4 BAR ||| D5 ||| 0.0476190476184
B4 A4 G4 BAR ||| C5 ||| 0.0476190476184
B4 A4 G4 BAR ||| <UNK> ||| 4.76190476136e-12
F4 BAR F4 F4 ||| E4 ||| 0.3333333331
F4 BAR F4 F4 ||| G4 ||| 0.3333333331
F4 BAR F4 F4 ||| F4 ||| 0.3333333331
F4 BAR F4 F4 ||| <UNK> ||| 3.33333333067e-11
BAR G4 G4 G4 ||| G4 ||| 0.392156862729
BAR G4 G4 G4 ||| END ||| 0.0392156862746
BAR G4 G4 G4 ||| B4 ||| 0.0784313725473
BAR G4 G4 G4 ||| F#4 ||| 0.156862745093
BAR G4 G4 G4 ||| A4 ||| 0.0980392156836
BAR G4 G4 G4 ||| F4 ||| 0.176470588229
BAR G4 G4 G4 ||| D5 ||| 0.0196078431383
BAR G4 G4 G4 ||| C5 ||| 0.0392156862746
BAR G4 G4 G4 ||| <UNK> ||| 1.96078431363e-12
D5 C5 D5 ||| E5 ||| 0.333333333217
D5 C5 D5 ||| B4 ||| 0.166666666617
D5 C5 D5 ||| C5 ||| 0.333333333217
D5 C5 D5 ||| B-4 ||| 0.166666666617
D5 C5 D5 ||| <UNK> ||| 1.666666666e-11
BAR C4 B3 BAR C4 ||| B-3 ||| 0.249999999875
BAR C4 B3 BAR C4 ||| D4 ||| 0.499999999725
BAR C4 B3 BAR C4 ||| <UNK> ||| 2.4999999985e-11
BAR C4 B3 BAR C4 ||| C4 ||| 0.249999999875
C4 BAR B3 A3 ||| G#3 ||| 0.124999999975
C4 BAR B3 A3 ||| <UNK> ||| 1.24999999962e-11
C4 BAR B3 A3 ||| G3 ||| 0.499999999862
C4 BAR B3 A3 ||| B3 ||| 0.3749999999
D5 C#5 BAR D5 ||| G4 ||| 0.49999999945
D5 C#5 BAR D5 ||| R ||| 0.49999999945
D5 C#5 BAR D5 ||| <UNK> ||| 4.999999994e-11
B3 BAR A3 B3 ||| <UNK> ||| 1.99999999904e-11
B3 BAR A3 B3 ||| G3 ||| 0.599999999732
B3 BAR A3 B3 ||| C4 ||| 0.399999999828
E4 F4 G4 ||| E4 ||| 0.095238095232
E4 F4 G4 ||| G4 ||| 0.190476190459
E4 F4 G4 ||| F4 ||| 0.142857142846
E4 F4 G4 ||| A4 ||| 0.571428571368
E4 F4 G4 ||| <UNK> ||| 4.76190476136e-12
BAR G4 A-4 B-4 ||| G4 ||| 0.111111111093
BAR G4 A-4 B-4 ||| A-4 ||| 0.111111111093
BAR G4 A-4 B-4 ||| B-4 ||| 0.777777777581
BAR G4 A-4 B-4 ||| <UNK> ||| 1.11111111081e-11
BAR D4 E4 E4 ||| <UNK> ||| 1.42857142808e-11
BAR D4 E4 E4 ||| D4 ||| 0.428571428439
BAR D4 E4 E4 ||| G4 ||| 0.285714285631
BAR D4 E4 E4 ||| F#4 ||| 0.142857142822
BAR D4 E4 E4 ||| C4 ||| 0.142857142822
B4 B4 BAR A4 ||| D4 ||| 0.166666666617
B4 B4 BAR A4 ||| G4 ||| 0.833333333017
B4 B4 BAR A4 ||| <UNK> ||| 1.666666666e-11
D4 G4 BAR G4 BAR ||| G4 ||| 0.49999999945
D4 G4 BAR G4 BAR ||| F4 ||| 0.49999999945
D4 G4 BAR G4 BAR ||| <UNK> ||| 4.999999994e-11
C5 BAR C5 D5 ||| E5 ||| 0.666666666167
C5 BAR C5 D5 ||| E-5 ||| 0.3333333331
C5 BAR C5 D5 ||| <UNK> ||| 3.33333333067e-11
BAR C5 C5 C5 ||| B4 ||| 0.649999999927
BAR C5 C5 C5 ||| D5 ||| 0.049999999999
BAR C5 C5 C5 ||| C5 ||| 0.299999999969
BAR C5 C5 C5 ||| <UNK> ||| 4.9999999994e-12
BAR E4 D4 D4 ||| C#4 ||| 0.119999999992
BAR E4 D4 D4 ||| G4 ||| 0.0400000000002
BAR E4 D4 D4 ||| F#4 ||| 0.0799999999963
BAR E4 D4 D4 ||| F4 ||| 0.0400000000002
BAR E4 D4 D4 ||| B3 ||| 0.0400000000002
BAR E4 D4 D4 ||| E4 ||| 0.279999999977
BAR E4 D4 D4 ||| <UNK> ||| 3.99999999962e-12
BAR E4 D4 D4 ||| C5 ||| 0.0400000000002
BAR E4 D4 D4 ||| C4 ||| 0.359999999969
B4 C5 B4 ||| G4 ||| 0.0689655172391
B4 C5 B4 ||| C#5 ||| 0.0689655172391
B4 C5 B4 ||| B4 ||| 0.344827586182
B4 C5 B4 ||| A4 ||| 0.344827586182
B4 C5 B4 ||| C5 ||| 0.172413793093
B4 C5 B4 ||| <UNK> ||| 3.44827586178e-12
A4 BAR G4 F4 ||| G4 ||| 0.249999999958
A4 BAR G4 F4 ||| F4 ||| 0.166666666642
A4 BAR G4 F4 ||| A4 ||| 0.083333333325
A4 BAR G4 F4 ||| B-4 ||| 0.083333333325
A4 BAR G4 F4 ||| E4 ||| 0.416666666592
A4 BAR G4 F4 ||| <UNK> ||| 8.33333333167e-12
F4 E4 E4 BAR ||| F#4 ||| 0.0666666666627
F4 E4 E4 BAR ||| F4 ||| 0.199999999975
F4 E4 E4 BAR ||| E4 ||| 0.399999999943
F4 E4 E4 BAR ||| D4 ||| 0.266666666631
F4 E4 E4 BAR ||| C4 ||| 0.0666666666627
F4 E4 E4 BAR ||| <UNK> ||| 6.6666666656e-12
B-4 C5 BAR C5 ||| E5 ||| 0.49999999945
B-4 C5 BAR C5 ||| D5 ||| 0.49999999945
B-4 C5 BAR C5 ||| <UNK> ||| 4.999999994e-11
F#4 G4 G4 BAR ||| D4 ||| 0.0909090908983
F#4 G4 G4 BAR ||| G4 ||| 0.636363636234
F#4 G4 G4 BAR ||| F4 ||| 0.272727272677
F#4 G4 G4 BAR ||| <UNK> ||| 9.09090908893e-12
G4 BAR G4 E4 ||| F4 ||| 0.87499999975
G4 BAR G4 E4 ||| F#4 ||| 0.124999999975
G4 BAR G4 E4 ||| <UNK> ||| 1.24999999962e-11
G4 F4 F4 BAR ||| E4 ||| 0.599999999732
G4 F4 F4 BAR ||| F#4 ||| 0.199999999924
G4 F4 F4 BAR ||| B-4 ||| 0.199999999924
G4 F4 F4 BAR ||| <UNK> ||| 1.99999999904e-11
E4 A4 G4 BAR ||| E4 ||| 0.166666666617
E4 A4 G4 BAR ||| G4 ||| 0.833333333017
E4 A4 G4 BAR ||| <UNK> ||| 1.666666666e-11
D4 C#4 B3 ||| C#4 ||| 0.666666666167
D4 C#4 B3 ||| A3 ||| 0.3333333331
D4 C#4 B3 ||| <UNK> ||| 3.33333333067e-11
F#4 G4 D4 ||| D4 ||| 0.666666666167
F#4 G4 D4 ||| G4 ||| 0.3333333331
F#4 G4 D4 ||| <UNK> ||| 3.33333333067e-11
F4 F4 E-4 ||| E-4 ||| 0.888888888663
F4 F4 E-4 ||| F4 ||| 0.111111111093
F4 F4 E-4 ||| <UNK> ||| 1.11111111081e-11
A4 B4 BAR C5 ||| G4 ||| 0.115384615378
A4 B4 BAR C5 ||| B4 ||| 0.384615384584
A4 B4 BAR C5 ||| R ||| 0.0769230769198
A4 B4 BAR C5 ||| B-4 ||| 0.115384615378
A4 B4 BAR C5 ||| E5 ||| 0.0769230769198
A4 B4 BAR C5 ||| D5 ||| 0.115384615378
A4 B4 BAR C5 ||| A-4 ||| 0.0384615384618
A4 B4 BAR C5 ||| C5 ||| 0.0769230769198
A4 B4 BAR C5 ||| <UNK> ||| 3.8461538458e-12
C5 D5 BAR C5 ||| B4 ||| 0.599999999866
C5 D5 BAR C5 ||| D5 ||| 0.099999999986
C5 D5 BAR C5 ||| C5 ||| 0.299999999938
C5 D5 BAR C5 ||| <UNK> ||| 9.9999999976e-12
E4 BAR D4 C4 ||| <UNK> ||| 5.88235294035e-12
E4 BAR D4 C4 ||| D4 ||| 0.352941176427
E4 BAR D4 C4 ||| B3 ||| 0.176470588216
E4 BAR D4 C4 ||| F4 ||| 0.0588235294093
E4 BAR D4 C4 ||| C4 ||| 0.41176470583
B3 A3 B3 ||| <UNK> ||| 9.09090908893e-12
B3 A3 B3 ||| B3 ||| 0.0909090908983
B3 A3 B3 ||| G3 ||| 0.636363636234
B3 A3 B3 ||| C4 ||| 0.272727272677
G4 BAR F4 A4 ||| F4 ||| 0.49999999945
G4 BAR F4 A4 ||| B-4 ||| 0.49999999945
G4 BAR F4 A4 ||| <UNK> ||| 4.999999994e-11
B-4 BAR A4 B4 ||| G4 ||| 0.222222222174
B-4 BAR A4 B4 ||| C5 ||| 0.777777777581
B-4 BAR A4 B4 ||| <UNK> ||| 1.11111111081e-11
G3 A3 B3 BAR ||| <UNK> ||| 2.4999999985e-11
G3 A3 B3 BAR ||| A3 ||| 0.249999999875
G3 A3 B3 BAR ||| C4 ||| 0.499999999725
G3 A3 B3 BAR ||| B3 ||| 0.249999999875
F4 G4 A4 ||| G4 ||| 0.428571428505
F4 G4 A4 ||| F4 ||| 0.0714285714235
F4 G4 A4 ||| B4 ||| 0.285714285672
F4 G4 A4 ||| A4 ||| 0.0714285714235
F4 G4 A4 ||| B-4 ||| 0.14285714284
F4 G4 A4 ||| <UNK> ||| 7.14285714163e-12
C4 D4 BAR D4 ||| <UNK> ||| 8.33333333167e-12
C4 D4 BAR D4 ||| D4 ||| 0.083333333325
C4 D4 BAR D4 ||| C4 ||| 0.666666666542
C4 D4 BAR D4 ||| B3 ||| 0.249999999958
BAR C5 B4 ||| A4 ||| 0.49999999945
BAR C5 B4 ||| C5 ||| 0.49999999945
BAR C5 B4 ||| <UNK> ||| 4.999999994e-11
D4 E4 D4 BAR ||| E4 ||| 0.14285714284
D4 E4 D4 BAR ||| D4 ||| 0.499999999921
D4 E4 D4 BAR ||| <UNK> ||| 7.14285714163e-12
D4 E4 D4 BAR ||| C4 ||| 0.357142857089
BAR G4 ||| G4 ||| 0.714285714209
BAR G4 ||| F4 ||| 0.0476190476184
BAR G4 ||| A4 ||| 0.238095238073
BAR G4 ||| <UNK> ||| 4.76190476136e-12
C4 C4 B-3 BAR ||| A3 ||| 0.666666666167
C4 C4 B-3 BAR ||| A-3 ||| 0.3333333331
C4 C4 B-3 BAR ||| <UNK> ||| 3.33333333067e-11
BAR F4 G4 A4 ||| B4 ||| 0.285714285631
BAR F4 G4 A4 ||| D4 ||| 0.428571428439
BAR F4 G4 A4 ||| G4 ||| 0.142857142822
BAR F4 G4 A4 ||| B-4 ||| 0.142857142822
BAR F4 G4 A4 ||| <UNK> ||| 1.42857142808e-11
B4 A4 BAR B4 ||| <UNK> ||| 2.4999999985e-11
B4 A4 BAR B4 ||| G#4 ||| 0.249999999875
B4 A4 BAR B4 ||| C5 ||| 0.499999999725
B4 A4 BAR B4 ||| A4 ||| 0.249999999875
F4 BAR E4 G4 ||| G4 ||| 0.749999999575
F4 BAR E4 G4 ||| A4 ||| 0.249999999875
F4 BAR E4 G4 ||| <UNK> ||| 2.4999999985e-11
F#4 BAR D4 F4 ||| E4 ||| 0.249999999875
F#4 BAR D4 F4 ||| F4 ||| 0.749999999575
F#4 BAR D4 F4 ||| <UNK> ||| 2.4999999985e-11
BAR F4 G4 G4 BAR ||| G4 ||| 0.49999999945
BAR F4 G4 G4 BAR ||| A4 ||| 0.49999999945
BAR F4 G4 G4 BAR ||| <UNK> ||| 4.999999994e-11
BAR D4 D4 C4 ||| B-3 ||| 0.49999999945
BAR D4 D4 C4 ||| <UNK> ||| 4.999999994e-11
BAR D4 D4 C4 ||| C4 ||| 0.49999999945
F4 E4 D4 ||| G4 ||| 0.0512820512815
F4 E4 D4 ||| C#4 ||| 0.0512820512815
F4 E4 D4 ||| E4 ||| 0.153846153839
F4 E4 D4 ||| D4 ||| 0.0512820512815
F4 E4 D4 ||| C4 ||| 0.692307692268
F4 E4 D4 ||| <UNK> ||| 2.56410256394e-12
A4 B4 BAR R ||| B4 ||| 0.249999999875
A4 B4 BAR R ||| A4 ||| 0.249999999875
A4 B4 BAR R ||| C5 ||| 0.499999999725
