3
R C5 BAR C5 ||| B4 ||| 0.666666666167
BAR D5 BAR ||| <UNK> ||| 7.69230769089e-12
F5 E-5 BAR D5 ||| E-5 ||| 0.3333333331
F5 E-5 BAR D5 ||| F5 ||| 0.3333333331
F5 E-5 BAR D5 ||| C5 ||| 0.3333333331
F5 E-5 BAR D5 ||| <UNK> ||| 3.33333333067e-11
C#5 BAR D5 E5 ||| E5 ||| 0.49999999945
C#5 BAR D5 E5 ||| F5 ||| 0.49999999945
C#5 BAR D5 E5 ||| <UNK> ||| 4.999999994e-11
G4 A4 B4 BAR ||| A4 ||| 0.0285714285723
G4 A4 B4 BAR ||| C5 ||| 0.971428571365
G4 A4 B4 BAR ||| <UNK> ||| 2.85714285695e-12
BAR E4 F4 G4 ||| G4 ||| 0.357142857089
BAR E4 F4 G4 ||| F4 ||| 0.428571428505
BAR E4 F4 G4 ||| A4 ||| 0.214285714256
BAR E4 F4 G4 ||| <UNK> ||| 7.14285714163e-12
BAR C5 C5 B4 BAR ||| R ||| 0.3333333331
BAR C5 C5 B4 BAR ||| C5 ||| 0.666666666167
BAR C5 C5 B4 BAR ||| <UNK> ||| 3.33333333067e-11
R E5 BAR C5 ||| D5 ||| 0.249999999875
R E5 BAR C5 ||| F5 ||| 0.499999999725
R E5 BAR C5 ||| C5 ||| 0.249999999875
R E5 BAR C5 ||| <UNK> ||| 2.4999999985e-11
D5 D5 BAR D5 ||| E5 ||| 0.099999999986
D5 D5 BAR D5 ||| D5 ||| 0.099999999986
D5 D5 BAR D5 ||| C5 ||| 0.799999999818
D5 D5 BAR D5 ||| <UNK> ||| 9.9999999976e-12
BAR D4 E4 BAR F4 ||| E4 ||| 0.49999999945
BAR D4 E4 BAR F4 ||| G4 ||| 0.49999999945
BAR D4 E4 BAR F4 ||| <UNK> ||| 4.999999994e-11
D5 E5 E5 ||| D5 ||| 0.599999999732
D5 E5 E5 ||| F5 ||| 0.399999999828
D5 E5 E5 ||| <UNK> ||| 1.99999999904e-11
BAR G4 E4 D4 BAR ||| E4 ||| 0.3333333331
BAR G4 E4 D4 BAR ||| <UNK> ||| 3.33333333067e-11
BAR G4 E4 D4 BAR ||| C4 ||| 0.666666666167
C5 B-4 A-4 BAR ||| G4 ||| 0.49999999945
C5 B-4 A-4 BAR ||| B-4 ||| 0.49999999945
C5 B-4 A-4 BAR ||| <UNK> ||| 4.999999994e-11
E4 BAR D4 E4 BAR ||| <UNK> ||| 4.999999994e-11
E4 BAR D4 E4 BAR ||| F4 ||| 0.49999999945
E4 BAR D4 E4 BAR ||| C4 ||| 0.49999999945
A5 BAR A5 G#5 ||| A5 ||| 0.49999999945
A5 BAR A5 G#5 ||| G#5 ||| 0.49999999945
A5 BAR A5 G#5 ||| <UNK> ||| 4.999999994e-11
G4 F4 F4 ||| E4 ||| 0.3333333331
G4 F4 F4 ||| G4 ||| 0.666666666167
G4 F4 F4 ||| <UNK> ||| 3.33333333067e-11
F5 C5 BAR B-4 ||| G4 ||| 0.49999999945
F5 C5 BAR B-4 ||| A4 ||| 0.49999999945
F5 C5 BAR B-4 ||| <UNK> ||| 4.999999994e-11
F5 E5 D5 ||| G5 ||| 0.148148148139
F5 E5 D5 ||| F5 ||| 0.111111111105
F5 E5 D5 ||| C#5 ||| 0.0370370370374
F5 E5 D5 ||| E5 ||| 0.296296296274
F5 E5 D5 ||| D5 ||| 0.0740740740712
F5 E5 D5 ||| C5 ||| 0.333333333307
F5 E5 D5 ||| <UNK> ||| 3.70370370337e-12
A4 G4 BAR F4 ||| E4 ||| 0.833333333175
A4 G4 BAR F4 ||| F4 ||| 0.166666666642
A4 G4 BAR F4 ||| <UNK> ||| 8.33333333167e-12
D5 BAR C5 BAR C5 ||| D5 ||| 0.749999999575
D5 BAR C5 BAR C5 ||| END ||| 0.249999999875
D5 BAR C5 BAR C5 ||| <UNK> ||| 2.4999999985e-11
C5 D5 BAR C5 BAR ||| B4 ||| 0.49999999945
C5 D5 BAR C5 BAR ||| C5 ||| 0.49999999945
C5 D5 BAR C5 BAR ||| <UNK> ||| 4.999999994e-11
BAR G5 A5 G5 BAR ||| A5 ||| 0.49999999945
BAR G5 A5 G5 BAR ||| C5 ||| 0.49999999945
BAR G5 A5 G5 BAR ||| <UNK> ||| 4.999999994e-11
C5 D5 C5 ||| G5 ||| 0.083333333325
C5 D5 C5 ||| END ||| 0.166666666642
C5 D5 C5 ||| B4 ||| 0.166666666642
C5 D5 C5 ||| E5 ||| 0.083333333325
C5 D5 C5 ||| C5 ||| 0.499999999908
C5 D5 C5 ||| <UNK> ||| 8.33333333167e-12
D5 BAR E5 F5 BAR ||| E5 ||| 0.799999999636
D5 BAR E5 F5 BAR ||| G5 ||| 0.199999999924
D5 BAR E5 F5 BAR ||| <UNK> ||| 1.99999999904e-11
BAR R C5 BAR B4 ||| <UNK> ||| 4.999999994e-11
BAR R C5 BAR B4 ||| G4 ||| 0.49999999945
BAR R C5 BAR B4 ||| D5 ||| 0.49999999945
B4 BAR C5 B4 ||| A4 ||| 0.928571428495
B4 BAR C5 B4 ||| C5 ||| 0.071428571426
B4 BAR C5 B4 ||| <UNK> ||| 3.57142857112e-12
C5 D5 C5 BAR ||| B4 ||| 0.199999999924
C5 D5 C5 BAR ||| <UNK> ||| 1.99999999904e-11
C5 D5 C5 BAR ||| C5 ||| 0.399999999828
C5 D5 C5 BAR ||| B-4 ||| 0.199999999924
C5 D5 C5 BAR ||| F5 ||| 0.199999999924
D5 C5 BAR R ||| G5 ||| 0.3333333331
D5 C5 BAR R ||| C5 ||| 0.666666666167
D5 C5 BAR R ||| <UNK> ||| 3.33333333067e-11
B4 BAR C5 E5 ||| E5 ||| 0.499999999725
B4 BAR C5 E5 ||| D5 ||| 0.249999999875
B4 BAR C5 E5 ||| F5 ||| 0.249999999875
B4 BAR C5 E5 ||| <UNK> ||| 2.4999999985e-11
G4 A-4 A-4 BAR ||| G4 ||| 0.49999999945
G4 A-4 A-4 BAR ||| B-4 ||| 0.49999999945
G4 A-4 A-4 BAR ||| <UNK> ||| 4.999999994e-11
BAR C5 D5 BAR E5 ||| E5 ||| 0.444444444391
BAR C5 D5 BAR E5 ||| D5 ||| 0.333333333294
BAR C5 D5 BAR E5 ||| F5 ||| 0.222222222198
BAR C5 D5 BAR E5 ||| <UNK> ||| 5.55555555481e-12
D5 C5 C5 BAR ||| G5 ||| 0.0416666666667
D5 C5 C5 BAR ||| G4 ||| 0.0416666666667
D5 C5 C5 BAR ||| F5 ||| 0.0416666666667
D5 C5 C5 BAR ||| B4 ||| 0.0833333333292
D5 C5 C5 BAR ||| A4 ||| 0.0416666666667
D5 C5 C5 BAR ||| B-4 ||| 0.0416666666667
D5 C5 C5 BAR ||| E5 ||| 0.0416666666667
D5 C5 C5 BAR ||| D5 ||| 0.208333333317
D5 C5 C5 BAR ||| C5 ||| 0.458333333292
D5 C5 C5 BAR ||| <UNK> ||| 4.16666666625e-12
F5 BAR E5 D5 BAR ||| E5 ||| 0.199999999975
F5 BAR E5 D5 BAR ||| A5 ||| 0.0666666666627
F5 BAR E5 D5 BAR ||| C5 ||| 0.733333333223
F5 BAR E5 D5 BAR ||| <UNK> ||| 6.6666666656e-12
F4 E4 F4 ||| E4 ||| 0.749999999575
F4 E4 F4 ||| G4 ||| 0.249999999875
F4 E4 F4 ||| <UNK> ||| 2.4999999985e-11
E5 D5 C5 BAR ||| G5 ||| 0.0312500000008
E5 D5 C5 BAR ||| B4 ||| 0.156249999991
E5 D5 C5 BAR ||| R ||| 0.0312500000008
E5 D5 C5 BAR ||| A5 ||| 0.0312500000008
E5 D5 C5 BAR ||| D5 ||| 0.343749999977
E5 D5 C5 BAR ||| C5 ||| 0.406249999973
E5 D5 C5 BAR ||| <UNK> ||| 3.12499999977e-12
E5 BAR E5 E5 BAR ||| E5 ||| 0.499999999725
E5 BAR E5 E5 BAR ||| D5 ||| 0.499999999725
E5 BAR E5 E5 BAR ||| <UNK> ||| 2.4999999985e-11
A4 BAR G4 C5 ||| D5 ||| 0.666666666167
A4 BAR G4 C5 ||| C5 ||| 0.3333333331
A4 BAR G4 C5 ||| <UNK> ||| 3.33333333067e-11
C5 BAR B4 A4 ||| B4 ||| 0.225806451599
C5 BAR B4 A4 ||| G4 ||| 0.741935483817
C5 BAR B4 A4 ||| A4 ||| 0.0322580645169
C5 BAR B4 A4 ||| <UNK> ||| 3.22580645136e-12
BAR F4 E4 BAR D4 BAR ||| B4 ||| 0.249999999875
BAR F4 E4 BAR D4 BAR ||| R ||| 0.499999999725
BAR F4 E4 BAR D4 BAR ||| G4 ||| 0.249999999875
BAR F4 E4 BAR D4 BAR ||| <UNK> ||| 2.4999999985e-11
BAR C5 E5 D5 ||| B4 ||| 0.249999999875
BAR C5 E5 D5 ||| E5 ||| 0.499999999725
BAR C5 E5 D5 ||| C5 ||| 0.249999999875
BAR C5 E5 D5 ||| <UNK> ||| 2.4999999985e-11
E4 BAR E4 E4 ||| E4 ||| 0.3333333331
E4 BAR E4 E4 ||| D4 ||| 0.666666666167
E4 BAR E4 E4 ||| <UNK> ||| 3.33333333067e-11
E5 D5 BAR C5 BAR ||| E5 ||| 0.666666666417
E5 D5 BAR C5 BAR ||| G4 ||| 0.166666666617
E5 D5 BAR C5 BAR ||| C5 ||| 0.166666666617
E5 D5 BAR C5 BAR ||| <UNK> ||| 1.666666666e-11
D5 BAR B4 C5 ||| B4 ||| 0.49999999945
D5 BAR B4 C5 ||| D5 ||| 0.49999999945
D5 BAR B4 C5 ||| <UNK> ||| 4.999999994e-11
B4 BAR A4 B4 ||| E4 ||| 0.142857142822
B4 BAR A4 B4 ||| R ||| 0.142857142822
B4 BAR A4 B4 ||| C5 ||| 0.714285714055
B4 BAR A4 B4 ||| <UNK> ||| 1.42857142808e-11
BAR C5 A4 B4 ||| A4 ||| 0.49999999945
BAR C5 A4 B4 ||| C5 ||| 0.49999999945
BAR C5 A4 B4 ||| <UNK> ||| 4.999999994e-11
BAR E4 F#4 BAR G4 BAR ||| B4 ||| 0.49999999945
BAR E4 F#4 BAR G4 BAR ||| E4 ||| 0.49999999945
BAR E4 F#4 BAR G4 BAR ||| <UNK> ||| 4.999999994e-11
BAR C5 C5 BAR D5 ||| E5 ||| 0.777777777581
BAR C5 C5 BAR D5 ||| D5 ||| 0.222222222174
BAR C5 C5 BAR D5 ||| <UNK> ||| 1.11111111081e-11
D5 E5 BAR C5 ||| B4 ||| 0.333333333312
D5 E5 BAR C5 ||| R ||| 0.0303030303039
D5 E5 BAR C5 ||| E5 ||| 0.151515151507
D5 E5 BAR C5 ||| D5 ||| 0.151515151507
D5 E5 BAR C5 ||| C5 ||| 0.333333333312
D5 E5 BAR C5 ||| <UNK> ||| 3.03030303008e-12
G5 BAR D5 E5 ||| <UNK> ||| 1.99999999904e-11
G5 BAR D5 E5 ||| F#5 ||| 0.599999999732
G5 BAR D5 E5 ||| F5 ||| 0.399999999828
G4 E4 F4 BAR ||| E4 ||| 0.428571428439
G4 E4 F4 BAR ||| G4 ||| 0.571428571247
G4 E4 F4 BAR ||| <UNK> ||| 1.42857142808e-11
F5 G5 BAR G5 ||| G5 ||| 0.181818181788
F5 G5 BAR G5 ||| D5 ||| 0.363636363566
F5 G5 BAR G5 ||| A5 ||| 0.0909090908983
F5 G5 BAR G5 ||| F5 ||| 0.363636363566
F5 G5 BAR G5 ||| <UNK> ||| 9.09090908893e-12
B-4 BAR E-5 D5 ||| E-5 ||| 0.49999999945
B-4 BAR E-5 D5 ||| F5 ||| 0.49999999945
B-4 BAR E-5 D5 ||| <UNK> ||| 4.999999994e-11
BAR F5 E5 BAR E5 ||| D5 ||| 0.49999999945
BAR F5 E5 BAR E5 ||| F5 ||| 0.49999999945
BAR F5 E5 BAR E5 ||| <UNK> ||| 4.999999994e-11
BAR C5 R G4 BAR ||| G4 ||| 0.3333333331
BAR C5 R G4 BAR ||| A4 ||| 0.666666666167
BAR C5 R G4 BAR ||| <UNK> ||| 3.33333333067e-11
BAR E5 C5 D5 BAR ||| E5 ||| 0.3333333331
BAR E5 C5 D5 BAR ||| C5 ||| 0.666666666167
BAR E5 C5 D5 BAR ||| <UNK> ||| 3.33333333067e-11
C5 BAR C5 C5 ||| G5 ||| 0.0476190476184
C5 BAR C5 C5 ||| G4 ||| 0.095238095232
C5 BAR C5 C5 ||| END ||| 0.0476190476184
C5 BAR C5 C5 ||| B4 ||| 0.095238095232
C5 BAR C5 C5 ||| B-4 ||| 0.428571428527
C5 BAR C5 C5 ||| D5 ||| 0.142857142846
C5 BAR C5 C5 ||| C5 ||| 0.142857142846
C5 BAR C5 C5 ||| <UNK> ||| 4.76190476136e-12
BAR C5 C5 A4 ||| B4 ||| 0.49999999945
BAR C5 C5 A4 ||| A4 ||| 0.49999999945
BAR C5 C5 A4 ||| <UNK> ||| 4.999999994e-11
E5 BAR D5 R BAR ||| G4 ||| 0.49999999945
E5 BAR D5 R BAR ||| R ||| 0.49999999945
E5 BAR D5 R BAR ||| <UNK> ||| 4.999999994e-11
BAR C5 D5 BAR D5 ||| E-5 ||| 0.142857142822
BAR C5 D5 BAR D5 ||| D5 ||| 0.857142856863
BAR C5 D5 BAR D5 ||| <UNK> ||| 1.42857142808e-11
BAR F5 E5 D5 BAR ||| E5 ||| 0.352941176427
BAR F5 E5 D5 BAR ||| C5 ||| 0.647058823444
BAR F5 E5 D5 BAR ||| <UNK> ||| 5.88235294035e-12
D5 A4 BAR G4 ||| F#4 ||| 0.49999999945
D5 A4 BAR G4 ||| F4 ||| 0.49999999945
D5 A4 BAR G4 ||| <UNK> ||| 4.999999994e-11
C5 B4 BAR C5 ||| <UNK> ||| 5.26315789407e-12
C5 B4 BAR C5 ||| END ||| 0.052631578946
C5 B4 BAR C5 ||| B4 ||| 0.263157894709
C5 B4 BAR C5 ||| A4 ||| 0.210526315768
C5 B4 BAR C5 ||| D5 ||| 0.157894736827
C5 B4 BAR C5 ||| C5 ||| 0.210526315768
C5 B4 BAR C5 ||| C4 ||| 0.105263157887
BAR E5 D5 BAR E5 ||| <UNK> ||| 4.999999994e-11
BAR E5 D5 BAR E5 ||| F5 ||| 0.49999999945
BAR E5 D5 BAR E5 ||| F#5 ||| 0.49999999945
R D5 BAR E5 ||| <UNK> ||| 4.999999994e-11
R D5 BAR E5 ||| F5 ||| 0.49999999945
R D5 BAR E5 ||| F#5 ||| 0.49999999945
G4 F4 E4 BAR ||| E4 ||| 0.0434782608694
G4 F4 E4 BAR ||| D4 ||| 0.91304347817
G4 F4 E4 BAR ||| F#4 ||| 0.0434782608694
G4 F4 E4 BAR ||| <UNK> ||| 4.3478260865e-12
BAR E5 E5 D5 BAR ||| F5 ||| 0.499999999725
BAR E5 E5 D5 BAR ||| C5 ||| 0.499999999725
BAR E5 E5 D5 BAR ||| <UNK> ||| 2.4999999985e-11
BAR E4 F4 G4 BAR ||| F4 ||| 0.3333333331
BAR E4 F4 G4 BAR ||| A4 ||| 0.666666666167
BAR E4 F4 G4 BAR ||| <UNK> ||| 3.33333333067e-11
BAR G4 BAR G4 G4 ||| G4 ||| 0.666666666167
BAR G4 BAR G4 G4 ||| A4 ||| 0.3333333331
BAR G4 BAR G4 G4 ||| <UNK> ||| 3.33333333067e-11
F4 G4 F4 ||| E4 ||| 0.3333333331
F4 G4 F4 ||| <UNK> ||| 3.33333333067e-11
F4 G4 F4 ||| E-4 ||| 0.666666666167
E5 D5 E5 ||| D5 ||| 0.0869565217344
E5 D5 E5 ||| F5 ||| 0.695652173845
E5 D5 E5 ||| C5 ||| 0.217391304329
E5 D5 E5 ||| <UNK> ||| 4.3478260865e-12
E4 F4 D4 BAR ||| <UNK> ||| 4.999999994e-11
E4 F4 D4 BAR ||| G4 ||| 0.49999999945
E4 F4 D4 BAR ||| C4 ||| 0.49999999945
G4 F4 BAR E4 ||| G4 ||| 0.199999999989
G4 F4 BAR E4 ||| END ||| 0.0285714285723
G4 F4 BAR E4 ||| B4 ||| 0.0285714285723
G4 F4 BAR E4 ||| R ||| 0.114285714281
G4 F4 BAR E4 ||| A4 ||| 0.114285714281
G4 F4 BAR E4 ||| D4 ||| 0.485714285684
G4 F4 BAR E4 ||| <UNK> ||| 2.85714285695e-12
G4 F4 BAR E4 ||| C4 ||| 0.0285714285723
E5 E5 BAR F5 ||| E5 ||| 0.899999999794
E5 E5 BAR F5 ||| G5 ||| 0.099999999986
E5 E5 BAR F5 ||| <UNK> ||| 9.9999999976e-12
BAR B-4 BAR C5 ||| B4 ||| 0.499999999817
BAR B-4 BAR C5 ||| D5 ||| 0.333333333217
BAR B-4 BAR C5 ||| C5 ||| 0.166666666617
BAR B-4 BAR C5 ||| <UNK> ||| 1.666666666e-11
BAR C5 BAR ||| B4 ||| 0.333333333217
BAR C5 BAR ||| G4 ||| 0.166666666617
BAR C5 BAR ||| C5 ||| 0.499999999817
BAR C5 BAR ||| <UNK> ||| 1.666666666e-11
BAR D5 E5 BAR C5 ||| B4 ||| 0.249999999937
BAR D5 E5 BAR C5 ||| D5 ||| 0.749999999787
BAR D5 E5 BAR C5 ||| <UNK> ||| 1.24999999962e-11
C5 D5 BAR E5 ||| <UNK> ||| 1.92307692299e-12
C5 D5 BAR E5 ||| F#5 ||| 0.0192307692318
C5 D5 BAR E5 ||| R ||| 0.0961538461513
C5 D5 BAR E5 ||| E5 ||| 0.36538461537
C5 D5 BAR E5 ||| D5 ||| 0.115384615381
C5 D5 BAR E5 ||| C5 ||| 0.0192307692318
C5 D5 BAR E5 ||| F5 ||| 0.3846153846
D5 BAR C5 C5 BAR ||| B4 ||| 0.083333333325
D5 BAR C5 C5 BAR ||| D5 ||| 0.333333333275
D5 BAR C5 C5 BAR ||| C5 ||| 0.583333333225
D5 BAR C5 C5 BAR ||| <UNK> ||| 8.33333333167e-12
B4 BAR A4 R ||| B4 ||| 0.49999999945
B4 BAR A4 R ||| C5 ||| 0.49999999945
B4 BAR A4 R ||| <UNK> ||| 4.999999994e-11
F4 E4 G4 BAR ||| E4 ||| 0.49999999945
F4 E4 G4 BAR ||| F4 ||| 0.49999999945
F4 E4 G4 BAR ||| <UNK> ||| 4.999999994e-11
A-4 G4 G4 ||| F4 ||| 0.249999999875
A-4 G4 G4 ||| A-4 ||| 0.749999999575
A-4 G4 G4 ||| <UNK> ||| 2.4999999985e-11
BAR A4 A4 G4 ||| G4 ||| 0.264705882337
BAR A4 A4 G4 ||| END ||| 0.0294117647067
BAR A4 A4 G4 ||| A4 ||| 0.117647058818
BAR A4 A4 G4 ||| E4 ||| 0.147058823522
BAR A4 A4 G4 ||| F4 ||| 0.294117647041
BAR A4 A4 G4 ||| <UNK> ||| 2.94117647038e-12
BAR A4 A4 G4 ||| C5 ||| 0.117647058818
BAR A4 A4 G4 ||| C4 ||| 0.0294117647067
BAR A4 R A4 BAR ||| D4 ||| 0.499999999817
BAR A4 R A4 BAR ||| A4 ||| 0.499999999817
BAR A4 R A4 BAR ||| <UNK> ||| 1.666666666e-11
G4 F4 BAR E-4 ||| E-4 ||| 0.666666666167
G4 F4 BAR E-4 ||| END ||| 0.3333333331
G4 F4 BAR E-4 ||| <UNK> ||| 3.33333333067e-11
BAR B-4 A4 G4 ||| F4 ||| 0.49999999945
BAR B-4 A4 G4 ||| A4 ||| 0.49999999945
BAR B-4 A4 G4 ||| <UNK> ||| 4.999999994e-11
C5 D5 BAR D5 ||| E5 ||| 0.3333333331
C5 D5 BAR D5 ||| B4 ||| 0.3333333331
C5 D5 BAR D5 ||| G4 ||| 0.3333333331
C5 D5 BAR D5 ||| <UNK> ||| 3.33333333067e-11
G4 F4 G4 BAR ||| E4 ||| 0.285714285631
G4 F4 G4 BAR ||| F4 ||| 0.285714285631
G4 F4 G4 BAR ||| A4 ||| 0.428571428439
G4 F4 G4 BAR ||| <UNK> ||| 1.42857142808e-11
BAR G4 F4 BAR E4 ||| F4 ||| 0.666666666167
BAR G4 F4 BAR E4 ||| END ||| 0.3333333331
BAR G4 F4 BAR E4 ||| <UNK> ||| 3.33333333067e-11
B4 C5 D5 ||| E5 ||| 0.545454545345
B4 C5 D5 ||| G5 ||| 0.0909090908983
B4 C5 D5 ||| A4 ||| 0.181818181788
B4 C5 D5 ||| C5 ||| 0.181818181788
B4 C5 D5 ||| <UNK> ||| 9.09090908893e-12
BAR F4 F4 E4 ||| E4 ||| 0.124999999975
BAR F4 F4 E4 ||| D4 ||| 0.749999999787
BAR F4 F4 E4 ||| F4 ||| 0.124999999975
BAR F4 F4 E4 ||| <UNK> ||| 1.24999999962e-11
D5 D5 BAR C5 ||| G4 ||| 0.0434782608694
D5 D5 BAR C5 ||| END ||| 0.130434782599
D5 D5 BAR C5 ||| B4 ||| 0.30434782606
D5 D5 BAR C5 ||| E5 ||| 0.130434782599
D5 D5 BAR C5 ||| D5 ||| 0.260869565195
D5 D5 BAR C5 ||| C5 ||| 0.130434782599
D5 D5 BAR C5 ||| <UNK> ||| 4.3478260865e-12
BAR G4 G4 G4 BAR ||| F4 ||| 0.166666666617
BAR G4 G4 G4 BAR ||| A4 ||| 0.833333333017
BAR G4 G4 G4 BAR ||| <UNK> ||| 1.666666666e-11
BAR E4 R BAR R ||| E4 ||| 0.49999999945
BAR E4 R BAR R ||| R ||| 0.49999999945
BAR E4 R BAR R ||| <UNK> ||| 4.999999994e-11
E5 E5 D5 BAR ||| D5 ||| 0.3333333331
E5 E5 D5 BAR ||| C5 ||| 0.666666666167
E5 E5 D5 BAR ||| <UNK> ||| 3.33333333067e-11
E5 F5 BAR F5 ||| E5 ||| 0.49999999945
E5 F5 BAR F5 ||| D5 ||| 0.49999999945
E5 F5 BAR F5 ||| <UNK> ||| 4.999999994e-11
F4 BAR E4 D4 ||| <UNK> ||| 4.54545454496e-12
F4 BAR E4 D4 ||| E4 ||| 0.0909090909037
F4 BAR E4 D4 ||| D4 ||| 0.0454545454541
F4 BAR E4 D4 ||| R ||| 0.0909090909037
F4 BAR E4 D4 ||| C4 ||| 0.772727272648
A5 G5 G5 BAR ||| G5 ||| 0.3333333331
A5 G5 G5 BAR ||| C6 ||| 0.666666666167
A5 G5 G5 BAR ||| <UNK> ||| 3.33333333067e-11
D5 BAR D5 D5 ||| E5 ||| 0.307692307643
D5 BAR D5 D5 ||| D5 ||| 0.461538461461
D5 BAR D5 D5 ||| C5 ||| 0.230769230734
D5 BAR D5 D5 ||| <UNK> ||| 7.69230769089e-12
E4 D4 BAR C4 ||| <UNK> ||| 1.42857142808e-11
E4 D4 BAR C4 ||| D4 ||| 0.142857142822
E4 D4 BAR C4 ||| B3 ||| 0.428571428439
E4 D4 BAR C4 ||| END ||| 0.142857142822
E4 D4 BAR C4 ||| C4 ||| 0.285714285631
BAR C5 C5 BAR B4 ||| A4 ||| 0.49999999945
BAR C5 C5 BAR B4 ||| C5 ||| 0.49999999945
BAR C5 C5 BAR B4 ||| <UNK> ||| 4.999999994e-11
A4 BAR G4 E4 ||| D4 ||| 0.3333333331
A4 BAR G4 E4 ||| F4 ||| 0.666666666167
A4 BAR G4 E4 ||| <UNK> ||| 3.33333333067e-11
B4 C5 A4 BAR ||| B4 ||| 0.199999999962
B4 C5 A4 BAR ||| G4 ||| 0.799999999818
B4 C5 A4 BAR ||| <UNK> ||| 9.9999999976e-12
BAR F4 G4 A-4 ||| A-4 ||| 0.49999999945
BAR F4 G4 A-4 ||| C5 ||| 0.49999999945
BAR F4 G4 A-4 ||| <UNK> ||| 4.999999994e-11
BAR C5 E5 BAR D5 ||| E5 ||| 0.249999999875
BAR C5 E5 BAR D5 ||| C5 ||| 0.749999999575
BAR C5 E5 BAR D5 ||| <UNK> ||| 2.4999999985e-11
D4 C4 C4 ||| E4 ||| 0.49999999945
D4 C4 C4 ||| <UNK> ||| 4.999999994e-11
D4 C4 C4 ||| C4 ||| 0.49999999945
BAR D5 C5 D5 ||| E5 ||| 0.0909090908983
BAR D5 C5 D5 ||| C5 ||| 0.909090908902
BAR D5 C5 D5 ||| <UNK> ||| 9.09090908893e-12
BAR E-5 D5 C5 ||| END ||| 0.249999999875
BAR E-5 D5 C5 ||| B-4 ||| 0.499999999725
BAR E-5 D5 C5 ||| C5 ||| 0.249999999875
BAR E-5 D5 C5 ||| <UNK> ||| 2.4999999985e-11
D4 E4 F4 ||| E4 ||| 0.199999999924
D4 E4 F4 ||| D4 ||| 0.199999999924
D4 E4 F4 ||| G4 ||| 0.599999999732
D4 E4 F4 ||| <UNK> ||| 1.99999999904e-11
F4 F4 BAR G4 ||| G4 ||| 0.3333333331
F4 F4 BAR G4 ||| F4 ||| 0.3333333331
F4 F4 BAR G4 ||| A4 ||| 0.3333333331
F4 F4 BAR G4 ||| <UNK> ||| 3.33333333067e-11
D5 C5 BAR D5 ||| E5 ||| 0.0869565217344
D5 C5 BAR D5 ||| <UNK> ||| 4.3478260865e-12
D5 C5 BAR D5 ||| R ||| 0.0434782608694
D5 C5 BAR D5 ||| C5 ||| 0.47826086952
D5 C5 BAR D5 ||| D5 ||| 0.39130434779
E5 BAR F5 F5 BAR ||| E5 ||| 0.399999999828
E5 BAR F5 F5 BAR ||| G5 ||| 0.599999999732
E5 BAR F5 F5 BAR ||| <UNK> ||| 1.99999999904e-11
BAR C#5 BAR C5 ||| B4 ||| 0.199999999924
BAR C#5 BAR C5 ||| D5 ||| 0.799999999636
BAR C#5 BAR C5 ||| <UNK> ||| 1.99999999904e-11
BAR G4 E4 ||| D4 ||| 0.49999999945
BAR G4 E4 ||| A4 ||| 0.49999999945
BAR G4 E4 ||| <UNK> ||| 4.999999994e-11
E4 D4 D4 BAR ||| <UNK> ||| 9.09090908893e-12
E4 D4 D4 BAR ||| G4 ||| 0.0909090908983
E4 D4 D4 BAR ||| C4 ||| 0.909090908902
A4 BAR G4 BAR G4 ||| G4 ||| 0.49999999945
A4 BAR G4 BAR G4 ||| G#4 ||| 0.49999999945
A4 BAR G4 BAR G4 ||| <UNK> ||| 4.999999994e-11
D5 BAR E5 D5 BAR ||| D5 ||| 0.124999999975
D5 BAR E5 D5 BAR ||| C5 ||| 0.87499999975
D5 BAR E5 D5 BAR ||| <UNK> ||| 1.24999999962e-11
R C5 BAR D5 ||| E5 ||| 0.666666666167
R C5 BAR D5 ||| D5 ||| 0.3333333331
R C5 BAR D5 ||| <UNK> ||| 3.33333333067e-11
F5 BAR E5 D5 ||| G5 ||| 0.0428571428571
F5 BAR E5 D5 ||| A4 ||| 0.0285714285719
F5 BAR E5 D5 ||| E5 ||| 0.271428571421
F5 BAR E5 D5 ||| D5 ||| 0.0285714285719
F5 BAR E5 D5 ||| C5 ||| 0.628571428551
F5 BAR E5 D5 ||| <UNK> ||| 1.42857142852e-12
D5 C5 B4 ||| A4 ||| 0.874999999917
D5 C5 B4 ||| C5 ||| 0.124999999992
D5 C5 B4 ||| <UNK> ||| 4.16666666625e-12
D5 BAR E5 E5 ||| F5 ||| 0.192307692294
D5 BAR E5 E5 ||| A4 ||| 0.192307692294
D5 BAR E5 E5 ||| E5 ||| 0.0769230769198
D5 BAR E5 E5 ||| D5 ||| 0.26923076921
D5 BAR E5 E5 ||| C5 ||| 0.26923076921
D5 BAR E5 E5 ||| <UNK> ||| 3.8461538458e-12
BAR D5 E5 D5 ||| E5 ||| 0.399999999828
BAR D5 E5 D5 ||| C5 ||| 0.599999999732
BAR D5 E5 D5 ||| <UNK> ||| 1.99999999904e-11
BAR A5 G5 F5 ||| E5 ||| 0.249999999875
BAR A5 G5 F5 ||| G5 ||| 0.499999999725
BAR A5 G5 F5 ||| A5 ||| 0.249999999875
BAR A5 G5 F5 ||| <UNK> ||| 2.4999999985e-11
BAR G4 G#4 A#4 ||| D#4 ||| 0.166666666617
BAR G4 G#4 A#4 ||| <UNK> ||| 1.666666666e-11
