3
F2 BAR E2 F2 ||| C2 ||| 0.333283341332
C4 B-3 BAR A3 ||| G3 ||| 0.142848776084
C4 B-3 BAR A3 ||| D3 ||| 0.428543471305
C4 B-3 BAR A3 ||| B3 ||| 0.285696123694
BAR A3 G3 F3 ||| F3 ||| 0.0181818413221
BAR A3 G3 F3 ||| G3 ||| 0.181816776872
BAR A3 G3 F3 ||| B2 ||| 0.0181818413221
BAR A3 G3 F3 ||| C4 ||| 0.0181818413221
BAR A3 G3 F3 ||| E3 ||| 0.763629881048
BAR A3 G3 F3 ||| <UNK> ||| 1.81816595055e-07
BAR G3 A3 D3 BAR ||| A3 ||| 0.333283341332
BAR G3 A3 D3 BAR ||| F4 ||| 0.333283341332
BAR G3 A3 D3 BAR ||| D4 ||| 0.333283341332
BAR G3 A3 D3 BAR ||| <UNK> ||| 3.33280008532e-06
G3 BAR C3 C4 ||| D4 ||| 0.333283341332
G3 BAR C3 C4 ||| <UNK> ||| 3.33280008532e-06
G3 BAR C3 C4 ||| G#3 ||| 0.333283341332
G3 BAR C3 C4 ||| B3 ||| 0.333283341332
D3 BAR C3 D3 ||| C3 ||| 0.0555546296543
D3 BAR C3 D3 ||| <UNK> ||| 5.55540741136e-07
D3 BAR C3 D3 ||| G2 ||| 0.61109537079
D3 BAR C3 D3 ||| E-3 ||| 0.0555546296543
D3 BAR C3 D3 ||| E3 ||| 0.277770926109
B2 BAR C3 B2 ||| C3 ||| 0.199991400413
B2 BAR C3 B2 ||| A2 ||| 0.699967401565
B2 BAR C3 B2 ||| G2 ||| 0.0999962001824
B2 BAR C3 B2 ||| <UNK> ||| 9.99952002304e-07
A3 G3 F#3 ||| G#3 ||| 0.0952363945967
A3 G3 F#3 ||| G3 ||| 0.428562109057
A3 G3 F#3 ||| D3 ||| 0.190472313014
A3 G3 F#3 ||| E3 ||| 0.285708231431
A3 G3 F#3 ||| <UNK> ||| 4.76179592086e-07
A3 BAR D3 E3 ||| C3 ||| 0.0999962001824
A3 BAR D3 E3 ||| F3 ||| 0.799962601795
A3 BAR D3 E3 ||| F#3 ||| 0.0999962001824
A3 BAR D3 E3 ||| <UNK> ||| 9.99952002304e-07
B3 A3 E3 ||| A3 ||| 0.285696123694
B3 A3 E3 ||| F3 ||| 0.428543471305
B3 A3 E3 ||| D3 ||| 0.285696123694
B3 A3 E3 ||| <UNK> ||| 1.4284734761e-06
E-3 BAR D3 C3 ||| B-2 ||| 0.499961669733
E-3 BAR D3 C3 ||| A-3 ||| 0.333308335333
E-3 BAR D3 C3 ||| D3 ||| 0.166655000933
E-3 BAR D3 C3 ||| <UNK> ||| 1.666533344e-06
BAR G3 A3 B3 ||| A3 ||| 0.0714268367942
BAR G3 A3 B3 ||| <UNK> ||| 7.14261225329e-07
BAR G3 A3 B3 ||| G3 ||| 0.285705204393
BAR G3 A3 B3 ||| C4 ||| 0.642835817058
E3 D3 G3 BAR ||| C3 ||| 0.399963603494
E3 D3 G3 BAR ||| A3 ||| 0.399963603494
E3 D3 G3 BAR ||| <UNK> ||| 1.99980801843e-06
E3 D3 G3 BAR ||| C4 ||| 0.199982801651
BAR G2 F2 G2 ||| C2 ||| 0.499942506899
BAR G2 F2 G2 ||| A-2 ||| 0.2499725033
BAR G2 F2 G2 ||| A2 ||| 0.2499725033
BAR G2 F2 G2 ||| <UNK> ||| 2.499700036e-06
BAR C3 D3 BAR E3 ||| F3 ||| 0.333316667556
BAR C3 D3 BAR E3 ||| F#3 ||| 0.333316667556
BAR C3 D3 BAR E3 ||| E-3 ||| 0.111106296553
BAR C3 D3 BAR E3 ||| D3 ||| 0.111106296553
BAR C3 D3 BAR E3 ||| E3 ||| 0.111106296553
BAR C3 D3 BAR E3 ||| <UNK> ||| 1.11105185501e-06
C4 D4 E4 BAR ||| A3 ||| 0.399963603494
C4 D4 E4 BAR ||| F3 ||| 0.199982801651
C4 D4 E4 BAR ||| F4 ||| 0.399963603494
C4 D4 E4 BAR ||| <UNK> ||| 1.99980801843e-06
F3 G#2 BAR A2 ||| <UNK> ||| 2.499700036e-06
F3 G#2 BAR A2 ||| A2 ||| 0.499942506899
F3 G#2 BAR A2 ||| B2 ||| 0.2499725033
F3 G#2 BAR A2 ||| E2 ||| 0.2499725033
C3 F2 BAR G2 ||| G#2 ||| 0.166655000933
C3 F2 BAR G2 ||| R ||| 0.166655000933
C3 F2 BAR G2 ||| C3 ||| 0.166655000933
C3 F2 BAR G2 ||| C2 ||| 0.333308335333
C3 F2 BAR G2 ||| A2 ||| 0.166655000933
C3 F2 BAR G2 ||| <UNK> ||| 1.666533344e-06
C3 B2 BAR A2 ||| F2 ||| 0.0588229930872
C3 B2 BAR A2 ||| G2 ||| 0.352936487955
C3 B2 BAR A2 ||| A3 ||| 0.147057041548
C3 B2 BAR A2 ||| G#2 ||| 0.0294116436003
C3 B2 BAR A2 ||| B2 ||| 0.147057041548
C3 B2 BAR A2 ||| <UNK> ||| 2.94113494868e-07
C3 B2 BAR A2 ||| D3 ||| 0.205879740521
C3 B2 BAR A2 ||| E2 ||| 0.0588229930872
C3 G3 BAR C3 ||| <UNK> ||| 1.99980801843e-06
C3 G3 BAR C3 ||| END ||| 0.599944405337
C3 G3 BAR C3 ||| D3 ||| 0.199982801651
C3 G3 BAR C3 ||| C4 ||| 0.199982801651
BAR C3 BAR C3 ||| B-2 ||| 0.0769210059936
BAR C3 BAR C3 ||| A2 ||| 0.0769210059936
BAR C3 BAR C3 ||| B2 ||| 0.230761479576
BAR C3 BAR C3 ||| E2 ||| 0.0769210059936
BAR C3 BAR C3 ||| D3 ||| 0.538442426741
BAR C3 BAR C3 ||| <UNK> ||| 7.69202367913e-07
C3 B2 A2 ||| F2 ||| 0.0512816765332
C3 B2 A2 ||| G3 ||| 0.0512816765332
C3 B2 A2 ||| G2 ||| 0.512814457668
C3 B2 A2 ||| G#2 ||| 0.0256409664702
C3 B2 A2 ||| B2 ||| 0.179485226848
C3 B2 A2 ||| C3 ||| 0.0512816765332
C3 B2 A2 ||| <UNK> ||| 2.56407100631e-07
C3 B2 A2 ||| E3 ||| 0.0512816765332
C3 B2 A2 ||| E2 ||| 0.0769223865963
BAR E3 F3 G3 ||| F3 ||| 0.0652169281712
BAR E3 F3 G3 ||| G3 ||| 0.0434780245771
BAR E3 F3 G3 ||| G2 ||| 0.0217391209831
BAR E3 F3 G3 ||| C#3 ||| 0.0217391209831
BAR E3 F3 G3 ||| A3 ||| 0.3260837713
BAR E3 F3 G3 ||| C3 ||| 0.478256096458
BAR E3 F3 G3 ||| A-3 ||| 0.0217391209831
BAR E3 F3 G3 ||| E3 ||| 0.0217391209831
BAR E3 F3 G3 ||| <UNK> ||| 2.1738903594e-07
B3 C4 A3 ||| <UNK> ||| 1.666533344e-06
B3 C4 A3 ||| D4 ||| 0.166655000933
B3 C4 A3 ||| F3 ||| 0.333308335333
B3 C4 A3 ||| B3 ||| 0.499961669733
F3 G3 A3 BAR ||| G3 ||| 0.222216851995
F3 G3 A3 BAR ||| B-3 ||| 0.388879074336
F3 G3 A3 BAR ||| A3 ||| 0.0555546296543
F3 G3 A3 BAR ||| B3 ||| 0.166662777881
F3 G3 A3 BAR ||| D4 ||| 0.0555546296543
F3 G3 A3 BAR ||| D3 ||| 0.111108703768
F3 G3 A3 BAR ||| <UNK> ||| 5.55540741136e-07
BAR F3 G3 A3 ||| F3 ||| 0.173909848838
BAR F3 G3 A3 ||| G3 ||| 0.173909848838
BAR F3 G3 A3 ||| B2 ||| 0.173909848838
BAR F3 G3 A3 ||| B3 ||| 0.304341909386
BAR F3 G3 A3 ||| D3 ||| 0.0434777882896
BAR F3 G3 A3 ||| E3 ||| 0.130432495322
BAR F3 G3 A3 ||| <UNK> ||| 4.34773535161e-07
BAR F3 G3 C3 BAR ||| <UNK> ||| 1.4284734761e-06
BAR F3 G3 C3 BAR ||| G3 ||| 0.571390818915
BAR F3 G3 C3 BAR ||| G2 ||| 0.285696123694
BAR F3 G3 C3 BAR ||| C4 ||| 0.142848776084
A3 BAR B3 C4 ||| F3 ||| 0.199991400413
A3 BAR B3 C4 ||| G3 ||| 0.0999962001824
A3 BAR B3 C4 ||| B3 ||| 0.199991400413
A3 BAR B3 C4 ||| D4 ||| 0.399981800874
A3 BAR B3 C4 ||| C4 ||| 0.0999962001824
A3 BAR B3 C4 ||| <UNK> ||| 9.99952002304e-07
D3 E-3 F3 BAR ||| B-2 ||| 0.333283341332
D3 E-3 F3 BAR ||| G3 ||| 0.333283341332
D3 E-3 F3 BAR ||| E3 ||| 0.333283341332
D3 E-3 F3 BAR ||| <UNK> ||| 3.33280008532e-06
BAR C3 B2 C3 BAR ||| <UNK> ||| 3.33280008532e-06
BAR C3 B2 C3 BAR ||| F3 ||| 0.333283341332
BAR C3 B2 C3 BAR ||| G2 ||| 0.333283341332
BAR C3 B2 C3 BAR ||| D3 ||| 0.333283341332
C3 C4 BAR B3 ||| B-3 ||| 0.166655000933
C3 C4 BAR B3 ||| A3 ||| 0.166655000933
C3 C4 BAR B3 ||| <UNK> ||| 1.666533344e-06
C3 C4 BAR B3 ||| C4 ||| 0.666615004133
F3 E3 A3 BAR ||| A3 ||| 0.166655000933
F3 E3 A3 BAR ||| F3 ||| 0.333308335333
F3 E3 A3 BAR ||| G3 ||| 0.166655000933
F3 E3 A3 BAR ||| D3 ||| 0.333308335333
F3 E3 A3 BAR ||| <UNK> ||| 1.666533344e-06
BAR F#3 G3 D3 ||| D4 ||| 0.333283341332
BAR F#3 G3 D3 ||| <UNK> ||| 3.33280008532e-06
BAR F#3 G3 D3 ||| D#3 ||| 0.333283341332
BAR F#3 G3 D3 ||| G2 ||| 0.333283341332
C3 C3 BAR F3 ||| C3 ||| 0.0769210059936
C3 C3 BAR F3 ||| G3 ||| 0.230761479576
C3 C3 BAR F3 ||| E3 ||| 0.538442426741
C3 C3 BAR F3 ||| E-3 ||| 0.153841242785
C3 C3 BAR F3 ||| <UNK> ||| 7.69202367913e-07
D3 E3 BAR A2 ||| R ||| 0.399963603494
D3 E3 BAR A2 ||| G2 ||| 0.199982801651
D3 E3 BAR A2 ||| B2 ||| 0.399963603494
D3 E3 BAR A2 ||| <UNK> ||| 1.99980801843e-06
C3 BAR B2 A2 ||| <UNK> ||| 9.090512414e-07
C3 BAR B2 A2 ||| G#2 ||| 0.0909060331913
C3 BAR B2 A2 ||| E3 ||| 0.0909060331913
C3 BAR B2 A2 ||| B2 ||| 0.363621405611
C3 BAR B2 A2 ||| G2 ||| 0.454526529751
F3 BAR F3 E3 ||| F3 ||| 0.416650833967
F3 BAR F3 E3 ||| F#3 ||| 0.166660833567
F3 BAR F3 E3 ||| D3 ||| 0.333320833833
F3 BAR F3 E3 ||| B2 ||| 0.0833308334333
F3 BAR F3 E3 ||| <UNK> ||| 8.33300001333e-07
B-3 A3 G3 BAR ||| C#4 ||| 0.0714268367942
B-3 A3 G3 BAR ||| A3 ||| 0.357131326926
B-3 A3 G3 BAR ||| F3 ||| 0.499983571992
B-3 A3 G3 BAR ||| D4 ||| 0.0714268367942
B-3 A3 G3 BAR ||| <UNK> ||| 7.14261225329e-07
F3 G3 F3 ||| G3 ||| 0.149996900074
F3 G3 F3 ||| E3 ||| 0.799981300449
F3 G3 F3 ||| E-3 ||| 0.0499993000168
F3 G3 F3 ||| <UNK> ||| 4.99988000288e-07
G3 BAR C3 C4 BAR ||| F3 ||| 0.166655000933
G3 BAR C3 C4 BAR ||| A3 ||| 0.166655000933
G3 BAR C3 C4 BAR ||| G#3 ||| 0.333308335333
G3 BAR C3 C4 BAR ||| B3 ||| 0.166655000933
G3 BAR C3 C4 BAR ||| C4 ||| 0.166655000933
G3 BAR C3 C4 BAR ||| <UNK> ||| 1.666533344e-06
B2 C3 C3 BAR ||| F3 ||| 0.272716281471
B2 C3 C3 BAR ||| G2 ||| 0.363621405611
B2 C3 C3 BAR ||| C#3 ||| 0.0909060331913
B2 C3 C3 BAR ||| C3 ||| 0.0909060331913
B2 C3 C3 BAR ||| <UNK> ||| 9.090512414e-07
B2 C3 C3 BAR ||| D3 ||| 0.0909060331913
B2 C3 C3 BAR ||| C4 ||| 0.0909060331913
A2 G2 BAR F2 ||| F3 ||| 0.0999981000456
A2 G2 BAR F2 ||| G2 ||| 0.499988500276
A2 G2 BAR F2 ||| R ||| 0.0499993000168
A2 G2 BAR F2 ||| <UNK> ||| 4.99988000288e-07
A2 G2 BAR F2 ||| D2 ||| 0.149996900074
A2 G2 BAR F2 ||| A2 ||| 0.0499993000168
A2 G2 BAR F2 ||| E2 ||| 0.149996900074
BAR A2 G2 A2 ||| C3 ||| 0.2499725033
BAR A2 G2 A2 ||| G2 ||| 0.2499725033
BAR A2 G2 A2 ||| B2 ||| 0.499942506899
BAR A2 G2 A2 ||| <UNK> ||| 2.499700036e-06
B2 BAR A2 G2 ||| <UNK> ||| 8.33300001333e-07
B2 BAR A2 G2 ||| F2 ||| 0.666640834367
B2 BAR A2 G2 ||| A2 ||| 0.166660833567
B2 BAR A2 G2 ||| F#2 ||| 0.0833308334333
B2 BAR A2 G2 ||| D3 ||| 0.0833308334333
D3 E3 C3 BAR ||| <UNK> ||| 3.22575650442e-07
D3 E3 C3 BAR ||| F3 ||| 0.709666753547
D3 E3 C3 BAR ||| A2 ||| 0.0322578876198
D3 E3 C3 BAR ||| G2 ||| 0.258060842929
B3 A3 BAR G3 ||| F3 ||| 0.545431653891
B3 A3 BAR G3 ||| G3 ||| 0.0909060331913
B3 A3 BAR G3 ||| A3 ||| 0.0909060331913
B3 A3 BAR G3 ||| R ||| 0.0909060331913
B3 A3 BAR G3 ||| D3 ||| 0.181811157331
B3 A3 BAR G3 ||| <UNK> ||| 9.090512414e-07
C3 BAR B2 C3 ||| F3 ||| 0.0624987500375
C3 BAR B2 C3 ||| G2 ||| 0.124996875094
C3 BAR B2 C3 ||| C#3 ||| 0.0624987500375
C3 BAR B2 C3 ||| A2 ||| 0.0624987500375
C3 BAR B2 C3 ||| B2 ||| 0.499985625431
C3 BAR B2 C3 ||| D3 ||| 0.18749500015
C3 BAR B2 C3 ||| <UNK> ||| 6.24981250562e-07
G3 F#3 E3 ||| C3 ||| 0.299986600643
G3 F#3 E3 ||| <UNK> ||| 9.99952002304e-07
G3 F#3 E3 ||| F#3 ||| 0.0999962001824
G3 F#3 E3 ||| D#3 ||| 0.0999962001824
G3 F#3 E3 ||| D3 ||| 0.499977001104
BAR E3 E3 F3 ||| C3 ||| 0.2499725033
BAR E3 E3 F3 ||| G3 ||| 0.499942506899
BAR E3 E3 F3 ||| E3 ||| 0.2499725033
BAR E3 E3 F3 ||| <UNK> ||| 2.499700036e-06
G3 F3 G3 ||| F3 ||| 0.21427908186
G3 F3 G3 ||| G2 ||| 0.21427908186
G3 F3 G3 ||| A3 ||| 0.21427908186
G3 F3 G3 ||| C3 ||| 0.285705204393
G3 F3 G3 ||| A-3 ||| 0.0714268367942
G3 F3 G3 ||| <UNK> ||| 7.14261225329e-07
E4 D4 C4 BAR ||| <UNK> ||| 1.2499250045e-06
E4 D4 C4 BAR ||| B-3 ||| 0.249986250825
E4 D4 C4 BAR ||| G4 ||| 0.499971251725
E4 D4 C4 BAR ||| B3 ||| 0.249986250825
F3 G3 BAR A3 ||| F3 ||| 0.178568724536
F3 G3 BAR A3 ||| G3 ||| 0.285709744976
F3 G3 BAR A3 ||| B-3 ||| 0.0714277040965
F3 G3 BAR A3 ||| A3 ||| 0.0714277040965
F3 G3 BAR A3 ||| A2 ||| 0.0357140306166
F3 G3 BAR A3 ||| B3 ||| 0.285709744976
F3 G3 BAR A3 ||| D3 ||| 0.0357140306166
F3 G3 BAR A3 ||| E3 ||| 0.0357140306166
F3 G3 BAR A3 ||| <UNK> ||| 3.57136734799e-07
A3 B3 BAR C4 ||| F3 ||| 0.0857133959306
A3 B3 BAR C4 ||| G3 ||| 0.199997542891
A3 B3 BAR C4 ||| C#4 ||| 0.0571423591905
A3 B3 BAR C4 ||| A3 ||| 0.0857133959306
A3 B3 BAR C4 ||| B3 ||| 0.228568579631
A3 B3 BAR C4 ||| C3 ||| 0.0857133959306
A3 B3 BAR C4 ||| D4 ||| 0.199997542891
A3 B3 BAR C4 ||| E3 ||| 0.0571423591905
A3 B3 BAR C4 ||| <UNK> ||| 2.85710367401e-07
B2 A2 G2 BAR ||| F2 ||| 0.52939740525
B2 A2 G2 BAR ||| A2 ||| 0.235288062455
B2 A2 G2 BAR ||| C3 ||| 0.0588224567777
B2 A2 G2 BAR ||| D3 ||| 0.117644325337
B2 A2 G2 BAR ||| E3 ||| 0.0588224567777
B2 A2 G2 BAR ||| <UNK> ||| 5.8821868559e-07
D3 G3 C4 ||| B-3 ||| 0.2499725033
D3 G3 C4 ||| D4 ||| 0.2499725033
D3 G3 C4 ||| <UNK> ||| 2.499700036e-06
D3 G3 C4 ||| B3 ||| 0.499942506899
BAR D3 C3 B-2 ||| C3 ||| 0.666632224059
BAR D3 C3 B-2 ||| A2 ||| 0.222211482054
BAR D3 C3 B-2 ||| E-3 ||| 0.111106296553
BAR D3 C3 B-2 ||| <UNK> ||| 1.11105185501e-06
BAR C4 ||| F3 ||| 0.0799988640218
BAR C4 ||| G3 ||| 0.0399996320071
BAR C4 ||| A3 ||| 0.159997328051
BAR C4 ||| B3 ||| 0.639988112228
BAR C4 ||| D4 ||| 0.0399996320071
BAR C4 ||| <UNK> ||| 3.99992320147e-07
BAR C4 ||| C4 ||| 0.0399996320071
C3 D3 BAR G3 ||| F3 ||| 0.199982801651
C3 D3 BAR G3 ||| G2 ||| 0.199982801651
C3 D3 BAR G3 ||| G#3 ||| 0.199982801651
C3 D3 BAR G3 ||| D4 ||| 0.199982801651
C3 D3 BAR G3 ||| E3 ||| 0.199982801651
C3 D3 BAR G3 ||| <UNK> ||| 1.99980801843e-06
C4 B3 A3 ||| G3 ||| 0.641018007983
C4 B3 A3 ||| G#3 ||| 0.128203806722
C4 B3 A3 ||| B3 ||| 0.179485226848
C4 B3 A3 ||| E4 ||| 0.0256409664702
C4 B3 A3 ||| D3 ||| 0.0256409664702
C4 B3 A3 ||| <UNK> ||| 2.56407100631e-07
D3 C3 B-2 ||| C3 ||| 0.333283341332
D3 C3 B-2 ||| A-2 ||| 0.333283341332
D3 C3 B-2 ||| B2 ||| 0.333283341332
D3 C3 B-2 ||| <UNK> ||| 3.33280008532e-06
G3 BAR A3 G3 ||| C3 ||| 0.399981800874
G3 BAR A3 G3 ||| F3 ||| 0.499977001104
G3 BAR A3 G3 ||| G3 ||| 0.0999962001824
G3 BAR A3 G3 ||| <UNK> ||| 9.99952002304e-07
D3 G3 BAR C3 ||| G3 ||| 0.142848776084
D3 G3 BAR C3 ||| E-3 ||| 0.142848776084
D3 G3 BAR C3 ||| END ||| 0.142848776084
D3 G3 BAR C3 ||| C4 ||| 0.142848776084
D3 G3 BAR C3 ||| D3 ||| 0.428543471305
D3 G3 BAR C3 ||| <UNK> ||| 1.4284734761e-06
G2 C3 BAR B2 ||| C3 ||| 0.399963603494
G2 C3 BAR B2 ||| A2 ||| 0.399963603494
G2 C3 BAR B2 ||| G2 ||| 0.199982801651
G2 C3 BAR B2 ||| <UNK> ||| 1.99980801843e-06
BAR F2 G2 A2 ||| B-2 ||| 0.0952363945967
BAR F2 G2 A2 ||| F2 ||| 0.190472313014
BAR F2 G2 A2 ||| G2 ||| 0.0952363945967
BAR F2 G2 A2 ||| B2 ||| 0.619033945891
BAR F2 G2 A2 ||| <UNK> ||| 4.76179592086e-07
F3 D3 BAR G3 ||| F3 ||| 0.166655000933
F3 D3 BAR G3 ||| G3 ||| 0.166655000933
F3 D3 BAR G3 ||| G2 ||| 0.333308335333
F3 D3 BAR G3 ||| A3 ||| 0.166655000933
F3 D3 BAR G3 ||| E3 ||| 0.166655000933
F3 D3 BAR G3 ||| <UNK> ||| 1.666533344e-06
F3 G3 C3 BAR ||| C3 ||| 0.454526529751
F3 G3 C3 BAR ||| <UNK> ||| 9.090512414e-07
F3 G3 C3 BAR ||| R ||| 0.272716281471
F3 G3 C3 BAR ||| C4 ||| 0.272716281471
BAR D4 D3 G3 ||| G#3 ||| 0.399963603494
BAR D4 D3 G3 ||| <UNK> ||| 1.99980801843e-06
BAR D4 D3 G3 ||| E3 ||| 0.399963603494
BAR D4 D3 G3 ||| C4 ||| 0.199982801651
A2 BAR B2 C3 ||| <UNK> ||| 1.11105185501e-06
A2 BAR B2 C3 ||| D3 ||| 0.666632224059
A2 BAR B2 C3 ||| B2 ||| 0.222211482054
A2 BAR B2 C3 ||| G2 ||| 0.111106296553
BAR B3 G3 C4 ||| <UNK> ||| 1.99980801843e-06
BAR B3 G3 C4 ||| D4 ||| 0.399963603494
BAR B3 G3 C4 ||| C4 ||| 0.199982801651
BAR B3 G3 C4 ||| G3 ||| 0.199982801651
BAR B3 G3 C4 ||| B3 ||| 0.199982801651
G3 BAR C3 E3 ||| C3 ||| 0.499942506899
G3 BAR C3 E3 ||| F3 ||| 0.2499725033
G3 BAR C3 E3 ||| G3 ||| 0.2499725033
G3 BAR C3 E3 ||| <UNK> ||| 2.499700036e-06
C4 A3 B3 ||| C#4 ||| 0.2499725033
C4 A3 B3 ||| A3 ||| 0.499942506899
C4 A3 B3 ||| <UNK> ||| 2.499700036e-06
C4 A3 B3 ||| C4 ||| 0.2499725033
D3 BAR G2 C3 ||| B-2 ||| 0.142848776084
D3 BAR G2 C3 ||| F2 ||| 0.142848776084
D3 BAR G2 C3 ||| D3 ||| 0.571390818915
D3 BAR G2 C3 ||| B2 ||| 0.142848776084
D3 BAR G2 C3 ||| <UNK> ||| 1.4284734761e-06
D3 C3 G3 ||| A3 ||| 0.333308335333
D3 C3 G3 ||| <UNK> ||| 1.666533344e-06
D3 C3 G3 ||| G2 ||| 0.499961669733
D3 C3 G3 ||| B3 ||| 0.166655000933
B2 BAR C3 G2 ||| C3 ||| 0.499977001104
B2 BAR C3 G2 ||| C2 ||| 0.0999962001824
B2 BAR C3 G2 ||| R ||| 0.199991400413
B2 BAR C3 G2 ||| D3 ||| 0.199991400413
B2 BAR C3 G2 ||| <UNK> ||| 9.99952002304e-07
BAR C3 D3 G2 ||| C3 ||| 0.499983571992
BAR C3 D3 G2 ||| A2 ||| 0.285705204393
BAR C3 D3 G2 ||| G3 ||| 0.0714268367942
BAR C3 D3 G2 ||| B2 ||| 0.142852959327
BAR C3 D3 G2 ||| <UNK> ||| 7.14261225329e-07
C3 B2 A2 BAR ||| <UNK> ||| 9.090512414e-07
C3 B2 A2 BAR ||| G#2 ||| 0.181811157331
C3 B2 A2 BAR ||| G2 ||| 0.545431653891
C3 B2 A2 BAR ||| B2 ||| 0.0909060331913
C3 B2 A2 BAR ||| D3 ||| 0.181811157331
G3 A-3 B-3 ||| <UNK> ||| 1.99980801843e-06
G3 A-3 B-3 ||| A-3 ||| 0.599944405337
G3 A-3 B-3 ||| B3 ||| 0.199982801651
G3 A-3 B-3 ||| C4 ||| 0.199982801651
A3 B2 C3 BAR ||| F2 ||| 0.499942506899
A3 B2 C3 BAR ||| G3 ||| 0.2499725033
A3 B2 C3 BAR ||| F#2 ||| 0.2499725033
A3 B2 C3 BAR ||| <UNK> ||| 2.499700036e-06
F3 E3 BAR D3 ||| G3 ||| 0.108694735359
F3 E3 BAR D3 ||| G2 ||| 0.0217391209831
F3 E3 BAR D3 ||| C#3 ||| 0.0434780245771
F3 E3 BAR D3 ||| G#2 ||| 0.0217391209831
F3 E3 BAR D3 ||| A3 ||| 0.0434780245771
F3 E3 BAR D3 ||| R ||| 0.0217391209831
F3 E3 BAR D3 ||| B2 ||| 0.108694735359
F3 E3 BAR D3 ||| C3 ||| 0.304344867706
F3 E3 BAR D3 ||| D4 ||| 0.0217391209831
F3 E3 BAR D3 ||| <UNK> ||| 2.1738903594e-07
F3 E3 BAR D3 ||| A2 ||| 0.0652169281712
F3 E3 BAR D3 ||| E3 ||| 0.21738925333
F3 E3 BAR D3 ||| C4 ||| 0.0217391209831
G2 B2 BAR C3 ||| <UNK> ||| 1.666533344e-06
G2 B2 BAR C3 ||| E2 ||| 0.333308335333
G2 B2 BAR C3 ||| D3 ||| 0.166655000933
G2 B2 BAR C3 ||| B2 ||| 0.333308335333
G2 B2 BAR C3 ||| G2 ||| 0.166655000933
A3 G3 BAR F3 ||| G3 ||| 0.354833538061
A3 G3 BAR F3 ||| B-2 ||| 0.129030582752
A3 G3 BAR F3 ||| A3 ||| 0.0967730177081
A3 G3 BAR F3 ||| C3 ||| 0.064515452664
A3 G3 BAR F3 ||| D3 ||| 0.129030582752
A3 G3 BAR F3 ||| E3 ||| 0.225803277885
A3 G3 BAR F3 ||| <UNK> ||| 3.22575650442e-07
E3 D3 E3 ||| F3 ||| 0.249996071496
E3 D3 E3 ||| A3 ||| 0.0357140306166
E3 D3 E3 ||| F#3 ||| 0.285709744976
E3 D3 E3 ||| C3 ||| 0.357137091936
E3 D3 E3 ||| D3 ||| 0.0714277040965
E3 D3 E3 ||| <UNK> ||| 3.57136734799e-07
B2 C3 G2 ||| C3 ||| 0.2499725033
B2 C3 G2 ||| A2 ||| 0.2499725033
B2 C3 G2 ||| G2 ||| 0.2499725033
B2 C3 G2 ||| B2 ||| 0.2499725033
B2 C3 G2 ||| <UNK> ||| 2.499700036e-06
B3 A3 G3 BAR ||| F3 ||| 0.230765355101
B3 A3 G3 BAR ||| G3 ||| 0.115382869855
B3 A3 G3 BAR ||| A3 ||| 0.0769220414392
B3 A3 G3 BAR ||| R ||| 0.0769220414392
B3 A3 G3 BAR ||| F#3 ||| 0.0769220414392
B3 A3 G3 BAR ||| C3 ||| 0.0769220414392
B3 A3 G3 BAR ||| D4 ||| 0.0384612130238
B3 A3 G3 BAR ||| <UNK> ||| 3.84608284155e-07
B3 A3 G3 BAR ||| C4 ||| 0.307687011932
F3 E3 D3 BAR ||| G3 ||| 0.128203806722
F3 E3 D3 BAR ||| C#3 ||| 0.0769223865963
F3 E3 D3 BAR ||| A2 ||| 0.0512816765332
F3 E3 D3 BAR ||| C3 ||| 0.61537729792
F3 E3 D3 BAR ||| E3 ||| 0.128203806722
F3 E3 D3 BAR ||| <UNK> ||| 2.56407100631e-07
BAR A2 G2 F2 ||| C3 ||| 0.0909060331913
BAR A2 G2 F2 ||| <UNK> ||| 9.090512414e-07
BAR A2 G2 F2 ||| G2 ||| 0.181811157331
BAR A2 G2 F2 ||| E2 ||| 0.727241902172
BAR R BAR R C4 BAR ||| B3 ||| 0.399963603494
BAR R BAR R C4 BAR ||| <UNK> ||| 1.99980801843e-06
BAR R BAR R C4 BAR ||| G4 ||| 0.199982801651
BAR R BAR R C4 BAR ||| F3 ||| 0.199982801651
BAR R BAR R C4 BAR ||| C4 ||| 0.199982801651
D3 D2 BAR G2 ||| G2 ||| 0.166655000933
D3 D2 BAR G2 ||| A2 ||| 0.166655000933
D3 D2 BAR G2 ||| B2 ||| 0.166655000933
D3 D2 BAR G2 ||| C3 ||| 0.166655000933
D3 D2 BAR G2 ||| D3 ||| 0.333308335333
D3 D2 BAR G2 ||| <UNK> ||| 1.666533344e-06
C4 BAR B3 C4 ||| F#3 ||| 0.111106296553
C4 BAR B3 C4 ||| G3 ||| 0.222211482054
C4 BAR B3 C4 ||| G#3 ||| 0.222211482054
C4 BAR B3 C4 ||| A3 ||| 0.111106296553
C4 BAR B3 C4 ||| F3 ||| 0.111106296553
C4 BAR B3 C4 ||| B3 ||| 0.222211482054
C4 BAR B3 C4 ||| <UNK> ||| 1.11105185501e-06
D3 C#3 D3 ||| C3 ||| 0.2499725033
D3 C#3 D3 ||| F3 ||| 0.2499725033
D3 C#3 D3 ||| E3 ||| 0.499942506899
D3 C#3 D3 ||| <UNK> ||| 2.499700036e-06
