3
G4 E4 BAR C4 ||| D4 ||| 0.49999999945
B3 BAR C4 F4 ||| B3 ||| 0.230769230734
B-3 A-3 BAR G3 ||| F3 ||| 0.181818181788
B-3 A-3 BAR G3 ||| G3 ||| 0.272727272677
B-3 A-3 BAR G3 ||| B-3 ||| 0.272727272677
B-3 A-3 BAR G3 ||| R ||| 0.0909090908983
B-3 A-3 BAR G3 ||| END ||| 0.181818181788
B-3 A-3 BAR G3 ||| <UNK> ||| 9.09090908893e-12
B3 C#4 D4 BAR ||| E4 ||| 0.49999999945
B3 C#4 D4 BAR ||| <UNK> ||| 4.999999994e-11
B3 C#4 D4 BAR ||| C4 ||| 0.49999999945
F3 BAR G3 C4 ||| B-3 ||| 0.3333333331
F3 BAR G3 C4 ||| D4 ||| 0.3333333331
F3 BAR G3 C4 ||| <UNK> ||| 3.33333333067e-11
F3 BAR G3 C4 ||| B3 ||| 0.3333333331
E-4 E-4 BAR E-4 ||| E-4 ||| 0.142857142822
E-4 E-4 BAR E-4 ||| D4 ||| 0.857142856863
E-4 E-4 BAR E-4 ||| <UNK> ||| 1.42857142808e-11
B3 C4 G3 ||| <UNK> ||| 4.999999994e-11
B3 C4 G3 ||| G3 ||| 0.49999999945
B3 C4 G3 ||| B3 ||| 0.49999999945
C#4 D4 D4 BAR ||| D4 ||| 0.49999999945
C#4 D4 D4 BAR ||| <UNK> ||| 4.999999994e-11
C#4 D4 D4 BAR ||| C4 ||| 0.49999999945
G3 BAR G3 BAR G3 ||| G3 ||| 0.499999999725
G3 BAR G3 BAR G3 ||| <UNK> ||| 2.4999999985e-11
G3 BAR G3 BAR G3 ||| END ||| 0.249999999875
G3 BAR G3 BAR G3 ||| B3 ||| 0.249999999875
A3 BAR D4 C4 ||| <UNK> ||| 1.666666666e-11
A3 BAR D4 C4 ||| B3 ||| 0.833333333017
A3 BAR D4 C4 ||| C4 ||| 0.166666666617
G3 G3 G3 ||| F3 ||| 0.499999999862
G3 G3 G3 ||| F#3 ||| 0.249999999937
G3 G3 G3 ||| END ||| 0.124999999975
G3 G3 G3 ||| E3 ||| 0.124999999975
G3 G3 G3 ||| <UNK> ||| 1.24999999962e-11
C4 BAR D4 D4 ||| E4 ||| 0.166666666617
C4 BAR D4 D4 ||| D4 ||| 0.333333333217
C4 BAR D4 D4 ||| <UNK> ||| 1.666666666e-11
C4 BAR D4 D4 ||| C4 ||| 0.499999999817
G4 E4 D4 ||| D4 ||| 0.749999999575
G4 E4 D4 ||| G4 ||| 0.249999999875
G4 E4 D4 ||| <UNK> ||| 2.4999999985e-11
F4 BAR E4 BAR G4 ||| D4 ||| 0.3333333331
F4 BAR E4 BAR G4 ||| G4 ||| 0.3333333331
F4 BAR E4 BAR G4 ||| A4 ||| 0.3333333331
F4 BAR E4 BAR G4 ||| <UNK> ||| 3.33333333067e-11
F4 E-4 D4 ||| G4 ||| 0.399999999957
F4 E-4 D4 ||| F4 ||| 0.049999999999
F4 E-4 D4 ||| E-4 ||| 0.399999999957
F4 E-4 D4 ||| B-3 ||| 0.049999999999
F4 E-4 D4 ||| C4 ||| 0.099999999993
F4 E-4 D4 ||| <UNK> ||| 4.9999999994e-12
F4 D4 E4 ||| <UNK> ||| 1.99999999904e-11
F4 D4 E4 ||| E4 ||| 0.199999999924
F4 D4 E4 ||| G4 ||| 0.199999999924
F4 D4 E4 ||| F4 ||| 0.399999999828
F4 D4 E4 ||| C4 ||| 0.199999999924
B3 G3 BAR G3 ||| <UNK> ||| 4.999999994e-11
B3 G3 BAR G3 ||| G3 ||| 0.49999999945
B3 G3 BAR G3 ||| C4 ||| 0.49999999945
F3 E3 E3 BAR ||| F3 ||| 0.230769230734
F3 E3 E3 BAR ||| G3 ||| 0.0769230769166
F3 E3 E3 BAR ||| A3 ||| 0.461538461461
F3 E3 E3 BAR ||| B3 ||| 0.0769230769166
F3 E3 E3 BAR ||| D3 ||| 0.153846153825
F3 E3 E3 BAR ||| <UNK> ||| 7.69230769089e-12
B3 BAR G3 G3 BAR ||| D4 ||| 0.399999999828
B3 BAR G3 G3 BAR ||| <UNK> ||| 1.99999999904e-11
B3 BAR G3 G3 BAR ||| G3 ||| 0.199999999924
B3 BAR G3 G3 BAR ||| A3 ||| 0.199999999924
B3 BAR G3 G3 BAR ||| C4 ||| 0.199999999924
A3 B3 E4 ||| A3 ||| 0.3333333331
A3 B3 E4 ||| END ||| 0.3333333331
A3 B3 E4 ||| D4 ||| 0.3333333331
A3 B3 E4 ||| <UNK> ||| 3.33333333067e-11
G3 F3 BAR E3 BAR ||| R ||| 0.249999999875
G3 F3 BAR E3 BAR ||| E3 ||| 0.749999999575
G3 F3 BAR E3 BAR ||| <UNK> ||| 2.4999999985e-11
D4 E4 E4 BAR ||| E4 ||| 0.166666666617
D4 E4 E4 BAR ||| D4 ||| 0.333333333217
D4 E4 E4 BAR ||| F4 ||| 0.499999999817
D4 E4 E4 BAR ||| <UNK> ||| 1.666666666e-11
B3 BAR B3 B3 ||| <UNK> ||| 3.33333333067e-11
B3 BAR B3 B3 ||| C#4 ||| 0.3333333331
B3 BAR B3 B3 ||| C4 ||| 0.3333333331
B3 BAR B3 B3 ||| B3 ||| 0.3333333331
E4 BAR D4 C4 BAR ||| A3 ||| 0.3333333331
E4 BAR D4 C4 BAR ||| <UNK> ||| 3.33333333067e-11
E4 BAR D4 C4 BAR ||| C4 ||| 0.666666666167
E3 BAR F3 F3 ||| G3 ||| 0.49999999945
E3 BAR F3 F3 ||| E3 ||| 0.49999999945
E3 BAR F3 F3 ||| <UNK> ||| 4.999999994e-11
BAR A3 BAR ||| G3 ||| 0.384615384552
BAR A3 BAR ||| B-3 ||| 0.0769230769166
BAR A3 BAR ||| A3 ||| 0.0769230769166
BAR A3 BAR ||| A-3 ||| 0.0769230769166
BAR A3 BAR ||| <UNK> ||| 7.69230769089e-12
BAR A3 BAR ||| D3 ||| 0.0769230769166
BAR A3 BAR ||| E3 ||| 0.230769230734
BAR A3 BAR ||| C4 ||| 0.0769230769166
G3 BAR C3 G3 ||| F3 ||| 0.49999999945
G3 BAR C3 G3 ||| G3 ||| 0.49999999945
G3 BAR C3 G3 ||| <UNK> ||| 4.999999994e-11
BAR C#4 BAR E4 E4 ||| D4 ||| 0.49999999945
BAR C#4 BAR E4 E4 ||| F4 ||| 0.49999999945
BAR C#4 BAR E4 E4 ||| <UNK> ||| 4.999999994e-11
B3 BAR C4 C4 ||| G3 ||| 0.0624999999969
B3 BAR C4 C4 ||| G#3 ||| 0.0624999999969
B3 BAR C4 C4 ||| B3 ||| 0.249999999969
B3 BAR C4 C4 ||| D4 ||| 0.312499999959
B3 BAR C4 C4 ||| C4 ||| 0.312499999959
B3 BAR C4 C4 ||| <UNK> ||| 6.24999999906e-12
BAR B3 C4 BAR ||| D4 ||| 0.49999999945
BAR B3 C4 BAR ||| G4 ||| 0.49999999945
BAR B3 C4 BAR ||| <UNK> ||| 4.999999994e-11
A3 A3 B-3 ||| A3 ||| 0.49999999945
A3 A3 B-3 ||| <UNK> ||| 4.999999994e-11
A3 A3 B-3 ||| C4 ||| 0.49999999945
A4 G4 A4 ||| B4 ||| 0.3333333331
A4 G4 A4 ||| B-4 ||| 0.666666666167
A4 G4 A4 ||| <UNK> ||| 3.33333333067e-11
C4 BAR D4 C4 ||| <UNK> ||| 1.11111111081e-11
C4 BAR D4 C4 ||| B-3 ||| 0.222222222174
C4 BAR D4 C4 ||| D4 ||| 0.333333333256
C4 BAR D4 C4 ||| G4 ||| 0.111111111093
C4 BAR D4 C4 ||| B3 ||| 0.333333333256
B3 BAR A3 R ||| E4 ||| 0.3333333331
B3 BAR A3 R ||| <UNK> ||| 3.33333333067e-11
B3 BAR A3 R ||| C4 ||| 0.666666666167
C4 BAR B3 B3 BAR ||| <UNK> ||| 2.4999999985e-11
C4 BAR B3 B3 BAR ||| C4 ||| 0.499999999725
C4 BAR B3 B3 BAR ||| G3 ||| 0.249999999875
C4 BAR B3 B3 BAR ||| B3 ||| 0.249999999875
F4 G4 BAR C4 ||| D4 ||| 0.249999999875
F4 G4 BAR C4 ||| <UNK> ||| 2.4999999985e-11
F4 G4 BAR C4 ||| F4 ||| 0.249999999875
F4 G4 BAR C4 ||| A4 ||| 0.249999999875
F4 G4 BAR C4 ||| C4 ||| 0.249999999875
F4 E4 BAR D4 ||| G4 ||| 0.0769230769166
F4 E4 BAR D4 ||| B3 ||| 0.0769230769166
F4 E4 BAR D4 ||| E4 ||| 0.153846153825
F4 E4 BAR D4 ||| D4 ||| 0.0769230769166
F4 E4 BAR D4 ||| C4 ||| 0.615384615279
F4 E4 BAR D4 ||| <UNK> ||| 7.69230769089e-12
BAR B3 R B3 BAR ||| A3 ||| 0.599999999732
BAR B3 R B3 BAR ||| <UNK> ||| 1.99999999904e-11
BAR B3 R B3 BAR ||| C4 ||| 0.399999999828
BAR E4 E4 E4 BAR ||| E4 ||| 0.499999999725
BAR E4 E4 E4 BAR ||| R ||| 0.249999999875
BAR E4 E4 E4 BAR ||| C5 ||| 0.249999999875
BAR E4 E4 E4 BAR ||| <UNK> ||| 2.4999999985e-11
BAR B3 BAR ||| <UNK> ||| 7.14285714163e-12
BAR B3 BAR ||| F4 ||| 0.214285714256
BAR B3 BAR ||| A3 ||| 0.0714285714235
BAR B3 BAR ||| E4 ||| 0.428571428505
BAR B3 BAR ||| D4 ||| 0.0714285714235
BAR B3 BAR ||| C4 ||| 0.14285714284
BAR B3 BAR ||| G3 ||| 0.0714285714235
D4 BAR E4 BAR E4 ||| E4 ||| 0.666666666167
D4 BAR E4 BAR E4 ||| G4 ||| 0.3333333331
D4 BAR E4 BAR E4 ||| <UNK> ||| 3.33333333067e-11
A3 BAR G3 F3 ||| G3 ||| 0.249999999958
A3 BAR G3 F3 ||| E3 ||| 0.666666666542
A3 BAR G3 F3 ||| E-3 ||| 0.083333333325
A3 BAR G3 F3 ||| <UNK> ||| 8.33333333167e-12
F4 E4 F4 BAR ||| E4 ||| 0.199999999924
F4 E4 F4 BAR ||| G4 ||| 0.599999999732
F4 E4 F4 BAR ||| F4 ||| 0.199999999924
F4 E4 F4 BAR ||| <UNK> ||| 1.99999999904e-11
G4 E4 D4 BAR ||| <UNK> ||| 2.4999999985e-11
G4 E4 D4 BAR ||| D4 ||| 0.499999999725
G4 E4 D4 BAR ||| G4 ||| 0.249999999875
G4 E4 D4 BAR ||| C4 ||| 0.249999999875
BAR F4 G4 BAR G4 ||| F4 ||| 0.49999999945
BAR F4 G4 BAR G4 ||| A4 ||| 0.49999999945
BAR F4 G4 BAR G4 ||| <UNK> ||| 4.999999994e-11
BAR A3 B3 C4 BAR ||| <UNK> ||| 3.33333333067e-11
BAR A3 B3 C4 BAR ||| D4 ||| 0.3333333331
BAR A3 B3 C4 BAR ||| C4 ||| 0.3333333331
BAR A3 B3 C4 BAR ||| B3 ||| 0.3333333331
G4 BAR G4 G4 ||| G4 ||| 0.359999999969
G4 BAR G4 G4 ||| F4 ||| 0.239999999981
G4 BAR G4 G4 ||| A4 ||| 0.239999999981
G4 BAR G4 G4 ||| E4 ||| 0.0799999999963
G4 BAR G4 G4 ||| F#4 ||| 0.0400000000002
G4 BAR G4 G4 ||| <UNK> ||| 3.99999999962e-12
G4 BAR G4 G4 ||| C4 ||| 0.0400000000002
F4 E4 D4 BAR ||| <UNK> ||| 3.70370370337e-12
F4 E4 D4 BAR ||| E4 ||| 0.222222222206
F4 E4 D4 BAR ||| D4 ||| 0.185185185172
F4 E4 D4 BAR ||| C4 ||| 0.481481481442
F4 E4 D4 BAR ||| C#4 ||| 0.111111111105
BAR E4 G4 BAR G4 ||| <UNK> ||| 1.42857142808e-11
BAR E4 G4 BAR G4 ||| G4 ||| 0.142857142822
BAR E4 G4 BAR G4 ||| F4 ||| 0.714285714055
BAR E4 G4 BAR G4 ||| C4 ||| 0.142857142822
A3 B-3 BAR C4 ||| B-3 ||| 0.444444444337
A3 B-3 BAR C4 ||| <UNK> ||| 1.11111111081e-11
A3 B-3 BAR C4 ||| G3 ||| 0.444444444337
A3 B-3 BAR C4 ||| C4 ||| 0.111111111093
BAR R E4 E4 ||| <UNK> ||| 2.4999999985e-11
BAR R E4 E4 ||| G4 ||| 0.499999999725
BAR R E4 E4 ||| C4 ||| 0.499999999725
BAR G3 G3 BAR B3 ||| A3 ||| 0.49999999945
BAR G3 G3 BAR B3 ||| G3 ||| 0.49999999945
BAR G3 G3 BAR B3 ||| <UNK> ||| 4.999999994e-11
A3 A3 G#3 BAR ||| A3 ||| 0.49999999945
A3 A3 G#3 BAR ||| G3 ||| 0.49999999945
A3 A3 G#3 BAR ||| <UNK> ||| 4.999999994e-11
F#3 G3 BAR G3 ||| F#3 ||| 0.666666666542
F#3 G3 BAR G3 ||| G3 ||| 0.083333333325
F#3 G3 BAR G3 ||| A3 ||| 0.083333333325
F#3 G3 BAR G3 ||| D4 ||| 0.083333333325
F#3 G3 BAR G3 ||| C4 ||| 0.083333333325
F#3 G3 BAR G3 ||| <UNK> ||| 8.33333333167e-12
E3 F3 E3 BAR ||| <UNK> ||| 1.666666666e-11
E3 F3 E3 BAR ||| F3 ||| 0.166666666617
E3 F3 E3 BAR ||| G3 ||| 0.166666666617
E3 F3 E3 BAR ||| D3 ||| 0.333333333217
E3 F3 E3 BAR ||| C4 ||| 0.333333333217
F4 BAR E4 F4 ||| G4 ||| 0.599999999866
F4 BAR E4 F4 ||| F4 ||| 0.099999999986
F4 BAR E4 F4 ||| E4 ||| 0.099999999986
F4 BAR E4 F4 ||| D4 ||| 0.099999999986
F4 BAR E4 F4 ||| C4 ||| 0.099999999986
F4 BAR E4 F4 ||| <UNK> ||| 9.9999999976e-12
F3 G3 C4 ||| B-3 ||| 0.599999999732
F3 G3 C4 ||| D4 ||| 0.199999999924
F3 G3 C4 ||| G3 ||| 0.199999999924
F3 G3 C4 ||| <UNK> ||| 1.99999999904e-11
G4 G4 BAR F4 ||| E4 ||| 0.333333333256
G4 G4 BAR F4 ||| D4 ||| 0.111111111093
G4 G4 BAR F4 ||| G4 ||| 0.444444444337
G4 G4 BAR F4 ||| F4 ||| 0.111111111093
G4 G4 BAR F4 ||| <UNK> ||| 1.11111111081e-11
BAR R D4 BAR D4 ||| A3 ||| 0.49999999945
BAR R D4 BAR D4 ||| <UNK> ||| 4.999999994e-11
BAR R D4 BAR D4 ||| C4 ||| 0.49999999945
F4 E4 E4 ||| E4 ||| 0.111111111093
F4 E4 E4 ||| D4 ||| 0.555555555419
F4 E4 E4 ||| G4 ||| 0.111111111093
F4 E4 E4 ||| END ||| 0.222222222174
F4 E4 E4 ||| <UNK> ||| 1.11111111081e-11
BAR G4 BAR F4 G4 BAR ||| G4 ||| 0.49999999945
BAR G4 BAR F4 G4 BAR ||| A4 ||| 0.49999999945
BAR G4 BAR F4 G4 BAR ||| <UNK> ||| 4.999999994e-11
B3 G3 BAR A3 ||| <UNK> ||| 4.999999994e-11
B3 G3 BAR A3 ||| G3 ||| 0.49999999945
B3 G3 BAR A3 ||| B3 ||| 0.49999999945
B3 BAR C4 B-3 ||| A3 ||| 0.87499999975
B3 BAR C4 B-3 ||| A-3 ||| 0.124999999975
B3 BAR C4 B-3 ||| <UNK> ||| 1.24999999962e-11
BAR G4 A4 G4 ||| G4 ||| 0.199999999924
BAR G4 A4 G4 ||| F4 ||| 0.399999999828
BAR G4 A4 G4 ||| A4 ||| 0.399999999828
BAR G4 A4 G4 ||| <UNK> ||| 1.99999999904e-11
E3 BAR E3 D3 ||| C3 ||| 0.714285714055
E3 BAR E3 D3 ||| A3 ||| 0.142857142822
E3 BAR E3 D3 ||| E3 ||| 0.142857142822
E3 BAR E3 D3 ||| <UNK> ||| 1.42857142808e-11
D4 C4 BAR C4 ||| B3 ||| 0.743589743547
D4 C4 BAR C4 ||| <UNK> ||| 2.56410256394e-12
D4 C4 BAR C4 ||| D4 ||| 0.10256410256
D4 C4 BAR C4 ||| G4 ||| 0.025641025642
D4 C4 BAR C4 ||| C4 ||| 0.1282051282
B3 BAR A3 D4 BAR ||| <UNK> ||| 3.33333333067e-11
B3 BAR A3 D4 BAR ||| G3 ||| 0.3333333331
B3 BAR A3 D4 BAR ||| C4 ||| 0.666666666167
BAR C4 F4 E4 ||| E4 ||| 0.199999999924
BAR C4 F4 E4 ||| D4 ||| 0.599999999732
BAR C4 F4 E4 ||| END ||| 0.199999999924
BAR C4 F4 E4 ||| <UNK> ||| 1.99999999904e-11
G4 A4 G4 ||| E4 ||| 0.111111111093
G4 A4 G4 ||| G4 ||| 0.111111111093
G4 A4 G4 ||| F4 ||| 0.777777777581
G4 A4 G4 ||| <UNK> ||| 1.11111111081e-11
BAR B3 C4 D4 BAR ||| E4 ||| 0.249999999875
BAR B3 C4 D4 BAR ||| <UNK> ||| 2.4999999985e-11
BAR B3 C4 D4 BAR ||| G3 ||| 0.249999999875
BAR B3 C4 D4 BAR ||| C4 ||| 0.499999999725
BAR E4 E4 E4 ||| <UNK> ||| 1.666666666e-11
BAR E4 E4 E4 ||| E4 ||| 0.333333333217
BAR E4 E4 E4 ||| D4 ||| 0.333333333217
BAR E4 E4 E4 ||| G4 ||| 0.166666666617
BAR E4 E4 E4 ||| C4 ||| 0.166666666617
C4 D4 E-4 ||| D4 ||| 0.166666666617
C4 D4 E-4 ||| <UNK> ||| 1.666666666e-11
C4 D4 E-4 ||| F4 ||| 0.499999999817
C4 D4 E-4 ||| C4 ||| 0.333333333217
A3 F#3 G3 ||| <UNK> ||| 2.4999999985e-11
A3 F#3 G3 ||| R ||| 0.249999999875
A3 F#3 G3 ||| G3 ||| 0.499999999725
A3 F#3 G3 ||| C4 ||| 0.249999999875
A4 D4 E4 BAR ||| E4 ||| 0.49999999945
A4 D4 E4 BAR ||| F4 ||| 0.49999999945
A4 D4 E4 BAR ||| <UNK> ||| 4.999999994e-11
BAR G3 A3 G3 ||| F3 ||| 0.363636363566
BAR G3 A3 G3 ||| G3 ||| 0.363636363566
BAR G3 A3 G3 ||| F#3 ||| 0.0909090908983
BAR G3 A3 G3 ||| E4 ||| 0.0909090908983
BAR G3 A3 G3 ||| C4 ||| 0.0909090908983
BAR G3 A3 G3 ||| <UNK> ||| 9.09090908893e-12
E3 F#3 BAR G3 ||| D4 ||| 0.666666666417
E3 F#3 BAR G3 ||| <UNK> ||| 1.666666666e-11
E3 F#3 BAR G3 ||| A3 ||| 0.166666666617
E3 F#3 BAR G3 ||| C4 ||| 0.166666666617
E4 E4 E4 BAR ||| E4 ||| 0.749999999575
E4 E4 E4 BAR ||| D4 ||| 0.249999999875
E4 E4 E4 BAR ||| <UNK> ||| 2.4999999985e-11
F3 G3 G3 ||| F3 ||| 0.199999999924
F3 G3 G3 ||| G3 ||| 0.199999999924
F3 G3 G3 ||| A3 ||| 0.199999999924
F3 G3 G3 ||| D3 ||| 0.199999999924
F3 G3 G3 ||| E3 ||| 0.199999999924
F3 G3 G3 ||| <UNK> ||| 1.99999999904e-11
BAR F#3 ||| G3 ||| 0.49999999945
BAR F#3 ||| E3 ||| 0.49999999945
BAR F#3 ||| <UNK> ||| 4.999999994e-11
G4 BAR G4 D4 ||| <UNK> ||| 1.42857142808e-11
G4 BAR G4 D4 ||| E4 ||| 0.428571428439
G4 BAR G4 D4 ||| D4 ||| 0.142857142822
G4 BAR G4 D4 ||| G4 ||| 0.142857142822
G4 BAR G4 D4 ||| C4 ||| 0.285714285631
G4 G4 BAR A4 ||| B4 ||| 0.111111111093
G4 G4 BAR A4 ||| D4 ||| 0.111111111093
G4 G4 BAR A4 ||| G4 ||| 0.777777777581
G4 G4 BAR A4 ||| <UNK> ||| 1.11111111081e-11
F3 G3 BAR A3 ||| <UNK> ||| 5.88235294035e-12
F3 G3 BAR A3 ||| B-3 ||| 0.117647058813
F3 G3 BAR A3 ||| F3 ||| 0.352941176427
F3 G3 BAR A3 ||| G3 ||| 0.352941176427
F3 G3 BAR A3 ||| C4 ||| 0.176470588216
BAR G4 G4 F4 ||| E4 ||| 0.583333333225
BAR G4 G4 F4 ||| D4 ||| 0.166666666642
BAR G4 G4 F4 ||| G4 ||| 0.166666666642
BAR G4 G4 F4 ||| F#4 ||| 0.083333333325
BAR G4 G4 F4 ||| <UNK> ||| 8.33333333167e-12
F3 E3 BAR F3 ||| F3 ||| 0.0714285714235
F3 E3 BAR F3 ||| G3 ||| 0.642857142754
F3 E3 BAR F3 ||| E3 ||| 0.285714285672
F3 E3 BAR F3 ||| <UNK> ||| 7.14285714163e-12
G3 BAR F3 E-3 ||| F3 ||| 0.666666666167
G3 BAR F3 E-3 ||| D3 ||| 0.3333333331
G3 BAR F3 E-3 ||| <UNK> ||| 3.33333333067e-11
G4 BAR F4 E4 ||| E4 ||| 0.124999999975
G4 BAR F4 E4 ||| D4 ||| 0.3749999999
G4 BAR F4 E4 ||| F4 ||| 0.3749999999
G4 BAR F4 E4 ||| A4 ||| 0.124999999975
G4 BAR F4 E4 ||| <UNK> ||| 1.24999999962e-11
F#3 G3 E3 ||| F3 ||| 0.499999999725
F#3 G3 E3 ||| F#3 ||| 0.499999999725
F#3 G3 E3 ||| <UNK> ||| 2.4999999985e-11
G4 BAR F4 F4 ||| E4 ||| 0.666666666167
G4 BAR F4 F4 ||| G4 ||| 0.3333333331
G4 BAR F4 F4 ||| <UNK> ||| 3.33333333067e-11
F4 BAR C4 G4 ||| G4 ||| 0.857142856863
F4 BAR C4 G4 ||| F4 ||| 0.142857142822
F4 BAR C4 G4 ||| <UNK> ||| 1.42857142808e-11
E4 D4 E4 BAR ||| D4 ||| 0.49999999945
E4 D4 E4 BAR ||| A4 ||| 0.49999999945
E4 D4 E4 BAR ||| <UNK> ||| 4.999999994e-11
F3 D3 G3 BAR ||| G3 ||| 0.49999999945
F3 D3 G3 BAR ||| E3 ||| 0.49999999945
F3 D3 G3 BAR ||| <UNK> ||| 4.999999994e-11
D4 C4 BAR D4 ||| G4 ||| 0.124999999975
D4 C4 BAR D4 ||| G3 ||| 0.249999999937
D4 C4 BAR D4 ||| E-4 ||| 0.124999999975
D4 C4 BAR D4 ||| E4 ||| 0.124999999975
D4 C4 BAR D4 ||| C4 ||| 0.3749999999
D4 C4 BAR D4 ||| <UNK> ||| 1.24999999962e-11
A3 A3 A3 ||| A3 ||| 0.166666666617
A3 A3 A3 ||| <UNK> ||| 1.666666666e-11
A3 A3 A3 ||| G3 ||| 0.666666666417
A3 A3 A3 ||| C4 ||| 0.166666666617
F3 E3 BAR E3 ||| F3 ||| 0.499999999725
F3 E3 BAR E3 ||| D3 ||| 0.249999999875
F3 E3 BAR E3 ||| E3 ||| 0.249999999875
F3 E3 BAR E3 ||| <UNK> ||| 2.4999999985e-11
BAR A4 D4 E4 ||| E4 ||| 0.3333333331
BAR A4 D4 E4 ||| D4 ||| 0.3333333331
BAR A4 D4 E4 ||| END ||| 0.3333333331
BAR A4 D4 E4 ||| <UNK> ||| 3.33333333067e-11
G4 C4 D4 BAR ||| E4 ||| 0.666666666167
G4 C4 D4 BAR ||| D4 ||| 0.3333333331
G4 C4 D4 BAR ||| <UNK> ||| 3.33333333067e-11
F4 E-4 BAR D4 ||| <UNK> ||| 1.99999999904e-11
F4 E-4 BAR D4 ||| G4 ||| 0.799999999636
F4 E-4 BAR D4 ||| C4 ||| 0.199999999924
BAR C4 B3 BAR C4 ||| F4 ||| 0.0454545454541
BAR C4 B3 BAR C4 ||| B-3 ||| 0.0454545454541
BAR C4 B3 BAR C4 ||| B3 ||| 0.5454545454
BAR C4 B3 BAR C4 ||| E4 ||| 0.0909090909037
BAR C4 B3 BAR C4 ||| C4 ||| 0.272727272702
BAR C4 B3 BAR C4 ||| <UNK> ||| 4.54545454496e-12
C4 BAR B3 A3 ||| D4 ||| 0.166666666617
C4 BAR B3 A3 ||| G3 ||| 0.833333333017
C4 BAR B3 A3 ||| <UNK> ||| 1.666666666e-11
B3 BAR A3 B3 ||| <UNK> ||| 9.09090908893e-12
B3 BAR A3 B3 ||| A3 ||| 0.0909090908983
B3 BAR A3 B3 ||| B3 ||| 0.181818181788
B3 BAR A3 B3 ||| C4 ||| 0.727272727123
G4 E4 BAR G4 ||| E4 ||| 0.49999999945
G4 E4 BAR G4 ||| G4 ||| 0.49999999945
G4 E4 BAR G4 ||| <UNK> ||| 4.999999994e-11
E4 F4 G4 ||| G4 ||| 0.434782608655
E4 F4 G4 ||| F4 ||| 0.0869565217344
E4 F4 G4 ||| A4 ||| 0.30434782606
E4 F4 G4 ||| E4 ||| 0.0869565217344
E4 F4 G4 ||| D4 ||| 0.0434782608694
E4 F4 G4 ||| <UNK> ||| 4.3478260865e-12
E4 F4 G4 ||| C4 ||| 0.0434782608694
A4 B-4 BAR A4 ||| B4 ||| 0.49999999945
A4 B-4 BAR A4 ||| D4 ||| 0.49999999945
A4 B-4 BAR A4 ||| <UNK> ||| 4.999999994e-11
BAR A3 C4 B3 ||| A3 ||| 0.749999999575
BAR A3 C4 B3 ||| <UNK> ||| 2.4999999985e-11
BAR A3 C4 B3 ||| B3 ||| 0.249999999875
BAR G3 ||| A3 ||| 0.249999999875
BAR G3 ||| G3 ||| 0.499999999725
BAR G3 ||| A-3 ||| 0.249999999875
BAR G3 ||| <UNK> ||| 2.4999999985e-11
E4 BAR C4 C4 BAR ||| <UNK> ||| 2.4999999985e-11
E4 BAR C4 C4 BAR ||| B3 ||| 0.499999999725
E4 BAR C4 C4 BAR ||| C4 ||| 0.499999999725
F3 E-3 G3 BAR ||| C3 ||| 0.3333333331
F3 E-3 G3 BAR ||| F3 ||| 0.3333333331
F3 E-3 G3 BAR ||| G3 ||| 0.3333333331
F3 E-3 G3 BAR ||| <UNK> ||| 3.33333333067e-11
B-3 C4 BAR D4 ||| E-4 ||| 0.49999999945
B-3 C4 BAR D4 ||| D4 ||| 0.49999999945
B-3 C4 BAR D4 ||| <UNK> ||| 4.999999994e-11
C4 C4 BAR B3 ||| <UNK> ||| 1.11111111081e-11
C4 C4 BAR B3 ||| E4 ||| 0.111111111093
C4 C4 BAR B3 ||| A3 ||| 0.111111111093
C4 C4 BAR B3 ||| C4 ||| 0.6666666665
C4 C4 BAR B3 ||| B-3 ||| 0.111111111093
G3 BAR A3 A3 ||| A3 ||| 0.199999999924
G3 BAR A3 A3 ||| <UNK> ||| 1.99999999904e-11
G3 BAR A3 A3 ||| G3 ||| 0.399999999828
G3 BAR A3 A3 ||| B3 ||| 0.399999999828
BAR A3 D4 D4 ||| E4 ||| 0.199999999924
BAR A3 D4 D4 ||| D4 ||| 0.399999999828
BAR A3 D4 D4 ||| <UNK> ||| 1.99999999904e-11
BAR A3 D4 D4 ||| C4 ||| 0.399999999828
C4 D-4 E-4 ||| F4 ||| 0.49999999945
C4 D-4 E-4 ||| D-4 ||| 0.49999999945
C4 D-4 E-4 ||| <UNK> ||| 4.999999994e-11
F4 E4 E4 BAR ||| E4 ||| 0.444444444337
F4 E4 E4 BAR ||| D4 ||| 0.222222222174
F4 E4 E4 BAR ||| G4 ||| 0.111111111093
F4 E4 E4 BAR ||| F4 ||| 0.222222222174
F4 E4 E4 BAR ||| <UNK> ||| 1.11111111081e-11
G4 F4 BAR G4 ||| G4 ||| 0.428571428439
G4 F4 BAR G4 ||| F4 ||| 0.285714285631
G4 F4 BAR G4 ||| A4 ||| 0.285714285631
G4 F4 BAR G4 ||| <UNK> ||| 1.42857142808e-11
A3 B3 A3 ||| <UNK> ||| 1.666666666e-11
A3 B3 A3 ||| G3 ||| 0.333333333217
A3 B3 A3 ||| B3 ||| 0.666666666417
BAR B-3 A3 B-3 ||| B-3 ||| 0.249999999875
BAR B-3 A3 B-3 ||| F4 ||| 0.749999999575
BAR B-3 A3 B-3 ||| <UNK> ||| 2.4999999985e-11
