3
F3 E3 F3 BAR ||| F3 ||| 0.0952363945967
BAR C3 BAR C4 ||| D4 ||| 0.0909060331913
BAR C3 BAR C4 ||| B3 ||| 0.818147026312
R BAR A3 D4 ||| D4 ||| 0.999530225492
R BAR A3 D4 ||| <UNK> ||| 9.99520230289e-06
BAR E2 F2 C2 BAR ||| C3 ||| 0.999530225492
BAR E2 F2 C2 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A3 G3 F#3 ||| G#3 ||| 0.0476184353881
BAR A3 G3 F#3 ||| G3 ||| 0.0952363945967
BAR A3 G3 F#3 ||| D3 ||| 0.238090272222
BAR A3 G3 F#3 ||| E3 ||| 0.619033945891
BAR A3 G3 F#3 ||| <UNK> ||| 4.76179592086e-07
E3 BAR F#3 F#3 ||| G3 ||| 0.999530225492
E3 BAR F#3 F#3 ||| <UNK> ||| 9.99520230289e-06
C4 A3 BAR A3 ||| G#3 ||| 0.999843358396
C4 A3 BAR A3 ||| <UNK> ||| 3.33280008532e-06
BAR A2 A3 BAR G3 ||| D3 ||| 0.999530225492
BAR A2 A3 BAR G3 ||| <UNK> ||| 9.99520230289e-06
B3 E4 C4 ||| A3 ||| 0.999530225492
B3 E4 C4 ||| <UNK> ||| 9.99520230289e-06
BAR F#3 D#3 E3 ||| <UNK> ||| 9.99520230289e-06
BAR F#3 D#3 E3 ||| E2 ||| 0.999530225492
F3 F4 E4 ||| D4 ||| 0.999765056386
F3 F4 E4 ||| <UNK> ||| 4.99880028793e-06
G#2 A2 F3 ||| D3 ||| 0.499885027593
G#2 A2 F3 ||| E3 ||| 0.499885027593
G#2 A2 F3 ||| <UNK> ||| 4.99880028793e-06
D3 BAR E3 F3 ||| F3 ||| 0.117645692061
D3 BAR E3 F3 ||| G3 ||| 0.705872681797
D3 BAR E3 F3 ||| F#3 ||| 0.0588229930872
D3 BAR E3 F3 ||| C3 ||| 0.0294116436003
D3 BAR E3 F3 ||| E3 ||| 0.088234342574
D3 BAR E3 F3 ||| <UNK> ||| 2.94113494868e-07
C4 BAR F4 C4 ||| D4 ||| 0.79992520718
C4 BAR F4 C4 ||| A3 ||| 0.199982801651
C4 BAR F4 C4 ||| <UNK> ||| 1.99980801843e-06
E3 BAR B2 E3 ||| E3 ||| 0.999530225492
E3 BAR B2 E3 ||| <UNK> ||| 9.99520230289e-06
E4 A3 BAR D3 ||| E3 ||| 0.999530225492
E4 A3 BAR D3 ||| <UNK> ||| 9.99520230289e-06
A3 C4 A3 ||| F4 ||| 0.999765056386
A3 C4 A3 ||| <UNK> ||| 4.99880028793e-06
E4 BAR G4 A4 BAR ||| B4 ||| 0.999530225492
E4 BAR G4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
E2 F2 D2 BAR ||| <UNK> ||| 9.99520230289e-06
E2 F2 D2 BAR ||| E2 ||| 0.999530225492
G2 C3 A2 BAR ||| D3 ||| 0.999530225492
G2 C3 A2 BAR ||| <UNK> ||| 9.99520230289e-06
E3 BAR B3 A3 ||| G3 ||| 0.999530225492
E3 BAR B3 A3 ||| <UNK> ||| 9.99520230289e-06
BAR G#3 G3 F#3 ||| F3 ||| 0.999765056386
BAR G#3 G3 F#3 ||| <UNK> ||| 4.99880028793e-06
F#3 BAR G3 E3 BAR ||| A3 ||| 0.999530225492
F#3 BAR G3 E3 BAR ||| <UNK> ||| 9.99520230289e-06
C4 A3 BAR E3 ||| F3 ||| 0.272716281471
C4 A3 BAR E3 ||| G3 ||| 0.181811157331
C4 A3 BAR E3 ||| A3 ||| 0.0909060331913
C4 A3 BAR E3 ||| R ||| 0.0909060331913
C4 A3 BAR E3 ||| E4 ||| 0.181811157331
C4 A3 BAR E3 ||| D3 ||| 0.181811157331
C4 A3 BAR E3 ||| <UNK> ||| 9.090512414e-07
BAR G3 BAR C3 BAR R BAR ||| R ||| 0.999765056386
BAR G3 BAR C3 BAR R BAR ||| <UNK> ||| 4.99880028793e-06
A2 A2 G#2 ||| A2 ||| 0.999530225492
A2 A2 G#2 ||| <UNK> ||| 9.99520230289e-06
B3 BAR E3 A3 BAR ||| A3 ||| 0.333283341332
B3 BAR E3 A3 BAR ||| <UNK> ||| 3.33280008532e-06
B3 BAR E3 A3 BAR ||| G3 ||| 0.333283341332
B3 BAR E3 A3 BAR ||| B3 ||| 0.333283341332
D3 G2 G3 ||| F3 ||| 0.999882514098
D3 G2 G3 ||| <UNK> ||| 2.499700036e-06
E2 BAR A2 B3 BAR ||| <UNK> ||| 9.99520230289e-06
E2 BAR A2 B3 BAR ||| C4 ||| 0.999530225492
B3 BAR C4 F#3 ||| G3 ||| 0.999530225492
B3 BAR C4 F#3 ||| <UNK> ||| 9.99520230289e-06
BAR A4 E4 F4 ||| <UNK> ||| 1.666533344e-06
BAR A4 E4 F4 ||| G4 ||| 0.333308335333
BAR A4 E4 F4 ||| C4 ||| 0.666615004133
E3 BAR A3 G#3 ||| A3 ||| 0.999882514098
E3 BAR A3 G#3 ||| <UNK> ||| 2.499700036e-06
F2 G2 A2 ||| B-2 ||| 0.111106296553
F2 G2 A2 ||| B2 ||| 0.888842595062
F2 G2 A2 ||| <UNK> ||| 1.11105185501e-06
D4 BAR G3 C3 ||| D3 ||| 0.999530225492
D4 BAR G3 C3 ||| <UNK> ||| 9.99520230289e-06
A3 B3 A3 ||| <UNK> ||| 8.33300001333e-07
A3 B3 A3 ||| G3 ||| 0.7499708345
A3 B3 A3 ||| B3 ||| 0.2499908337
G#3 E3 A3 ||| G3 ||| 0.0999962001824
G#3 E3 A3 ||| A3 ||| 0.199991400413
G#3 E3 A3 ||| A4 ||| 0.0999962001824
G#3 E3 A3 ||| B3 ||| 0.199991400413
G#3 E3 A3 ||| E3 ||| 0.399981800874
G#3 E3 A3 ||| <UNK> ||| 9.99952002304e-07
D4 E4 E3 ||| E4 ||| 0.199982801651
D4 E4 E3 ||| A3 ||| 0.199982801651
D4 E4 E3 ||| F3 ||| 0.599944405337
D4 E4 E3 ||| <UNK> ||| 1.99980801843e-06
BAR G2 C3 B2 BAR ||| A2 ||| 0.999530225492
BAR G2 C3 B2 BAR ||| <UNK> ||| 9.99520230289e-06
C4 F4 G4 ||| F4 ||| 0.499942506899
C4 F4 G4 ||| A4 ||| 0.499942506899
C4 F4 G4 ||| <UNK> ||| 2.499700036e-06
E4 A4 BAR D4 ||| <UNK> ||| 9.99520230289e-06
E4 A4 BAR D4 ||| C4 ||| 0.999530225492
C4 B-3 G3 ||| <UNK> ||| 9.99520230289e-06
C4 B-3 G3 ||| C4 ||| 0.999530225492
BAR G3 B-3 A3 ||| B-3 ||| 0.499885027593
BAR G3 B-3 A3 ||| D3 ||| 0.499885027593
BAR G3 B-3 A3 ||| <UNK> ||| 4.99880028793e-06
C3 D3 BAR E3 BAR ||| R ||| 0.2499725033
C3 D3 BAR E3 BAR ||| A2 ||| 0.2499725033
C3 D3 BAR E3 BAR ||| E3 ||| 0.499942506899
C3 D3 BAR E3 BAR ||| <UNK> ||| 2.499700036e-06
D3 BAR E3 A2 ||| G3 ||| 0.166655000933
D3 BAR E3 A2 ||| A3 ||| 0.166655000933
D3 BAR E3 A2 ||| END ||| 0.499961669733
D3 BAR E3 A2 ||| B2 ||| 0.166655000933
D3 BAR E3 A2 ||| <UNK> ||| 1.666533344e-06
BAR B3 E4 A3 ||| A3 ||| 0.999530225492
BAR B3 E4 A3 ||| <UNK> ||| 9.99520230289e-06
BAR F4 E4 BAR C4 ||| <UNK> ||| 9.99520230289e-06
BAR F4 E4 BAR C4 ||| B3 ||| 0.999530225492
C3 D3 B2 BAR ||| C3 ||| 0.999765056386
C3 D3 B2 BAR ||| <UNK> ||| 4.99880028793e-06
F3 C3 C4 BAR ||| G#3 ||| 0.999530225492
F3 C3 C4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E3 BAR E3 ||| F3 ||| 0.999530225492
BAR E3 BAR E3 ||| <UNK> ||| 9.99520230289e-06
C4 F4 BAR F4 ||| E4 ||| 0.999530225492
C4 F4 BAR F4 ||| <UNK> ||| 9.99520230289e-06
BAR A3 B3 BAR F#4 ||| D4 ||| 0.999530225492
BAR A3 B3 BAR F#4 ||| <UNK> ||| 9.99520230289e-06
F#3 F3 BAR E3 ||| F3 ||| 0.999765056386
F#3 F3 BAR E3 ||| <UNK> ||| 4.99880028793e-06
F4 C4 R BAR ||| R ||| 0.999530225492
F4 C4 R BAR ||| <UNK> ||| 9.99520230289e-06
BAR E3 D3 C3 ||| F3 ||| 0.218748515636
BAR E3 D3 C3 ||| G3 ||| 0.0624996875023
BAR E3 D3 C3 ||| C#3 ||| 0.0156250390622
BAR E3 D3 C3 ||| B-3 ||| 0.0156250390622
BAR E3 D3 C3 ||| A3 ||| 0.0156250390622
BAR E3 D3 C3 ||| A2 ||| 0.0312499218756
BAR E3 D3 C3 ||| B2 ||| 0.312497812516
BAR E3 D3 C3 ||| C3 ||| 0.0624996875023
BAR E3 D3 C3 ||| <UNK> ||| 1.56248828134e-07
BAR E3 D3 C3 ||| D3 ||| 0.187498750009
BAR E3 D3 C3 ||| E3 ||| 0.046874804689
BAR E3 D3 C3 ||| C4 ||| 0.0312499218756
BAR G4 A4 B4 ||| E4 ||| 0.499942506899
BAR G4 A4 B4 ||| G4 ||| 0.2499725033
BAR G4 A4 B4 ||| C5 ||| 0.2499725033
BAR G4 A4 B4 ||| <UNK> ||| 2.499700036e-06
BAR G3 D3 BAR E3 ||| C3 ||| 0.999765056386
BAR G3 D3 BAR E3 ||| <UNK> ||| 4.99880028793e-06
A3 BAR G3 A3 ||| B-3 ||| 0.2499908337
A3 BAR G3 A3 ||| <UNK> ||| 8.33300001333e-07
A3 BAR G3 A3 ||| D3 ||| 0.2499908337
A3 BAR G3 A3 ||| B3 ||| 0.4999808341
B2 E3 BAR A2 BAR ||| A2 ||| 0.999530225492
B2 E3 BAR A2 BAR ||| <UNK> ||| 9.99520230289e-06
BAR F4 E4 F4 ||| E4 ||| 0.333283341332
BAR F4 E4 F4 ||| G#3 ||| 0.333283341332
BAR F4 E4 F4 ||| G4 ||| 0.333283341332
BAR F4 E4 F4 ||| <UNK> ||| 3.33280008532e-06
G2 C3 F2 BAR ||| G2 ||| 0.999765056386
G2 C3 F2 BAR ||| <UNK> ||| 4.99880028793e-06
BAR G3 G3 C3 ||| C3 ||| 0.363621405611
BAR G3 G3 C3 ||| G#3 ||| 0.0909060331913
BAR G3 G3 C3 ||| F3 ||| 0.181811157331
BAR G3 G3 C3 ||| END ||| 0.363621405611
BAR G3 G3 C3 ||| <UNK> ||| 9.090512414e-07
BAR R BAR R BAR R ||| G4 ||| 0.0476184353881
BAR R BAR R BAR R ||| END ||| 0.142854353805
BAR R BAR R BAR R ||| R ||| 0.285708231431
BAR R BAR R BAR R ||| G3 ||| 0.0476184353881
BAR R BAR R BAR R ||| B3 ||| 0.0476184353881
BAR R BAR R BAR R ||| F#4 ||| 0.0476184353881
BAR R BAR R BAR R ||| <UNK> ||| 4.76179592086e-07
BAR R BAR R BAR R ||| C4 ||| 0.380944149848
C#4 D4 C4 ||| B-3 ||| 0.666563349864
C#4 D4 C4 ||| <UNK> ||| 3.33280008532e-06
C#4 D4 C4 ||| B3 ||| 0.333283341332
R F3 BAR E3 ||| B2 ||| 0.999530225492
R F3 BAR E3 ||| <UNK> ||| 9.99520230289e-06
BAR A3 D3 G3 ||| <UNK> ||| 1.4284734761e-06
BAR A3 D3 G3 ||| D4 ||| 0.285696123694
BAR A3 D3 G3 ||| F3 ||| 0.142848776084
BAR A3 D3 G3 ||| G3 ||| 0.428543471305
BAR A3 D3 G3 ||| C4 ||| 0.142848776084
R A2 BAR E3 ||| D3 ||| 0.499885027593
R A2 BAR E3 ||| B2 ||| 0.499885027593
R A2 BAR E3 ||| <UNK> ||| 4.99880028793e-06
E3 E3 D3 ||| C3 ||| 0.499885027593
E3 E3 D3 ||| D3 ||| 0.499885027593
E3 E3 D3 ||| <UNK> ||| 4.99880028793e-06
E4 BAR E4 A4 ||| G4 ||| 0.999530225492
E4 BAR E4 A4 ||| <UNK> ||| 9.99520230289e-06
BAR D4 E4 A3 BAR ||| A4 ||| 0.999765056386
BAR D4 E4 A3 BAR ||| <UNK> ||| 4.99880028793e-06
D4 BAR G3 G3 BAR ||| <UNK> ||| 4.99880028793e-06
D4 BAR G3 G3 BAR ||| C4 ||| 0.999765056386
E3 F3 BAR F3 ||| G3 ||| 0.285696123694
E3 F3 BAR F3 ||| E3 ||| 0.714238166526
E3 F3 BAR F3 ||| <UNK> ||| 1.4284734761e-06
B2 A2 D3 BAR ||| E3 ||| 0.999765056386
B2 A2 D3 BAR ||| <UNK> ||| 4.99880028793e-06
BAR C4 E4 G4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 E4 G4 BAR ||| C4 ||| 0.999530225492
BAR A3 A4 BAR A4 ||| G#4 ||| 0.999530225492
BAR A3 A4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
BAR C3 G2 C3 ||| F2 ||| 0.166655000933
BAR C3 G2 C3 ||| D3 ||| 0.833268338533
BAR C3 G2 C3 ||| <UNK> ||| 1.666533344e-06
F4 G4 E4 BAR ||| A3 ||| 0.999530225492
F4 G4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
F4 E4 D4 BAR ||| G4 ||| 0.0540536230881
F4 E4 D4 BAR ||| C#4 ||| 0.10810697591
F4 E4 D4 BAR ||| A3 ||| 0.0540536230881
F4 E4 D4 BAR ||| A4 ||| 0.0270269466774
F4 E4 D4 BAR ||| E4 ||| 0.0810802994988
F4 E4 D4 BAR ||| <UNK> ||| 2.70266764107e-07
F4 E4 D4 BAR ||| C4 ||| 0.675667180534
R E4 BAR A3 ||| <UNK> ||| 4.99880028793e-06
R E4 BAR A3 ||| B3 ||| 0.999765056386
BAR C3 G3 BAR C3 ||| D3 ||| 0.999843358396
BAR C3 G3 BAR C3 ||| <UNK> ||| 3.33280008532e-06
BAR F4 C4 A3 ||| D4 ||| 0.999530225492
BAR F4 C4 A3 ||| <UNK> ||| 9.99520230289e-06
B3 A3 E3 BAR ||| F3 ||| 0.833268338533
B3 A3 E3 BAR ||| G3 ||| 0.166655000933
B3 A3 E3 BAR ||| <UNK> ||| 1.666533344e-06
C3 C5 BAR G#4 ||| A4 ||| 0.999765056386
C3 C5 BAR G#4 ||| <UNK> ||| 4.99880028793e-06
BAR C#3 D#3 E3 ||| F#3 ||| 0.499885027593
BAR C#3 D#3 E3 ||| E3 ||| 0.499885027593
BAR C#3 D#3 E3 ||| <UNK> ||| 4.99880028793e-06
B3 E4 A3 BAR ||| E4 ||| 0.999530225492
B3 E4 A3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E3 A3 E3 ||| F#3 ||| 0.999530225492
BAR E3 A3 E3 ||| <UNK> ||| 9.99520230289e-06
F#3 G3 BAR C3 ||| G3 ||| 0.190472313014
F#3 G3 BAR C3 ||| C#3 ||| 0.0476184353881
F#3 G3 BAR C3 ||| A2 ||| 0.0476184353881
F#3 G3 BAR C3 ||| C3 ||| 0.0476184353881
F#3 G3 BAR C3 ||| END ||| 0.0952363945967
F#3 G3 BAR C3 ||| <UNK> ||| 4.76179592086e-07
F#3 G3 BAR C3 ||| D3 ||| 0.476180068265
F#3 G3 BAR C3 ||| C4 ||| 0.0952363945967
C4 E4 C4 BAR ||| F4 ||| 0.999530225492
C4 E4 C4 BAR ||| <UNK> ||| 9.99520230289e-06
E4 BAR A3 B4 BAR ||| C5 ||| 0.999530225492
E4 BAR A3 B4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C3 BAR G3 A3 ||| <UNK> ||| 2.499700036e-06
BAR C3 BAR G3 A3 ||| G3 ||| 0.2499725033
BAR C3 BAR G3 A3 ||| D#3 ||| 0.2499725033
BAR C3 BAR G3 A3 ||| E3 ||| 0.2499725033
BAR C3 BAR G3 A3 ||| B3 ||| 0.2499725033
C5 BAR B4 A4 ||| D4 ||| 0.499885027593
C5 BAR B4 A4 ||| G4 ||| 0.499885027593
C5 BAR B4 A4 ||| <UNK> ||| 4.99880028793e-06
D3 BAR G2 A2 ||| D2 ||| 0.857085514136
D3 BAR G2 A2 ||| B2 ||| 0.142848776084
D3 BAR G2 A2 ||| <UNK> ||| 1.4284734761e-06
R E3 BAR F#3 ||| F#3 ||| 0.499885027593
R E3 BAR F#3 ||| G3 ||| 0.499885027593
R E3 BAR F#3 ||| <UNK> ||| 4.99880028793e-06
C4 D4 BAR E4 ||| F4 ||| 0.245612142214
C4 D4 BAR E4 ||| A3 ||| 0.0175438873497
C4 D4 BAR E4 ||| F#4 ||| 0.140349870738
C4 D4 BAR E4 ||| B3 ||| 0.0175438873497
C4 D4 BAR E4 ||| E4 ||| 0.0350875992623
C4 D4 BAR E4 ||| D4 ||| 0.175437294563
C4 D4 BAR E4 ||| <UNK> ||| 1.75437119126e-07
C4 D4 BAR E4 ||| E3 ||| 0.315786989864
C4 D4 BAR E4 ||| C4 ||| 0.0526313111749
E4 F4 D4 ||| <UNK> ||| 9.99520230289e-06
E4 F4 D4 ||| B3 ||| 0.999530225492
C3 C4 C4 ||| <UNK> ||| 9.99520230289e-06
C3 C4 C4 ||| B3 ||| 0.999530225492
BAR C#3 BAR ||| D3 ||| 0.999530225492
BAR C#3 BAR ||| <UNK> ||| 9.99520230289e-06
A3 B3 BAR A3 BAR ||| G3 ||| 0.999530225492
A3 B3 BAR A3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C#4 D#4 E4 BAR ||| D4 ||| 0.333283341332
BAR C#4 D#4 E4 BAR ||| <UNK> ||| 3.33280008532e-06
BAR C#4 D#4 E4 BAR ||| C4 ||| 0.666563349864
F3 C4 BAR B3 ||| A3 ||| 0.999765056386
F3 C4 BAR B3 ||| <UNK> ||| 4.99880028793e-06
BAR A2 E3 F#3 BAR ||| G3 ||| 0.999530225492
BAR A2 E3 F#3 BAR ||| <UNK> ||| 9.99520230289e-06
F4 E4 BAR C4 ||| <UNK> ||| 2.499700036e-06
F4 E4 BAR C4 ||| B3 ||| 0.999882514098
A4 G4 F#4 ||| E4 ||| 0.0999962001824
A4 G4 F#4 ||| D4 ||| 0.399981800874
A4 G4 F#4 ||| G4 ||| 0.499977001104
A4 G4 F#4 ||| <UNK> ||| 9.99952002304e-07
BAR D3 C3 G3 BAR ||| C3 ||| 0.499885027593
BAR D3 C3 G3 BAR ||| <UNK> ||| 4.99880028793e-06
BAR D3 C3 G3 BAR ||| C4 ||| 0.499885027593
B-3 G3 BAR E-3 ||| E3 ||| 0.999530225492
B-3 G3 BAR E-3 ||| <UNK> ||| 9.99520230289e-06
C4 BAR G3 BAR R BAR ||| R ||| 0.999765056386
C4 BAR G3 BAR R BAR ||| <UNK> ||| 4.99880028793e-06
A2 BAR G#2 A2 ||| <UNK> ||| 2.499700036e-06
A2 BAR G#2 A2 ||| D3 ||| 0.499942506899
A2 BAR G#2 A2 ||| E3 ||| 0.2499725033
A2 BAR G#2 A2 ||| E2 ||| 0.2499725033
D3 G3 BAR G3 ||| G4 ||| 0.999530225492
D3 G3 BAR G3 ||| <UNK> ||| 9.99520230289e-06
BAR C5 C4 F4 ||| G4 ||| 0.999530225492
BAR C5 C4 F4 ||| <UNK> ||| 9.99520230289e-06
BAR R C4 BAR B3 ||| <UNK> ||| 4.99880028793e-06
BAR R C4 BAR B3 ||| C4 ||| 0.999765056386
C4 C4 BAR G#3 ||| A3 ||| 0.999843358396
C4 C4 BAR G#3 ||| <UNK> ||| 3.33280008532e-06
F3 BAR E-3 D3 ||| A3 ||| 0.999530225492
F3 BAR E-3 D3 ||| <UNK> ||| 9.99520230289e-06
BAR C4 E4 A3 ||| <UNK> ||| 4.99880028793e-06
BAR C4 E4 A3 ||| A4 ||| 0.499885027593
BAR C4 E4 A3 ||| B3 ||| 0.499885027593
C3 C3 BAR C4 ||| <UNK> ||| 7.14261225329e-07
C3 C3 BAR C4 ||| D4 ||| 0.0714268367942
C3 C3 BAR C4 ||| B3 ||| 0.642835817058
C3 C3 BAR C4 ||| G#3 ||| 0.142852959327
C3 C3 BAR C4 ||| C4 ||| 0.142852959327
BAR E3 BAR C3 D3 ||| E3 ||| 0.999530225492
BAR E3 BAR C3 D3 ||| <UNK> ||| 9.99520230289e-06
D3 G3 BAR D3 ||| D4 ||| 0.999765056386
D3 G3 BAR D3 ||| <UNK> ||| 4.99880028793e-06
C3 D3 C3 BAR ||| B2 ||| 0.999530225492
C3 D3 C3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR R F#4 D4 BAR ||| G4 ||| 0.999530225492
BAR R F#4 D4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR G3 G3 BAR G#3 ||| E3 ||| 0.999530225492
BAR G3 G3 BAR G#3 ||| <UNK> ||| 9.99520230289e-06
E4 BAR F4 C4 ||| D4 ||| 0.399963603494
E4 BAR F4 C4 ||| F3 ||| 0.599944405337
E4 BAR F4 C4 ||| <UNK> ||| 1.99980801843e-06
D3 F3 E3 BAR ||| A3 ||| 0.2499725033
D3 F3 E3 BAR ||| D3 ||| 0.749912510499
D3 F3 E3 BAR ||| <UNK> ||| 2.499700036e-06
BAR D4 C#4 B3 ||| A3 ||| 0.999530225492
BAR D4 C#4 B3 ||| <UNK> ||| 9.99520230289e-06
D3 A2 A3 ||| G3 ||| 0.999530225492
D3 A2 A3 ||| <UNK> ||| 9.99520230289e-06
BAR C4 G3 C3 BAR ||| C3 ||| 0.199982801651
BAR C4 G3 C3 BAR ||| <UNK> ||| 1.99980801843e-06
BAR C4 G3 C3 BAR ||| F3 ||| 0.199982801651
BAR C4 G3 C3 BAR ||| C4 ||| 0.599944405337
G4 C4 C5 BAR ||| B4 ||| 0.999765056386
G4 C4 C5 BAR ||| <UNK> ||| 4.99880028793e-06
BAR F4 C4 D4 ||| E4 ||| 0.333308335333
BAR F4 C4 D4 ||| <UNK> ||| 1.666533344e-06
BAR F4 C4 D4 ||| B3 ||| 0.666615004133
C3 BAR D3 G2 ||| C3 ||| 0.333283341332
C3 BAR D3 G2 ||| END ||| 0.333283341332
C3 BAR D3 G2 ||| E3 ||| 0.333283341332
C3 BAR D3 G2 ||| <UNK> ||| 3.33280008532e-06
BAR E4 A3 BAR G3 BAR ||| E4 ||| 0.999530225492
BAR E4 A3 BAR G3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A3 D3 E3 ||| F#3 ||| 0.18749500015
BAR A3 D3 E3 ||| G3 ||| 0.0624987500375
BAR A3 D3 E3 ||| A3 ||| 0.0624987500375
BAR A3 D3 E3 ||| F3 ||| 0.249993125206
BAR A3 D3 E3 ||| D4 ||| 0.0624987500375
BAR A3 D3 E3 ||| <UNK> ||| 6.24981250562e-07
BAR A3 D3 E3 ||| A2 ||| 0.249993125206
BAR A3 D3 E3 ||| E3 ||| 0.0624987500375
BAR A3 D3 E3 ||| E2 ||| 0.0624987500375
B2 A3 G#3 ||| A3 ||| 0.999530225492
B2 A3 G#3 ||| <UNK> ||| 9.99520230289e-06
G#4 A4 E4 BAR ||| F4 ||| 0.999957274592
G#4 A4 E4 BAR ||| <UNK> ||| 9.090512414e-07
BAR F3 D3 A3 ||| END ||| 0.999530225492
BAR F3 D3 A3 ||| <UNK> ||| 9.99520230289e-06
BAR E3 C4 A3 ||| <UNK> ||| 4.99880028793e-06
BAR E3 C4 A3 ||| B3 ||| 0.999765056386
A3 B3 A3 BAR ||| G#3 ||| 0.666563349864
A3 B3 A3 BAR ||| G3 ||| 0.333283341332
A3 B3 A3 BAR ||| <UNK> ||| 3.33280008532e-06
D3 BAR E3 G3 ||| D3 ||| 0.999765056386
D3 BAR E3 G3 ||| <UNK> ||| 4.99880028793e-06
G3 A2 B2 ||| C3 ||| 0.999765056386
G3 A2 B2 ||| <UNK> ||| 4.99880028793e-06
BAR C4 A3 E3 BAR ||| F3 ||| 0.999765056386
BAR C4 A3 E3 BAR ||| <UNK> ||| 4.99880028793e-06
G3 BAR D4 D3 ||| G3 ||| 0.999765056386
G3 BAR D4 D3 ||| <UNK> ||| 4.99880028793e-06
E3 D3 G3 ||| F#3 ||| 0.130432495322
E3 D3 G3 ||| G3 ||| 0.0434777882896
E3 D3 G3 ||| G#3 ||| 0.0869551418057
E3 D3 G3 ||| A3 ||| 0.0434777882896
E3 D3 G3 ||| F3 ||| 0.434773969935
E3 D3 G3 ||| C3 ||| 0.173909848838
E3 D3 G3 ||| D3 ||| 0.0434777882896
E3 D3 G3 ||| E3 ||| 0.0434777882896
E3 D3 G3 ||| <UNK> ||| 4.34773535161e-07
BAR C3 D3 G2 BAR ||| C3 ||| 0.499885027593
BAR C3 D3 G2 BAR ||| E3 ||| 0.499885027593
BAR C3 D3 G2 BAR ||| <UNK> ||| 4.99880028793e-06
B3 A3 BAR G3 BAR ||| <UNK> ||| 4.99880028793e-06
B3 A3 BAR G3 BAR ||| G4 ||| 0.499885027593
B3 A3 BAR G3 BAR ||| C4 ||| 0.499885027593
BAR A4 BAR D4 ||| E4 ||| 0.999530225492
BAR A4 BAR D4 ||| <UNK> ||| 9.99520230289e-06
BAR A3 G3 D4 ||| E4 ||| 0.999530225492
BAR A3 G3 D4 ||| <UNK> ||| 9.99520230289e-06
BAR E4 G#3 A3 ||| <UNK> ||| 9.99520230289e-06
BAR E4 G#3 A3 ||| B3 ||| 0.999530225492
B3 G3 C4 ||| F3 ||| 0.0689647205839
B3 G3 C4 ||| G3 ||| 0.0689647205839
B3 G3 C4 ||| B-3 ||| 0.0344825327029
B3 G3 C4 ||| A3 ||| 0.137929096346
B3 G3 C4 ||| G4 ||| 0.0689647205839
B3 G3 C4 ||| B3 ||| 0.344822223632
B3 G3 C4 ||| C3 ||| 0.0689647205839
B3 G3 C4 ||| E4 ||| 0.0689647205839
B3 G3 C4 ||| <UNK> ||| 3.4482187881e-07
B3 G3 C4 ||| E3 ||| 0.103446908465
B3 G3 C4 ||| C4 ||| 0.0344825327029
D4 E4 C4 ||| F3 ||| 0.111108703768
D4 E4 C4 ||| F4 ||| 0.499987222563
D4 E4 C4 ||| A3 ||| 0.0555546296543
D4 E4 C4 ||| B3 ||| 0.111108703768
D4 E4 C4 ||| G3 ||| 0.166662777881
D4 E4 C4 ||| D4 ||| 0.0555546296543
D4 E4 C4 ||| <UNK> ||| 5.55540741136e-07
C3 BAR F3 B-3 ||| A3 ||| 0.999530225492
C3 BAR F3 B-3 ||| <UNK> ||| 9.99520230289e-06
BAR C4 F#3 G3 BAR ||| G3 ||| 0.999530225492
BAR C4 F#3 G3 BAR ||| <UNK> ||| 9.99520230289e-06
C4 B-3 BAR B-3 ||| A3 ||| 0.999530225492
C4 B-3 BAR B-3 ||| <UNK> ||| 9.99520230289e-06
BAR E3 B3 E4 ||| <UNK> ||| 9.99520230289e-06
BAR E3 B3 E4 ||| B3 ||| 0.999530225492
E3 F3 B2 ||| C3 ||| 0.399963603494
E3 F3 B2 ||| A3 ||| 0.199982801651
E3 F3 B2 ||| A2 ||| 0.399963603494
E3 F3 B2 ||| <UNK> ||| 1.99980801843e-06
E3 BAR C4 C#4 ||| D4 ||| 0.999530225492
E3 BAR C4 C#4 ||| <UNK> ||| 9.99520230289e-06
BAR C4 C4 C4 BAR ||| <UNK> ||| 1.2499250045e-06
BAR C4 C4 C4 BAR ||| F4 ||| 0.624963752175
BAR C4 C4 C4 BAR ||| C5 ||| 0.249986250825
BAR C4 C4 C4 BAR ||| C4 ||| 0.124993750375
C3 BAR C3 D3 ||| C3 ||| 0.105261024985
C3 BAR C3 D3 ||| E3 ||| 0.894714765101
C3 BAR C3 D3 ||| <UNK> ||| 5.26302493411e-07
E4 D#4 E4 ||| E4 ||| 0.2499725033
E4 D#4 E4 ||| D4 ||| 0.499942506899
E4 D#4 E4 ||| G#3 ||| 0.2499725033
