3
A4 BAR G4 E4 BAR ||| F4 ||| 0.499885027593
BAR D#4 E4 D#4 ||| <UNK> ||| 1.99980801843e-06
B3 C4 C4 BAR ||| <UNK> ||| 5.26302493411e-07
B3 C4 C4 BAR ||| C4 ||| 0.473672770372
B3 C4 C4 BAR ||| D4 ||| 0.157891274326
B3 C4 C4 BAR ||| F3 ||| 0.0526307756436
B3 C4 C4 BAR ||| B3 ||| 0.315782022349
G4 G4 BAR G#4 ||| F#4 ||| 0.999530225492
G4 G4 BAR G#4 ||| <UNK> ||| 9.99520230289e-06
BAR F#4 B3 E4 ||| C#4 ||| 0.333283341332
BAR F#4 B3 E4 ||| D4 ||| 0.666563349864
BAR F#4 B3 E4 ||| <UNK> ||| 3.33280008532e-06
BAR A4 G4 G4 ||| <UNK> ||| 1.75437119126e-07
BAR A4 G4 G4 ||| G4 ||| 0.298243277951
BAR A4 G4 G4 ||| F#4 ||| 0.0526313111749
BAR A4 G4 G4 ||| G#4 ||| 0.105262446913
BAR A4 G4 G4 ||| B4 ||| 0.105262446913
BAR A4 G4 G4 ||| A4 ||| 0.210524718388
BAR A4 G4 G4 ||| B-4 ||| 0.0175438873497
BAR A4 G4 G4 ||| E4 ||| 0.0526313111749
BAR A4 G4 G4 ||| F4 ||| 0.105262446913
BAR A4 G4 G4 ||| D5 ||| 0.0175438873497
BAR A4 G4 G4 ||| C4 ||| 0.0350875992623
A4 BAR G4 C5 BAR ||| C5 ||| 0.999530225492
A4 BAR G4 C5 BAR ||| <UNK> ||| 9.99520230289e-06
C5 BAR C5 G4 BAR ||| C5 ||| 0.999530225492
C5 BAR C5 G4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 B3 G3 BAR ||| <UNK> ||| 1.99980801843e-06
BAR C4 B3 G3 BAR ||| E4 ||| 0.199982801651
BAR C4 B3 G3 BAR ||| R ||| 0.399963603494
BAR C4 B3 G3 BAR ||| G4 ||| 0.199982801651
BAR C4 B3 G3 BAR ||| C4 ||| 0.199982801651
B-3 A-3 G3 ||| <UNK> ||| 9.99520230289e-06
B-3 A-3 G3 ||| C4 ||| 0.999530225492
BAR C#5 BAR D5 G4 ||| G4 ||| 0.999530225492
BAR C#5 BAR D5 G4 ||| <UNK> ||| 9.99520230289e-06
BAR F#4 G4 F#4 ||| G4 ||| 0.999530225492
BAR F#4 G4 F#4 ||| <UNK> ||| 9.99520230289e-06
C5 A4 G4 BAR ||| G4 ||| 0.999882514098
C5 A4 G4 BAR ||| <UNK> ||| 2.499700036e-06
R A3 G3 BAR ||| F3 ||| 0.999530225492
R A3 G3 BAR ||| <UNK> ||| 9.99520230289e-06
C5 BAR B4 G4 ||| E4 ||| 0.499885027593
C5 BAR B4 G4 ||| F4 ||| 0.499885027593
C5 BAR B4 G4 ||| <UNK> ||| 4.99880028793e-06
B3 BAR B3 G3 ||| G3 ||| 0.999530225492
B3 BAR B3 G3 ||| <UNK> ||| 9.99520230289e-06
E3 BAR E4 D4 ||| G3 ||| 0.999530225492
E3 BAR E4 D4 ||| <UNK> ||| 9.99520230289e-06
G4 B4 BAR A4 ||| <UNK> ||| 1.666533344e-06
G4 B4 BAR A4 ||| A3 ||| 0.166655000933
G4 B4 BAR A4 ||| G4 ||| 0.499961669733
G4 B4 BAR A4 ||| D5 ||| 0.333308335333
D4 E4 E3 ||| F#3 ||| 0.999530225492
D4 E4 E3 ||| <UNK> ||| 9.99520230289e-06
C4 D4 BAR E4 ||| G4 ||| 0.010869617202
C4 D4 BAR E4 ||| F4 ||| 0.163042736299
C4 D4 BAR E4 ||| E-4 ||| 0.010869617202
C4 D4 BAR E4 ||| A3 ||| 0.0652171597366
C4 D4 BAR E4 ||| A4 ||| 0.0543476512296
C4 D4 BAR E4 ||| E4 ||| 0.130434210778
C4 D4 BAR E4 ||| F#4 ||| 0.0760866682435
C4 D4 BAR E4 ||| D4 ||| 0.380432906437
C4 D4 BAR E4 ||| <UNK> ||| 1.08695085069e-07
C4 D4 BAR E4 ||| C5 ||| 0.0434781427227
C4 D4 BAR E4 ||| C4 ||| 0.0652171597366
E5 E5 D5 BAR ||| E5 ||| 0.499885027593
E5 E5 D5 BAR ||| C5 ||| 0.499885027593
E5 E5 D5 BAR ||| <UNK> ||| 4.99880028793e-06
BAR E4 F#4 G#4 BAR ||| E4 ||| 0.999530225492
BAR E4 F#4 G#4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR G4 BAR ||| G4 ||| 0.333326190639
BAR G4 BAR ||| F4 ||| 0.428562109057
BAR G4 BAR ||| A4 ||| 0.142854353805
BAR G4 BAR ||| E4 ||| 0.0476184353881
BAR G4 BAR ||| C5 ||| 0.0476184353881
BAR G4 BAR ||| <UNK> ||| 4.76179592086e-07
A3 D3 G3 BAR ||| G3 ||| 0.999530225492
A3 D3 G3 BAR ||| <UNK> ||| 9.99520230289e-06
C5 B4 G#4 ||| F#4 ||| 0.999530225492
C5 B4 G#4 ||| <UNK> ||| 9.99520230289e-06
E4 BAR R E4 ||| E4 ||| 0.333308335333
E4 BAR R E4 ||| D4 ||| 0.499961669733
E4 BAR R E4 ||| A4 ||| 0.166655000933
E4 BAR R E4 ||| <UNK> ||| 1.666533344e-06
C4 BAR C4 B3 BAR ||| E4 ||| 0.299986600643
C4 BAR C4 B3 BAR ||| <UNK> ||| 9.99952002304e-07
C4 BAR C4 B3 BAR ||| G3 ||| 0.299986600643
C4 BAR C4 B3 BAR ||| C4 ||| 0.399981800874
BAR C5 C5 D5 ||| D5 ||| 0.666563349864
BAR C5 C5 D5 ||| C5 ||| 0.333283341332
BAR C5 C5 D5 ||| <UNK> ||| 3.33280008532e-06
BAR F4 E-4 D4 ||| E4 ||| 0.999530225492
BAR F4 E-4 D4 ||| <UNK> ||| 9.99520230289e-06
R BAR R B4 ||| B4 ||| 0.999530225492
R BAR R B4 ||| <UNK> ||| 9.99520230289e-06
D4 C4 G4 ||| G4 ||| 0.384601953159
D4 C4 G4 ||| F4 ||| 0.307681716367
D4 C4 G4 ||| A4 ||| 0.0769210059936
D4 C4 G4 ||| C4 ||| 0.153841242785
D4 C4 G4 ||| C5 ||| 0.0769210059936
D4 C4 G4 ||| <UNK> ||| 7.69202367913e-07
C4 A3 F4 BAR ||| <UNK> ||| 9.99520230289e-06
C4 A3 F4 BAR ||| C4 ||| 0.999530225492
C4 BAR B-3 B-3 ||| A3 ||| 0.499885027593
C4 BAR B-3 B-3 ||| <UNK> ||| 4.99880028793e-06
C4 BAR B-3 B-3 ||| C4 ||| 0.499885027593
B-4 A4 A4 BAR ||| A4 ||| 0.999932861747
B-4 A4 A4 BAR ||| <UNK> ||| 1.4284734761e-06
BAR E4 E4 BAR C4 ||| <UNK> ||| 2.499700036e-06
BAR E4 E4 BAR C4 ||| D4 ||| 0.2499725033
BAR E4 E4 BAR C4 ||| B3 ||| 0.499942506899
BAR E4 E4 BAR C4 ||| C4 ||| 0.2499725033
B3 C#4 A3 BAR ||| D4 ||| 0.999530225492
B3 C#4 A3 BAR ||| <UNK> ||| 9.99520230289e-06
D3 G3 F3 BAR ||| E3 ||| 0.999843358396
D3 G3 F3 BAR ||| <UNK> ||| 3.33280008532e-06
G#4 B3 E4 ||| F4 ||| 0.999530225492
G#4 B3 E4 ||| <UNK> ||| 9.99520230289e-06
B3 C4 G4 BAR ||| G4 ||| 0.999843358396
B3 C4 G4 BAR ||| <UNK> ||| 3.33280008532e-06
BAR A4 R C5 ||| B4 ||| 0.999765056386
BAR A4 R C5 ||| <UNK> ||| 4.99880028793e-06
B4 D4 BAR E4 ||| A4 ||| 0.999765056386
B4 D4 BAR E4 ||| <UNK> ||| 4.99880028793e-06
A4 BAR G4 G4 BAR ||| G4 ||| 0.333308335333
A4 BAR G4 G4 BAR ||| A4 ||| 0.666615004133
A4 BAR G4 G4 BAR ||| <UNK> ||| 1.666533344e-06
BAR A4 G4 C4 ||| F4 ||| 0.999530225492
BAR A4 G4 C4 ||| <UNK> ||| 9.99520230289e-06
G#4 A4 BAR B4 ||| E4 ||| 0.299986600643
G#4 A4 BAR B4 ||| A4 ||| 0.599972201334
G#4 A4 BAR B4 ||| C5 ||| 0.0999962001824
G#4 A4 BAR B4 ||| <UNK> ||| 9.99952002304e-07
D4 B3 BAR G#3 ||| <UNK> ||| 4.99880028793e-06
D4 B3 BAR G#3 ||| B3 ||| 0.999765056386
C#4 BAR D4 G4 ||| E4 ||| 0.499885027593
C#4 BAR D4 G4 ||| G4 ||| 0.499885027593
C#4 BAR D4 G4 ||| <UNK> ||| 4.99880028793e-06
G4 BAR C5 C5 ||| B4 ||| 0.142848776084
G4 BAR C5 C5 ||| D5 ||| 0.142848776084
G4 BAR C5 C5 ||| C5 ||| 0.571390818915
G4 BAR C5 C5 ||| B-4 ||| 0.142848776084
G4 BAR C5 C5 ||| <UNK> ||| 1.4284734761e-06
G3 BAR A3 G#3 ||| A3 ||| 0.999765056386
G3 BAR A3 G#3 ||| <UNK> ||| 4.99880028793e-06
E4 BAR B3 C4 ||| D4 ||| 0.999882514098
E4 BAR B3 C4 ||| <UNK> ||| 2.499700036e-06
G4 D4 C4 ||| <UNK> ||| 9.99520230289e-06
G4 D4 C4 ||| B3 ||| 0.999530225492
C#4 D4 G3 ||| A3 ||| 0.999843358396
C#4 D4 G3 ||| <UNK> ||| 3.33280008532e-06
C4 F4 E-4 ||| D4 ||| 0.999530225492
C4 F4 E-4 ||| <UNK> ||| 9.99520230289e-06
BAR C5 B4 BAR C5 ||| B4 ||| 0.624963752175
BAR C5 B4 BAR C5 ||| C5 ||| 0.374978751275
BAR C5 B4 BAR C5 ||| <UNK> ||| 1.2499250045e-06
G4 BAR G4 B4 ||| E4 ||| 0.499885027593
G4 BAR G4 B4 ||| A4 ||| 0.499885027593
G4 BAR G4 B4 ||| <UNK> ||| 4.99880028793e-06
BAR G4 E4 F4 BAR ||| G4 ||| 0.999530225492
BAR G4 E4 F4 BAR ||| <UNK> ||| 9.99520230289e-06
F3 G3 A3 ||| G3 ||| 0.124993750375
F3 G3 A3 ||| B-3 ||| 0.124993750375
F3 G3 A3 ||| A3 ||| 0.124993750375
F3 G3 A3 ||| B3 ||| 0.374978751275
F3 G3 A3 ||| E4 ||| 0.124993750375
F3 G3 A3 ||| <UNK> ||| 1.2499250045e-06
F3 G3 A3 ||| C4 ||| 0.124993750375
G4 BAR E4 F4 ||| E-4 ||| 0.333283341332
G4 BAR E4 F4 ||| G4 ||| 0.666563349864
G4 BAR E4 F4 ||| <UNK> ||| 3.33280008532e-06
B4 BAR R C5 ||| B4 ||| 0.666563349864
B4 BAR R C5 ||| C5 ||| 0.333283341332
B4 BAR R C5 ||| <UNK> ||| 3.33280008532e-06
E4 A3 D4 BAR ||| E4 ||| 0.499885027593
E4 A3 D4 BAR ||| <UNK> ||| 4.99880028793e-06
E4 A3 D4 BAR ||| C4 ||| 0.499885027593
A4 D4 G4 BAR ||| G4 ||| 0.749912510499
A4 D4 G4 BAR ||| C5 ||| 0.2499725033
A4 D4 G4 BAR ||| <UNK> ||| 2.499700036e-06
BAR G4 BAR R BAR R BAR ||| R ||| 0.999843358396
BAR G4 BAR R BAR R BAR ||| <UNK> ||| 3.33280008532e-06
B3 BAR A3 B-3 ||| B-3 ||| 0.499885027593
B3 BAR A3 B-3 ||| E3 ||| 0.499885027593
B3 BAR A3 B-3 ||| <UNK> ||| 4.99880028793e-06
A3 G3 BAR F#3 ||| <UNK> ||| 4.99880028793e-06
A3 G3 BAR F#3 ||| G3 ||| 0.499885027593
A3 G3 BAR F#3 ||| B3 ||| 0.499885027593
BAR E4 E4 BAR B3 ||| <UNK> ||| 2.499700036e-06
BAR E4 E4 BAR B3 ||| E4 ||| 0.2499725033
BAR E4 E4 BAR B3 ||| C4 ||| 0.499942506899
BAR E4 E4 BAR B3 ||| B3 ||| 0.2499725033
BAR G4 G4 BAR G4 BAR ||| F4 ||| 0.999530225492
BAR G4 G4 BAR G4 BAR ||| <UNK> ||| 9.99520230289e-06
F#4 E4 BAR F#4 ||| E4 ||| 0.999530225492
F#4 E4 BAR F#4 ||| <UNK> ||| 9.99520230289e-06
G4 BAR C4 D4 ||| E4 ||| 0.833268338533
G4 BAR C4 D4 ||| A4 ||| 0.166655000933
G4 BAR C4 D4 ||| <UNK> ||| 1.666533344e-06
G#4 A4 F#4 ||| G#4 ||| 0.999530225492
G#4 A4 F#4 ||| <UNK> ||| 9.99520230289e-06
BAR G4 E4 A4 BAR ||| G4 ||| 0.999530225492
BAR G4 E4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
D4 C#4 D4 ||| A3 ||| 0.166660833567
D4 C#4 D4 ||| G#3 ||| 0.0833308334333
D4 C#4 D4 ||| E4 ||| 0.416650833967
D4 C#4 D4 ||| D4 ||| 0.166660833567
D4 C#4 D4 ||| C4 ||| 0.166660833567
D4 C#4 D4 ||| <UNK> ||| 8.33300001333e-07
F4 F4 F4 ||| G4 ||| 0.999530225492
F4 F4 F4 ||| <UNK> ||| 9.99520230289e-06
C4 BAR G4 G3 ||| <UNK> ||| 4.99880028793e-06
C4 BAR G4 G3 ||| C4 ||| 0.999765056386
C4 BAR F4 F#4 ||| E4 ||| 0.499885027593
C4 BAR F4 F#4 ||| G#4 ||| 0.499885027593
C4 BAR F4 F#4 ||| <UNK> ||| 4.99880028793e-06
E4 F#4 BAR E4 ||| D#4 ||| 0.499942506899
E4 F#4 BAR E4 ||| <UNK> ||| 2.499700036e-06
E4 F#4 BAR E4 ||| B3 ||| 0.499942506899
C5 C5 A4 BAR ||| B-4 ||| 0.999530225492
C5 C5 A4 BAR ||| <UNK> ||| 9.99520230289e-06
F4 F4 BAR E4 ||| F4 ||| 0.142848776084
F4 F4 BAR E4 ||| R ||| 0.285696123694
F4 F4 BAR E4 ||| A4 ||| 0.142848776084
F4 F4 BAR E4 ||| E4 ||| 0.142848776084
F4 F4 BAR E4 ||| D4 ||| 0.285696123694
F4 F4 BAR E4 ||| <UNK> ||| 1.4284734761e-06
F4 B-4 A4 BAR ||| A4 ||| 0.999530225492
F4 B-4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
C5 BAR D5 D5 ||| E5 ||| 0.142848776084
C5 BAR D5 D5 ||| A4 ||| 0.285696123694
C5 BAR D5 D5 ||| C5 ||| 0.571390818915
C5 BAR D5 D5 ||| <UNK> ||| 1.4284734761e-06
G4 B-4 A4 ||| G4 ||| 0.999530225492
G4 B-4 A4 ||| <UNK> ||| 9.99520230289e-06
BAR G4 A4 F#4 ||| G4 ||| 0.999765056386
BAR G4 A4 F#4 ||| <UNK> ||| 4.99880028793e-06
BAR C5 B4 C5 ||| B4 ||| 0.874948753075
BAR C5 B4 C5 ||| D5 ||| 0.124993750375
BAR C5 B4 C5 ||| <UNK> ||| 1.2499250045e-06
BAR A4 C5 B4 ||| B4 ||| 0.499961669733
BAR A4 C5 B4 ||| A4 ||| 0.499961669733
BAR A4 C5 B4 ||| <UNK> ||| 1.666533344e-06
G4 BAR G4 BAR G4 ||| B4 ||| 0.166655000933
G4 BAR G4 BAR G4 ||| G4 ||| 0.666615004133
G4 BAR G4 BAR G4 ||| END ||| 0.166655000933
G4 BAR G4 BAR G4 ||| <UNK> ||| 1.666533344e-06
F4 BAR B3 BAR C4 ||| <UNK> ||| 9.99520230289e-06
F4 BAR B3 BAR C4 ||| C4 ||| 0.999530225492
F4 E4 A3 ||| G#3 ||| 0.999530225492
F4 E4 A3 ||| <UNK> ||| 9.99520230289e-06
D4 C4 F#3 BAR ||| G#3 ||| 0.999530225492
D4 C4 F#3 BAR ||| <UNK> ||| 9.99520230289e-06
A3 D4 B3 BAR ||| E4 ||| 0.499885027593
A3 D4 B3 BAR ||| <UNK> ||| 4.99880028793e-06
A3 D4 B3 BAR ||| C4 ||| 0.499885027593
C#4 C#4 D4 ||| D4 ||| 0.999530225492
C#4 C#4 D4 ||| <UNK> ||| 9.99520230289e-06
BAR A3 A3 D3 ||| D3 ||| 0.999530225492
BAR A3 A3 D3 ||| <UNK> ||| 9.99520230289e-06
BAR B4 C5 A4 ||| B4 ||| 0.142848776084
BAR B4 C5 A4 ||| E5 ||| 0.142848776084
BAR B4 C5 A4 ||| D5 ||| 0.571390818915
BAR B4 C5 A4 ||| G4 ||| 0.142848776084
BAR B4 C5 A4 ||| <UNK> ||| 1.4284734761e-06
G4 D4 D4 BAR ||| D4 ||| 0.999530225492
G4 D4 D4 BAR ||| <UNK> ||| 9.99520230289e-06
D5 BAR G4 G4 ||| G4 ||| 0.499942506899
D5 BAR G4 G4 ||| F#4 ||| 0.499942506899
D5 BAR G4 G4 ||| <UNK> ||| 2.499700036e-06
E4 F4 C4 BAR ||| F4 ||| 0.999765056386
E4 F4 C4 BAR ||| <UNK> ||| 4.99880028793e-06
BAR A4 D4 BAR G4 ||| F4 ||| 0.999530225492
BAR A4 D4 BAR G4 ||| <UNK> ||| 9.99520230289e-06
D#4 B3 D#4 BAR ||| E4 ||| 0.999765056386
D#4 B3 D#4 BAR ||| <UNK> ||| 4.99880028793e-06
F4 BAR C4 G4 ||| F4 ||| 0.999530225492
F4 BAR C4 G4 ||| <UNK> ||| 9.99520230289e-06
A3 BAR G#3 B3 ||| <UNK> ||| 4.99880028793e-06
A3 BAR G#3 B3 ||| C4 ||| 0.999765056386
D4 C#4 C4 BAR ||| D4 ||| 0.333283341332
D4 C#4 C4 BAR ||| <UNK> ||| 3.33280008532e-06
D4 C#4 C4 BAR ||| C4 ||| 0.666563349864
BAR C4 D4 BAR ||| E4 ||| 0.947345014442
BAR C4 D4 BAR ||| <UNK> ||| 5.26302493411e-07
BAR C4 D4 BAR ||| C4 ||| 0.0526307756436
B3 G4 BAR A4 ||| D4 ||| 0.999530225492
B3 G4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
BAR A4 G4 BAR G4 BAR ||| G4 ||| 0.999765056386
BAR A4 G4 BAR G4 BAR ||| <UNK> ||| 4.99880028793e-06
G4 BAR E4 E4 ||| F4 ||| 0.999882514098
G4 BAR E4 E4 ||| <UNK> ||| 2.499700036e-06
BAR G4 C4 F4 ||| E4 ||| 0.999530225492
BAR G4 C4 F4 ||| <UNK> ||| 9.99520230289e-06
E-5 D5 BAR E5 ||| E5 ||| 0.499885027593
E-5 D5 BAR E5 ||| E4 ||| 0.499885027593
E-5 D5 BAR E5 ||| <UNK> ||| 4.99880028793e-06
B4 A4 A4 ||| B4 ||| 0.285696123694
B4 A4 A4 ||| G4 ||| 0.428543471305
B4 A4 A4 ||| G#4 ||| 0.285696123694
B4 A4 A4 ||| <UNK> ||| 1.4284734761e-06
C5 B4 BAR E5 ||| E5 ||| 0.333283341332
C5 B4 BAR E5 ||| <UNK> ||| 3.33280008532e-06
C5 B4 BAR E5 ||| A4 ||| 0.333283341332
C5 B4 BAR E5 ||| F5 ||| 0.333283341332
BAR A4 C5 C5 ||| C5 ||| 0.999530225492
BAR A4 C5 C5 ||| <UNK> ||| 9.99520230289e-06
C4 BAR E4 D4 ||| <UNK> ||| 1.666533344e-06
C4 BAR E4 D4 ||| E4 ||| 0.166655000933
C4 BAR E4 D4 ||| D4 ||| 0.166655000933
C4 BAR E4 D4 ||| G4 ||| 0.166655000933
C4 BAR E4 D4 ||| C4 ||| 0.499961669733
BAR D4 C4 BAR C4 ||| <UNK> ||| 2.499700036e-06
BAR D4 C4 BAR C4 ||| B3 ||| 0.499942506899
BAR D4 C4 BAR C4 ||| C4 ||| 0.499942506899
R BAR R G#4 ||| A4 ||| 0.999765056386
R BAR R G#4 ||| <UNK> ||| 4.99880028793e-06
E4 C4 F4 ||| E4 ||| 0.79992520718
E4 C4 F4 ||| D4 ||| 0.199982801651
E4 C4 F4 ||| <UNK> ||| 1.99980801843e-06
BAR G4 G4 BAR G4 ||| <UNK> ||| 3.4482187881e-07
BAR G4 G4 BAR G4 ||| G4 ||| 0.344822223632
BAR G4 G4 BAR G4 ||| END ||| 0.0344825327029
BAR G4 G4 BAR G4 ||| F4 ||| 0.137929096346
BAR G4 G4 BAR G4 ||| F#4 ||| 0.0344825327029
BAR G4 G4 BAR G4 ||| G#4 ||| 0.0344825327029
BAR G4 G4 BAR G4 ||| E4 ||| 0.0344825327029
BAR G4 G4 BAR G4 ||| D4 ||| 0.0689647205839
BAR G4 G4 BAR G4 ||| C4 ||| 0.0689647205839
BAR G4 G4 BAR G4 ||| C5 ||| 0.0689647205839
BAR G4 G4 BAR G4 ||| A4 ||| 0.172411284227
BAR C5 B4 A4 ||| <UNK> ||| 2.38092517038e-07
BAR C5 B4 A4 ||| G4 ||| 0.214283503427
BAR C5 B4 A4 ||| F4 ||| 0.0238094897963
BAR C5 B4 A4 ||| B4 ||| 0.309520510242
BAR C5 B4 A4 ||| G#4 ||| 0.261902006834
BAR C5 B4 A4 ||| E5 ||| 0.0714279932039
BAR C5 B4 A4 ||| D5 ||| 0.0238094897963
BAR C5 B4 A4 ||| A4 ||| 0.0952372449077
C#4 BAR D4 D4 ||| C#4 ||| 0.999530225492
C#4 BAR D4 D4 ||| <UNK> ||| 9.99520230289e-06
B4 E5 D5 ||| B4 ||| 0.666563349864
B4 E5 D5 ||| C#5 ||| 0.333283341332
B4 E5 D5 ||| <UNK> ||| 3.33280008532e-06
BAR A4 G#4 A4 ||| <UNK> ||| 4.166583335e-07
BAR A4 G#4 A4 ||| G4 ||| 0.0833320833583
BAR A4 G#4 A4 ||| A4 ||| 0.124997916708
BAR A4 G#4 A4 ||| B4 ||| 0.291661250108
BAR A4 G#4 A4 ||| G#4 ||| 0.208329583408
BAR A4 G#4 A4 ||| E4 ||| 0.124997916708
BAR A4 G#4 A4 ||| D4 ||| 0.0416662500083
BAR A4 G#4 A4 ||| D5 ||| 0.0833320833583
BAR A4 G#4 A4 ||| C4 ||| 0.0416662500083
B4 D5 C5 ||| D5 ||| 0.999530225492
B4 D5 C5 ||| <UNK> ||| 9.99520230289e-06
E4 C4 G4 ||| D4 ||| 0.666563349864
E4 C4 G4 ||| F4 ||| 0.333283341332
E4 C4 G4 ||| <UNK> ||| 3.33280008532e-06
BAR C#4 BAR D4 D4 BAR ||| A3 ||| 0.999530225492
BAR C#4 BAR D4 D4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR D4 D4 D4 ||| C#4 ||| 0.133329733449
BAR D4 D4 D4 ||| B3 ||| 0.133329733449
BAR D4 D4 D4 ||| E4 ||| 0.333323333653
BAR D4 D4 D4 ||| D4 ||| 0.133329733449
BAR D4 D4 D4 ||| <UNK> ||| 6.66645334016e-07
BAR D4 D4 D4 ||| C4 ||| 0.266658800252
C4 BAR D4 C4 ||| G4 ||| 0.130432495322
C4 BAR D4 C4 ||| B-3 ||| 0.26086455587
C4 BAR D4 C4 ||| A3 ||| 0.0434777882896
C4 BAR D4 C4 ||| B3 ||| 0.173909848838
C4 BAR D4 C4 ||| E4 ||| 0.0869551418057
C4 BAR D4 C4 ||| D4 ||| 0.26086455587
C4 BAR D4 C4 ||| <UNK> ||| 4.34773535161e-07
C4 BAR D4 C4 ||| C4 ||| 0.0434777882896
G3 C4 BAR C4 ||| D4 ||| 0.166655000933
G3 C4 BAR C4 ||| <UNK> ||| 1.666533344e-06
G3 C4 BAR C4 ||| B3 ||| 0.833268338533
C4 BAR A3 G3 ||| G3 ||| 0.999530225492
C4 BAR A3 G3 ||| <UNK> ||| 9.99520230289e-06
E4 F4 BAR E4 ||| F#4 ||| 0.0499996500042
E4 F4 BAR E4 ||| G4 ||| 0.0249999500006
E4 F4 BAR E4 ||| F4 ||| 0.0499996500042
E4 F4 BAR E4 ||| E4 ||| 0.224997550029
E4 F4 BAR E4 ||| R ||| 0.0749993500078
E4 F4 BAR E4 ||| B3 ||| 0.0249999500006
E4 F4 BAR E4 ||| END ||| 0.224997550029
E4 F4 BAR E4 ||| D4 ||| 0.274996950037
E4 F4 BAR E4 ||| <UNK> ||| 2.49997000036e-07
E4 F4 BAR E4 ||| C5 ||| 0.0249999500006
E4 F4 BAR E4 ||| C4 ||| 0.0249999500006
BAR C4 BAR D4 D4 BAR ||| D4 ||| 0.999530225492
BAR C4 BAR D4 D4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C5 BAR D5 A4 ||| B4 ||| 0.999530225492
BAR C5 BAR D5 A4 ||| <UNK> ||| 9.99520230289e-06
F#3 BAR G#3 G3 ||| A3 ||| 0.999530225492
F#3 BAR G#3 G3 ||| <UNK> ||| 9.99520230289e-06
C#4 B3 C#4 BAR ||| E4 ||| 0.333283341332
C#4 B3 C#4 BAR ||| <UNK> ||| 3.33280008532e-06
C#4 B3 C#4 BAR ||| A4 ||| 0.333283341332
C#4 B3 C#4 BAR ||| C4 ||| 0.333283341332
A4 D5 E5 ||| D5 ||| 0.999765056386
A4 D5 E5 ||| <UNK> ||| 4.99880028793e-06
G3 G3 BAR D4 ||| <UNK> ||| 3.33280008532e-06
G3 G3 BAR D4 ||| C4 ||| 0.666563349864
G3 G3 BAR D4 ||| B3 ||| 0.333283341332
F3 G3 C4 BAR ||| <UNK> ||| 9.99520230289e-06
F3 G3 C4 BAR ||| C4 ||| 0.999530225492
BAR E4 D4 BAR G4 ||| <UNK> ||| 9.99520230289e-06
BAR E4 D4 BAR G4 ||| C4 ||| 0.999530225492
D4 BAR G4 D4 ||| D4 ||| 0.999530225492
D4 BAR G4 D4 ||| <UNK> ||| 9.99520230289e-06
C4 G4 F#4 BAR ||| E4 ||| 0.999530225492
C4 G4 F#4 BAR ||| <UNK> ||| 9.99520230289e-06
C5 BAR D5 F5 ||| E5 ||| 0.999765056386
C5 BAR D5 F5 ||| <UNK> ||| 4.99880028793e-06
G3 D3 BAR A3 ||| A3 ||| 0.999530225492
G3 D3 BAR A3 ||| <UNK> ||| 9.99520230289e-06
BAR G4 E4 A4 ||| B4 ||| 0.142848776084
BAR G4 E4 A4 ||| D4 ||| 0.142848776084
BAR G4 E4 A4 ||| G4 ||| 0.571390818915
BAR G4 E4 A4 ||| F4 ||| 0.142848776084
BAR G4 E4 A4 ||| <UNK> ||| 1.4284734761e-06
A4 BAR D4 B3 BAR ||| E4 ||| 0.999765056386
A4 BAR D4 B3 BAR ||| <UNK> ||| 4.99880028793e-06
B4 A4 BAR D4 ||| G4 ||| 0.999530225492
B4 A4 BAR D4 ||| <UNK> ||| 9.99520230289e-06
D#4 E4 E4 BAR ||| D#4 ||| 0.499942506899
D#4 E4 E4 BAR ||| A4 ||| 0.499942506899
D#4 E4 E4 BAR ||| <UNK> ||| 2.499700036e-06
B-4 BAR A4 G4 ||| D4 ||| 0.0999962001824
B-4 BAR A4 G4 ||| G4 ||| 0.199991400413
B-4 BAR A4 G4 ||| F4 ||| 0.399981800874
B-4 BAR A4 G4 ||| A4 ||| 0.299986600643
B-4 BAR A4 G4 ||| <UNK> ||| 9.99952002304e-07
G3 A3 B-3 ||| <UNK> ||| 4.99880028793e-06
G3 A3 B-3 ||| C4 ||| 0.999765056386
D4 BAR C4 B3 ||| C#4 ||| 0.0769223865963
D4 BAR C4 B3 ||| A3 ||| 0.487173747605
D4 BAR C4 B3 ||| E4 ||| 0.0769223865963
D4 BAR C4 B3 ||| D4 ||| 0.0256409664702
D4 BAR C4 B3 ||| C4 ||| 0.333329487227
D4 BAR C4 B3 ||| <UNK> ||| 2.56407100631e-07
G4 C4 B3 ||| A3 ||| 0.499885027593
G4 C4 B3 ||| <UNK> ||| 4.99880028793e-06
G4 C4 B3 ||| C4 ||| 0.499885027593
G4 B-4 BAR B-4 ||| A4 ||| 0.999530225492
G4 B-4 BAR B-4 ||| <UNK> ||| 9.99520230289e-06
BAR D4 A3 F4 ||| F4 ||| 0.999843358396
BAR D4 A3 F4 ||| <UNK> ||| 3.33280008532e-06
D4 A3 D4 BAR ||| D4 ||| 0.999765056386
