3
A#2 B2 E3 BAR ||| B2 ||| 0.999530225492
G3 G3 BAR G3 ||| G3 ||| 0.499885027593
G3 G3 BAR G3 ||| <UNK> ||| 4.99880028793e-06
G#3 A3 D3 ||| E3 ||| 0.999843358396
G#3 A3 D3 ||| <UNK> ||| 3.33280008532e-06
BAR A3 C4 ||| A3 ||| 0.499885027593
BAR A3 C4 ||| <UNK> ||| 4.99880028793e-06
BAR A3 C4 ||| B3 ||| 0.499885027593
G4 F#4 G4 ||| F#4 ||| 0.999530225492
G4 F#4 G4 ||| <UNK> ||| 9.99520230289e-06
BAR G#3 A3 BAR A3 ||| G3 ||| 0.999530225492
BAR G#3 A3 BAR A3 ||| <UNK> ||| 9.99520230289e-06
B2 BAR C3 R ||| B2 ||| 0.999530225492
B2 BAR C3 R ||| <UNK> ||| 9.99520230289e-06
C5 B4 BAR A4 ||| G4 ||| 0.999765056386
C5 B4 BAR A4 ||| <UNK> ||| 4.99880028793e-06
A3 D4 D4 BAR ||| D4 ||| 0.999530225492
A3 D4 D4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A2 F3 BAR F3 ||| E3 ||| 0.999530225492
BAR A2 F3 BAR F3 ||| <UNK> ||| 9.99520230289e-06
E3 BAR A3 G3 ||| <UNK> ||| 3.70363786125e-07
E3 BAR A3 G3 ||| A3 ||| 0.0740731275888
E3 BAR A3 G3 ||| F3 ||| 0.851837078452
E3 BAR A3 G3 ||| C#3 ||| 0.0370367489763
E3 BAR A3 G3 ||| C4 ||| 0.0370367489763
A2 E3 F#3 ||| G#3 ||| 0.999530225492
A2 E3 F#3 ||| <UNK> ||| 9.99520230289e-06
BAR G3 B3 A3 BAR ||| G#3 ||| 0.999530225492
BAR G3 B3 A3 BAR ||| <UNK> ||| 9.99520230289e-06
C3 BAR C3 C4 ||| <UNK> ||| 9.99520230289e-06
C3 BAR C3 C4 ||| B3 ||| 0.999530225492
A4 BAR G4 F#4 ||| E4 ||| 0.999765056386
A4 BAR G4 F#4 ||| <UNK> ||| 4.99880028793e-06
BAR C3 C3 B2 ||| A2 ||| 0.999843358396
BAR C3 C3 B2 ||| <UNK> ||| 3.33280008532e-06
A3 E3 BAR R ||| B2 ||| 0.999765056386
A3 E3 BAR R ||| <UNK> ||| 4.99880028793e-06
G#3 E3 A3 BAR ||| E4 ||| 0.499942506899
G#3 E3 A3 BAR ||| A3 ||| 0.2499725033
G#3 E3 A3 BAR ||| D#3 ||| 0.2499725033
G#3 E3 A3 BAR ||| <UNK> ||| 2.499700036e-06
BAR A3 BAR B3 ||| A3 ||| 0.79992520718
BAR A3 BAR B3 ||| <UNK> ||| 1.99980801843e-06
BAR A3 BAR B3 ||| C4 ||| 0.199982801651
B3 B2 BAR E3 BAR ||| E3 ||| 0.999530225492
B3 B2 BAR E3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A3 BAR C3 ||| E3 ||| 0.999530225492
BAR A3 BAR C3 ||| <UNK> ||| 9.99520230289e-06
E3 D3 D3 ||| C#3 ||| 0.999765056386
E3 D3 D3 ||| <UNK> ||| 4.99880028793e-06
F#4 BAR G4 G3 ||| A3 ||| 0.999530225492
F#4 BAR G4 G3 ||| <UNK> ||| 9.99520230289e-06
BAR C4 B3 A3 ||| <UNK> ||| 1.69490146521e-07
BAR C4 B3 A3 ||| F4 ||| 0.0338981987943
BAR C4 B3 A3 ||| A3 ||| 0.0508472134464
BAR C4 B3 A3 ||| G#3 ||| 0.135592286707
BAR C4 B3 A3 ||| B3 ||| 0.203388345315
BAR C4 B3 A3 ||| E4 ||| 0.0677962280985
BAR C4 B3 A3 ||| D4 ||| 0.169490316011
BAR C4 B3 A3 ||| C4 ||| 0.0847452427506
BAR C4 B3 A3 ||| D3 ||| 0.0169491841422
BAR C4 B3 A3 ||| E3 ||| 0.0508472134464
BAR C4 B3 A3 ||| G3 ||| 0.186439330663
B3 BAR C4 G3 ||| C3 ||| 0.333283341332
B3 BAR C4 G3 ||| A3 ||| 0.333283341332
B3 BAR C4 G3 ||| F#3 ||| 0.333283341332
B3 BAR C4 G3 ||| <UNK> ||| 3.33280008532e-06
C3 F3 C4 BAR ||| G3 ||| 0.999530225492
C3 F3 C4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR F#3 G#3 E3 ||| A3 ||| 0.999530225492
BAR F#3 G#3 E3 ||| <UNK> ||| 9.99520230289e-06
B3 A3 BAR D3 ||| E3 ||| 0.79992520718
B3 A3 BAR D3 ||| B2 ||| 0.199982801651
B3 A3 BAR D3 ||| <UNK> ||| 1.99980801843e-06
F#3 E3 F3 ||| G3 ||| 0.999530225492
F#3 E3 F3 ||| <UNK> ||| 9.99520230289e-06
D3 BAR E3 BAR A2 ||| A3 ||| 0.999530225492
D3 BAR E3 BAR A2 ||| <UNK> ||| 9.99520230289e-06
BAR D4 B3 C4 ||| A3 ||| 0.999765056386
BAR D4 B3 C4 ||| <UNK> ||| 4.99880028793e-06
B3 BAR E3 F3 ||| F#3 ||| 0.999530225492
B3 BAR E3 F3 ||| <UNK> ||| 9.99520230289e-06
D4 BAR C4 A3 ||| D4 ||| 0.666563349864
D4 BAR C4 A3 ||| D3 ||| 0.333283341332
D4 BAR C4 A3 ||| <UNK> ||| 3.33280008532e-06
C#3 D3 E3 ||| F3 ||| 0.499942506899
C#3 D3 E3 ||| E3 ||| 0.499942506899
C#3 D3 E3 ||| <UNK> ||| 2.499700036e-06
A-3 G3 BAR D3 ||| E3 ||| 0.999530225492
A-3 G3 BAR D3 ||| <UNK> ||| 9.99520230289e-06
B3 C#4 BAR D4 ||| G3 ||| 0.999530225492
B3 C#4 BAR D4 ||| <UNK> ||| 9.99520230289e-06
C3 BAR C4 B3 ||| C#4 ||| 0.0833308334333
C3 BAR C4 B3 ||| A3 ||| 0.833300834633
C3 BAR C4 B3 ||| <UNK> ||| 8.33300001333e-07
C3 BAR C4 B3 ||| C4 ||| 0.0833308334333
B2 BAR C#3 D3 ||| A2 ||| 0.999530225492
B2 BAR C#3 D3 ||| <UNK> ||| 9.99520230289e-06
BAR A4 G4 ||| F4 ||| 0.999765056386
BAR A4 G4 ||| <UNK> ||| 4.99880028793e-06
E4 A3 F#3 BAR ||| G3 ||| 0.999530225492
E4 A3 F#3 BAR ||| <UNK> ||| 9.99520230289e-06
D4 C4 F#3 ||| G#3 ||| 0.999530225492
D4 C4 F#3 ||| <UNK> ||| 9.99520230289e-06
BAR G2 G#2 A2 BAR ||| F3 ||| 0.999530225492
BAR G2 G#2 A2 BAR ||| <UNK> ||| 9.99520230289e-06
B2 G2 C3 BAR ||| C3 ||| 0.499942506899
B2 G2 C3 BAR ||| A2 ||| 0.499942506899
B2 G2 C3 BAR ||| <UNK> ||| 2.499700036e-06
BAR E3 F#3 ||| G#3 ||| 0.999530225492
BAR E3 F#3 ||| <UNK> ||| 9.99520230289e-06
E4 D4 E4 ||| F#4 ||| 0.111108703768
E4 D4 E4 ||| F4 ||| 0.111108703768
E4 D4 E4 ||| A3 ||| 0.111108703768
E4 D4 E4 ||| E4 ||| 0.111108703768
E4 D4 E4 ||| E3 ||| 0.555541296677
E4 D4 E4 ||| <UNK> ||| 5.55540741136e-07
B2 C3 F3 BAR ||| D3 ||| 0.999765056386
B2 C3 F3 BAR ||| <UNK> ||| 4.99880028793e-06
A3 C3 D3 ||| E3 ||| 0.999843358396
A3 C3 D3 ||| <UNK> ||| 3.33280008532e-06
C4 D4 BAR E3 ||| D3 ||| 0.999530225492
C4 D4 BAR E3 ||| <UNK> ||| 9.99520230289e-06
F3 B2 C3 ||| D3 ||| 0.599944405337
F3 B2 C3 ||| B2 ||| 0.399963603494
F3 B2 C3 ||| <UNK> ||| 1.99980801843e-06
BAR E3 R F#3 ||| G#3 ||| 0.999530225492
BAR E3 R F#3 ||| <UNK> ||| 9.99520230289e-06
A4 G4 F#4 BAR ||| G4 ||| 0.999530225492
A4 G4 F#4 BAR ||| <UNK> ||| 9.99520230289e-06
F#3 G3 G3 ||| F3 ||| 0.999530225492
F#3 G3 G3 ||| <UNK> ||| 9.99520230289e-06
G3 G3 G3 BAR ||| G3 ||| 0.999530225492
G3 G3 G3 BAR ||| <UNK> ||| 9.99520230289e-06
E4 F4 BAR E4 ||| D4 ||| 0.285696123694
E4 F4 BAR E4 ||| <UNK> ||| 1.4284734761e-06
E4 F4 BAR E4 ||| G#3 ||| 0.142848776084
E4 F4 BAR E4 ||| E3 ||| 0.285696123694
E4 F4 BAR E4 ||| C4 ||| 0.285696123694
BAR D3 C3 C3 ||| B-2 ||| 0.999530225492
BAR D3 C3 C3 ||| <UNK> ||| 9.99520230289e-06
BAR D3 D#3 E3 BAR ||| A2 ||| 0.999765056386
BAR D3 D#3 E3 BAR ||| <UNK> ||| 4.99880028793e-06
D4 G3 A3 BAR ||| <UNK> ||| 3.33280008532e-06
D4 G3 A3 BAR ||| B3 ||| 0.999843358396
A3 E3 E3 BAR ||| A3 ||| 0.999765056386
A3 E3 E3 BAR ||| <UNK> ||| 4.99880028793e-06
BAR B4 A4 D4 ||| E4 ||| 0.999530225492
BAR B4 A4 D4 ||| <UNK> ||| 9.99520230289e-06
E3 C3 A2 BAR ||| E3 ||| 0.999765056386
E3 C3 A2 BAR ||| <UNK> ||| 4.99880028793e-06
C4 BAR C4 C3 ||| D3 ||| 0.999530225492
C4 BAR C4 C3 ||| <UNK> ||| 9.99520230289e-06
A4 F#4 BAR G4 ||| D#4 ||| 0.999765056386
A4 F#4 BAR G4 ||| <UNK> ||| 4.99880028793e-06
C4 C4 B3 ||| A3 ||| 0.199982801651
C4 C4 B3 ||| <UNK> ||| 1.99980801843e-06
C4 C4 B3 ||| C4 ||| 0.79992520718
D4 BAR E4 F4 ||| <UNK> ||| 1.99980801843e-06
D4 BAR E4 F4 ||| E4 ||| 0.599944405337
D4 BAR E4 F4 ||| G4 ||| 0.199982801651
D4 BAR E4 F4 ||| C4 ||| 0.199982801651
E4 F#4 B3 ||| E4 ||| 0.999530225492
E4 F#4 B3 ||| <UNK> ||| 9.99520230289e-06
C4 C4 BAR D4 ||| E4 ||| 0.999765056386
C4 C4 BAR D4 ||| <UNK> ||| 4.99880028793e-06
BAR B3 G3 A3 BAR ||| D3 ||| 0.999530225492
BAR B3 G3 A3 BAR ||| <UNK> ||| 9.99520230289e-06
C3 F2 G2 ||| A2 ||| 0.999530225492
C3 F2 G2 ||| <UNK> ||| 9.99520230289e-06
E2 BAR A2 F#3 BAR ||| G3 ||| 0.999530225492
E2 BAR A2 F#3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A3 BAR D4 ||| C#4 ||| 0.333283341332
BAR A3 BAR D4 ||| <UNK> ||| 3.33280008532e-06
BAR A3 BAR D4 ||| B-4 ||| 0.333283341332
BAR A3 BAR D4 ||| C4 ||| 0.333283341332
D3 A2 E3 ||| <UNK> ||| 9.99520230289e-06
D3 A2 E3 ||| C4 ||| 0.999530225492
G3 BAR C4 C4 BAR ||| <UNK> ||| 9.99520230289e-06
G3 BAR C4 C4 BAR ||| C4 ||| 0.999530225492
E3 A2 A2 ||| B2 ||| 0.999530225492
E3 A2 A2 ||| <UNK> ||| 9.99520230289e-06
F#3 G3 A-3 BAR ||| G3 ||| 0.999530225492
F#3 G3 A-3 BAR ||| <UNK> ||| 9.99520230289e-06
C3 C#3 D3 ||| D#3 ||| 0.999530225492
C3 C#3 D3 ||| <UNK> ||| 9.99520230289e-06
B3 C4 BAR G#3 ||| A3 ||| 0.749912510499
B3 C4 BAR G#3 ||| F#3 ||| 0.2499725033
B3 C4 BAR G#3 ||| <UNK> ||| 2.499700036e-06
C3 G3 A3 BAR ||| <UNK> ||| 9.99520230289e-06
C3 G3 A3 BAR ||| B3 ||| 0.999530225492
A3 BAR D4 B-3 ||| F#3 ||| 0.999530225492
A3 BAR D4 B-3 ||| <UNK> ||| 9.99520230289e-06
F4 C4 B3 BAR ||| A3 ||| 0.999530225492
F4 C4 B3 BAR ||| <UNK> ||| 9.99520230289e-06
C#3 D3 D4 BAR ||| G3 ||| 0.999530225492
C#3 D3 D4 BAR ||| <UNK> ||| 9.99520230289e-06
G3 BAR D4 C4 ||| <UNK> ||| 9.99520230289e-06
G3 BAR D4 C4 ||| B3 ||| 0.999530225492
A2 B2 G2 BAR ||| C3 ||| 0.999530225492
A2 B2 G2 BAR ||| <UNK> ||| 9.99520230289e-06
F3 D#3 E3 BAR ||| A2 ||| 0.999530225492
F3 D#3 E3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E4 E3 A3 ||| END ||| 0.571415986682
BAR E4 E3 A3 ||| A3 ||| 0.285708231431
BAR E4 E3 A3 ||| R ||| 0.0952363945967
BAR E4 E3 A3 ||| G3 ||| 0.0476184353881
BAR E4 E3 A3 ||| <UNK> ||| 4.76179592086e-07
E4 BAR E4 D4 ||| <UNK> ||| 4.99880028793e-06
E4 BAR E4 D4 ||| C4 ||| 0.999765056386
G4 F4 G4 ||| A4 ||| 0.999530225492
G4 F4 G4 ||| <UNK> ||| 9.99520230289e-06
F#3 BAR G3 G#3 ||| A3 ||| 0.999765056386
F#3 BAR G3 G#3 ||| <UNK> ||| 4.99880028793e-06
BAR D4 G4 C4 ||| F4 ||| 0.999530225492
BAR D4 G4 C4 ||| <UNK> ||| 9.99520230289e-06
BAR E3 E4 D4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E3 E4 D4 BAR ||| C4 ||| 0.999530225492
E4 BAR D4 D3 ||| G3 ||| 0.999530225492
E4 BAR D4 D3 ||| <UNK> ||| 9.99520230289e-06
G2 C3 BAR G3 ||| G#3 ||| 0.499885027593
G2 C3 BAR G3 ||| F3 ||| 0.499885027593
G2 C3 BAR G3 ||| <UNK> ||| 4.99880028793e-06
B-3 B3 G3 BAR ||| <UNK> ||| 4.99880028793e-06
B-3 B3 G3 BAR ||| C4 ||| 0.999765056386
F2 A2 BAR F2 ||| G2 ||| 0.999530225492
F2 A2 BAR F2 ||| <UNK> ||| 9.99520230289e-06
C3 C4 B3 BAR ||| A3 ||| 0.899957802026
C3 C4 B3 BAR ||| <UNK> ||| 9.99952002304e-07
C3 C4 B3 BAR ||| C4 ||| 0.0999962001824
BAR B2 G2 C3 ||| A2 ||| 0.999530225492
BAR B2 G2 C3 ||| <UNK> ||| 9.99520230289e-06
BAR D3 A2 E3 BAR ||| A3 ||| 0.333283341332
BAR D3 A2 E3 BAR ||| F3 ||| 0.666563349864
BAR D3 A2 E3 BAR ||| <UNK> ||| 3.33280008532e-06
E4 BAR C5 B4 ||| A4 ||| 0.999530225492
E4 BAR C5 B4 ||| <UNK> ||| 9.99520230289e-06
BAR D3 B2 E3 ||| A2 ||| 0.999968667669
BAR D3 B2 E3 ||| <UNK> ||| 6.66645334016e-07
C3 BAR G3 G3 ||| C3 ||| 0.999530225492
C3 BAR G3 G3 ||| <UNK> ||| 9.99520230289e-06
A3 A3 B3 BAR ||| <UNK> ||| 3.33280008532e-06
A3 A3 B3 BAR ||| C4 ||| 0.999843358396
E3 A3 B3 ||| A3 ||| 0.399963603494
E3 A3 B3 ||| <UNK> ||| 1.99980801843e-06
E3 A3 B3 ||| C4 ||| 0.599944405337
G3 C3 G3 BAR ||| G3 ||| 0.999530225492
G3 C3 G3 BAR ||| <UNK> ||| 9.99520230289e-06
D3 C3 D3 BAR ||| C3 ||| 0.199982801651
D3 C3 D3 BAR ||| G2 ||| 0.399963603494
D3 C3 D3 BAR ||| E3 ||| 0.399963603494
D3 C3 D3 BAR ||| <UNK> ||| 1.99980801843e-06
A3 A2 BAR D3 ||| D#3 ||| 0.999530225492
A3 A2 BAR D3 ||| <UNK> ||| 9.99520230289e-06
B3 E3 E4 BAR ||| A3 ||| 0.999530225492
B3 E3 E4 BAR ||| <UNK> ||| 9.99520230289e-06
E4 A3 BAR A4 ||| G4 ||| 0.999882514098
E4 A3 BAR A4 ||| <UNK> ||| 2.499700036e-06
BAR B2 A2 E3 BAR ||| A2 ||| 0.499885027593
BAR B2 A2 E3 BAR ||| E3 ||| 0.499885027593
BAR B2 A2 E3 BAR ||| <UNK> ||| 4.99880028793e-06
E4 F4 E4 BAR ||| D4 ||| 0.599944405337
E4 F4 E4 BAR ||| <UNK> ||| 1.99980801843e-06
E4 F4 E4 BAR ||| C4 ||| 0.399963603494
D3 G3 BAR D4 ||| <UNK> ||| 9.99520230289e-06
D3 G3 BAR D4 ||| C4 ||| 0.999530225492
BAR B3 A3 G#3 BAR ||| A3 ||| 0.999530225492
BAR B3 A3 G#3 BAR ||| <UNK> ||| 9.99520230289e-06
E3 BAR F3 G3 ||| C3 ||| 0.230761479576
E3 BAR F3 G3 ||| G#3 ||| 0.0769210059936
E3 BAR F3 G3 ||| A2 ||| 0.0769210059936
E3 BAR F3 G3 ||| A3 ||| 0.615362663532
E3 BAR F3 G3 ||| <UNK> ||| 7.69202367913e-07
C3 BAR G2 A2 ||| B2 ||| 0.999530225492
C3 BAR G2 A2 ||| <UNK> ||| 9.99520230289e-06
G#2 A2 B2 ||| C3 ||| 0.999843358396
G#2 A2 B2 ||| <UNK> ||| 3.33280008532e-06
BAR G3 D4 C4 ||| <UNK> ||| 9.99520230289e-06
BAR G3 D4 C4 ||| B3 ||| 0.999530225492
G3 C4 BAR B3 ||| A3 ||| 0.999765056386
G3 C4 BAR B3 ||| <UNK> ||| 4.99880028793e-06
BAR C3 C3 D3 ||| E3 ||| 0.999530225492
BAR C3 C3 D3 ||| <UNK> ||| 9.99520230289e-06
G4 F4 E4 ||| D4 ||| 0.894714765101
G4 F4 E4 ||| F4 ||| 0.105261024985
G4 F4 E4 ||| <UNK> ||| 5.26302493411e-07
BAR C#3 A2 D3 ||| A2 ||| 0.999530225492
BAR C#3 A2 D3 ||| <UNK> ||| 9.99520230289e-06
G3 BAR C4 G4 BAR ||| E4 ||| 0.999530225492
G3 BAR C4 G4 BAR ||| <UNK> ||| 9.99520230289e-06
E3 BAR E3 C#3 ||| A2 ||| 0.999765056386
E3 BAR E3 C#3 ||| <UNK> ||| 4.99880028793e-06
F3 BAR E3 D#3 ||| E3 ||| 0.999843358396
F3 BAR E3 D#3 ||| <UNK> ||| 3.33280008532e-06
D3 G3 G2 ||| C3 ||| 0.999765056386
D3 G3 G2 ||| <UNK> ||| 4.99880028793e-06
D4 C4 B-3 BAR ||| A3 ||| 0.999530225492
D4 C4 B-3 BAR ||| <UNK> ||| 9.99520230289e-06
C#4 D4 BAR G#3 ||| E3 ||| 0.999765056386
C#4 D4 BAR G#3 ||| <UNK> ||| 4.99880028793e-06
BAR F3 E3 G3 ||| C3 ||| 0.666563349864
BAR F3 E3 G3 ||| F3 ||| 0.333283341332
BAR F3 E3 G3 ||| <UNK> ||| 3.33280008532e-06
BAR A3 A2 D3 BAR ||| G3 ||| 0.999530225492
BAR A3 A2 D3 BAR ||| <UNK> ||| 9.99520230289e-06
E3 BAR A2 BAR A2 ||| A3 ||| 0.999530225492
E3 BAR A2 BAR A2 ||| <UNK> ||| 9.99520230289e-06
BAR E3 E2 A2 ||| A3 ||| 0.2499725033
BAR E3 E2 A2 ||| END ||| 0.749912510499
BAR E3 E2 A2 ||| <UNK> ||| 2.499700036e-06
D3 BAR C3 C3 BAR ||| C3 ||| 0.999530225492
D3 BAR C3 C3 BAR ||| <UNK> ||| 9.99520230289e-06
B3 C4 E4 BAR ||| A3 ||| 0.999530225492
B3 C4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
A2 BAR E3 A2 ||| END ||| 0.999843358396
A2 BAR E3 A2 ||| <UNK> ||| 3.33280008532e-06
BAR F3 C3 B-2 ||| A2 ||| 0.999530225492
BAR F3 C3 B-2 ||| <UNK> ||| 9.99520230289e-06
G#3 F#3 E3 BAR ||| F#3 ||| 0.999765056386
G#3 F#3 E3 BAR ||| <UNK> ||| 4.99880028793e-06
C3 C3 BAR D3 ||| D#3 ||| 0.999765056386
C3 C3 BAR D3 ||| <UNK> ||| 4.99880028793e-06
A3 B3 D4 ||| C#4 ||| 0.999530225492
A3 B3 D4 ||| <UNK> ||| 9.99520230289e-06
G4 C4 E4 BAR ||| A3 ||| 0.999530225492
G4 C4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
D3 BAR A3 BAR A3 ||| <UNK> ||| 9.99520230289e-06
D3 BAR A3 BAR A3 ||| B3 ||| 0.999530225492
G3 BAR F#3 B3 ||| E3 ||| 0.999530225492
G3 BAR F#3 B3 ||| <UNK> ||| 9.99520230289e-06
BAR A4 G4 F4 ||| E4 ||| 0.933304134268
BAR A4 G4 F4 ||| D4 ||| 0.0666652000469
BAR A4 G4 F4 ||| <UNK> ||| 6.66645334016e-07
G3 F3 D3 ||| G3 ||| 0.499885027593
G3 F3 D3 ||| E3 ||| 0.499885027593
G3 F3 D3 ||| <UNK> ||| 4.99880028793e-06
B2 BAR C#3 A2 ||| D3 ||| 0.999530225492
B2 BAR C#3 A2 ||| <UNK> ||| 9.99520230289e-06
B3 G3 C3 ||| F3 ||| 0.999530225492
B3 G3 C3 ||| <UNK> ||| 9.99520230289e-06
E3 BAR A2 E3 ||| A3 ||| 0.999530225492
E3 BAR A2 E3 ||| <UNK> ||| 9.99520230289e-06
G3 BAR C3 D3 ||| G2 ||| 0.374978751275
G3 BAR C3 D3 ||| E3 ||| 0.624963752175
G3 BAR C3 D3 ||| <UNK> ||| 1.2499250045e-06
G3 A3 BAR E3 ||| <UNK> ||| 2.499700036e-06
G3 A3 BAR E3 ||| F#3 ||| 0.2499725033
G3 A3 BAR E3 ||| D3 ||| 0.499942506899
G3 A3 BAR E3 ||| E2 ||| 0.2499725033
BAR G3 G2 C3 ||| C3 ||| 0.499971251725
BAR G3 G2 C3 ||| G#3 ||| 0.124993750375
BAR G3 G2 C3 ||| <UNK> ||| 1.2499250045e-06
BAR G3 G2 C3 ||| END ||| 0.124993750375
BAR G3 G2 C3 ||| C4 ||| 0.249986250825
E4 F#4 E4 ||| D4 ||| 0.999530225492
E4 F#4 E4 ||| <UNK> ||| 9.99520230289e-06
G3 C3 E3 BAR ||| F3 ||| 0.999882514098
G3 C3 E3 BAR ||| <UNK> ||| 2.499700036e-06
E3 G#3 BAR A3 ||| C3 ||| 0.0624987500375
E3 G#3 BAR A3 ||| <UNK> ||| 6.24981250562e-07
E3 G#3 BAR A3 ||| B3 ||| 0.624981875544
E3 G#3 BAR A3 ||| G3 ||| 0.18749500015
E3 G#3 BAR A3 ||| C4 ||| 0.124996875094
G#3 A3 B3 BAR ||| <UNK> ||| 1.4284734761e-06
G#3 A3 B3 BAR ||| C4 ||| 0.999932861747
BAR E3 E3 BAR E3 ||| F#3 ||| 0.999530225492
BAR E3 E3 BAR E3 ||| <UNK> ||| 9.99520230289e-06
A3 B3 C4 ||| F#3 ||| 0.0208333333333
A3 B3 C4 ||| G3 ||| 0.0416664583354
A3 B3 C4 ||| C#4 ||| 0.0208333333333
A3 B3 C4 ||| A3 ||| 0.312497083362
A3 B3 C4 ||| B3 ||| 0.270830833358
A3 B3 C4 ||| C3 ||| 0.0624995833375
A3 B3 C4 ||| D4 ||| 0.270830833358
A3 B3 C4 ||| <UNK> ||| 2.08331250021e-07
A2 G#3 BAR A3 ||| A3 ||| 0.333283341332
A2 G#3 BAR A3 ||| <UNK> ||| 3.33280008532e-06
A2 G#3 BAR A3 ||| E3 ||| 0.333283341332
A2 G#3 BAR A3 ||| B3 ||| 0.333283341332
G2 BAR G#3 F#3 ||| G#3 ||| 0.999530225492
G2 BAR G#3 F#3 ||| <UNK> ||| 9.99520230289e-06
BAR A3 BAR G3 ||| D3 ||| 0.999530225492
BAR A3 BAR G3 ||| <UNK> ||| 9.99520230289e-06
D3 C3 E3 BAR ||| F3 ||| 0.999530225492
D3 C3 E3 BAR ||| <UNK> ||| 9.99520230289e-06
B3 C4 G#3 ||| A3 ||| 0.999882514098
B3 C4 G#3 ||| <UNK> ||| 2.499700036e-06
D4 D3 A3 ||| END ||| 0.999530225492
D4 D3 A3 ||| <UNK> ||| 9.99520230289e-06
BAR E3 BAR A3 G3 ||| F3 ||| 0.999765056386
BAR E3 BAR A3 G3 ||| <UNK> ||| 4.99880028793e-06
BAR E3 R A3 ||| <UNK> ||| 9.99520230289e-06
BAR E3 R A3 ||| C4 ||| 0.999530225492
F#4 E4 F#4 ||| G#4 ||| 0.999530225492
F#4 E4 F#4 ||| <UNK> ||| 9.99520230289e-06
A3 BAR F4 D4 ||| E4 ||| 0.999530225492
A3 BAR F4 D4 ||| <UNK> ||| 9.99520230289e-06
BAR B2 A2 G#2 BAR ||| A2 ||| 0.999530225492
BAR B2 A2 G#2 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A3 F#3 D3 BAR ||| G3 ||| 0.999530225492
BAR A3 F#3 D3 BAR ||| <UNK> ||| 9.99520230289e-06
C4 A3 D4 ||| <UNK> ||| 1.99980801843e-06
C4 A3 D4 ||| E4 ||| 0.399963603494
C4 A3 D4 ||| B3 ||| 0.199982801651
C4 A3 D4 ||| C4 ||| 0.399963603494
A3 BAR E3 D3 ||| C3 ||| 0.874948753075
A3 BAR E3 D3 ||| E3 ||| 0.124993750375
A3 BAR E3 D3 ||| <UNK> ||| 1.2499250045e-06
D3 C3 A2 BAR ||| <UNK> ||| 1.99980801843e-06
D3 C3 A2 BAR ||| G#2 ||| 0.399963603494
D3 C3 A2 BAR ||| D3 ||| 0.199982801651
D3 C3 A2 BAR ||| B2 ||| 0.199982801651
D3 C3 A2 BAR ||| E3 ||| 0.199982801651
E3 A3 A4 BAR ||| D#4 ||| 0.999530225492
E3 A3 A4 BAR ||| <UNK> ||| 9.99520230289e-06
B2 A2 BAR G2 ||| B2 ||| 0.999530225492
B2 A2 BAR G2 ||| <UNK> ||| 9.99520230289e-06
A2 G3 F3 ||| E3 ||| 0.999765056386
A2 G3 F3 ||| <UNK> ||| 4.99880028793e-06
D3 BAR G#3 E3 BAR ||| A3 ||| 0.999530225492
D3 BAR G#3 E3 BAR ||| <UNK> ||| 9.99520230289e-06
B4 A4 G#4 BAR ||| A4 ||| 0.999843358396
B4 A4 G#4 BAR ||| <UNK> ||| 3.33280008532e-06
BAR C4 G3 F#3 BAR ||| E3 ||| 0.999530225492
BAR C4 G3 F#3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR B2 E3 BAR D3 ||| B2 ||| 0.999765056386
BAR B2 E3 BAR D3 ||| <UNK> ||| 4.99880028793e-06
B2 E3 C3 BAR ||| G3 ||| 0.499885027593
B2 E3 C3 BAR ||| D3 ||| 0.499885027593
B2 E3 C3 BAR ||| <UNK> ||| 4.99880028793e-06
B2 BAR C3 C#3 ||| D3 ||| 0.999530225492
B2 BAR C3 C#3 ||| <UNK> ||| 9.99520230289e-06
E3 BAR A2 E3 BAR ||| A3 ||| 0.749956252625
E3 BAR A2 E3 BAR ||| F3 ||| 0.249986250825
E3 BAR A2 E3 BAR ||| <UNK> ||| 1.2499250045e-06
B3 A3 F3 ||| D3 ||| 0.999530225492
B3 A3 F3 ||| <UNK> ||| 9.99520230289e-06
C4 G3 G#3 BAR ||| A3 ||| 0.999530225492
C4 G3 G#3 BAR ||| <UNK> ||| 9.99520230289e-06
F#3 E3 BAR B3 ||| B2 ||| 0.166655000933
F#3 E3 BAR B3 ||| E3 ||| 0.833268338533
F#3 E3 BAR B3 ||| <UNK> ||| 1.666533344e-06
E3 BAR A3 D3 ||| D4 ||| 0.2499725033
E3 BAR A3 D3 ||| E3 ||| 0.749912510499
E3 BAR A3 D3 ||| <UNK> ||| 2.499700036e-06
F3 E3 E3 BAR ||| A3 ||| 0.166655000933
F3 E3 E3 BAR ||| R ||| 0.333308335333
F3 E3 E3 BAR ||| A2 ||| 0.333308335333
F3 E3 E3 BAR ||| B2 ||| 0.166655000933
