3
A4 BAR G4 E4 BAR ||| A4 ||| 0.999530225492
D#4 E4 D#4 ||| G4 ||| 0.999530225492
D#4 E4 D#4 ||| <UNK> ||| 9.99520230289e-06
BAR G3 F#3 G3 ||| A3 ||| 0.999765056386
BAR G3 F#3 G3 ||| <UNK> ||| 4.99880028793e-06
BAR D4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR D4 BAR ||| C4 ||| 0.999530225492
G#4 A4 B4 ||| <UNK> ||| 1.11105185501e-06
G#4 A4 B4 ||| R ||| 0.222211482054
G#4 A4 B4 ||| A4 ||| 0.333316667556
G#4 A4 B4 ||| C5 ||| 0.333316667556
G#4 A4 B4 ||| G#4 ||| 0.111106296553
F3 BAR E3 R ||| G3 ||| 0.999530225492
F3 BAR E3 R ||| <UNK> ||| 9.99520230289e-06
BAR D5 F5 E5 ||| D5 ||| 0.999530225492
BAR D5 F5 E5 ||| <UNK> ||| 9.99520230289e-06
E5 A4 BAR A4 ||| G#4 ||| 0.999530225492
E5 A4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
B3 A3 BAR G#3 ||| F#3 ||| 0.124993750375
B3 A3 BAR G#3 ||| END ||| 0.124993750375
B3 A3 BAR G#3 ||| A3 ||| 0.249986250825
B3 A3 BAR G#3 ||| B3 ||| 0.249986250825
B3 A3 BAR G#3 ||| E3 ||| 0.249986250825
B3 A3 BAR G#3 ||| <UNK> ||| 1.2499250045e-06
A3 BAR D3 D4 ||| E4 ||| 0.999530225492
A3 BAR D3 D4 ||| <UNK> ||| 9.99520230289e-06
B3 BAR R C4 ||| D4 ||| 0.999530225492
B3 BAR R C4 ||| <UNK> ||| 9.99520230289e-06
C4 F4 D4 ||| E4 ||| 0.499885027593
C4 F4 D4 ||| <UNK> ||| 4.99880028793e-06
C4 F4 D4 ||| B3 ||| 0.499885027593
BAR F4 C5 B4 BAR ||| B4 ||| 0.999530225492
BAR F4 C5 B4 BAR ||| <UNK> ||| 9.99520230289e-06
F4 C4 D4 BAR ||| E4 ||| 0.999530225492
F4 C4 D4 BAR ||| <UNK> ||| 9.99520230289e-06
F4 E4 BAR A4 ||| B4 ||| 0.166655000933
F4 E4 BAR A4 ||| G4 ||| 0.333308335333
F4 E4 BAR A4 ||| A4 ||| 0.499961669733
F4 E4 BAR A4 ||| <UNK> ||| 1.666533344e-06
BAR G4 R C5 BAR ||| B4 ||| 0.999765056386
BAR G4 R C5 BAR ||| <UNK> ||| 4.99880028793e-06
BAR B3 C4 G3 ||| G3 ||| 0.999530225492
BAR B3 C4 G3 ||| <UNK> ||| 9.99520230289e-06
A3 BAR G#3 E3 ||| A3 ||| 0.999765056386
A3 BAR G#3 E3 ||| <UNK> ||| 4.99880028793e-06
G#4 A4 A4 BAR ||| A4 ||| 0.999843358396
G#4 A4 A4 BAR ||| <UNK> ||| 3.33280008532e-06
D4 G4 BAR F4 ||| E4 ||| 0.999530225492
D4 G4 BAR F4 ||| <UNK> ||| 9.99520230289e-06
A3 R B3 ||| G4 ||| 0.999765056386
A3 R B3 ||| <UNK> ||| 4.99880028793e-06
G3 BAR F#3 G3 ||| A3 ||| 0.999530225492
G3 BAR F#3 G3 ||| <UNK> ||| 9.99520230289e-06
B4 C5 BAR B4 ||| B4 ||| 0.249986250825
B4 C5 BAR B4 ||| F4 ||| 0.124993750375
B4 C5 BAR B4 ||| A4 ||| 0.624963752175
B4 C5 BAR B4 ||| <UNK> ||| 1.2499250045e-06
BAR D4 F4 E4 BAR ||| E4 ||| 0.999530225492
BAR D4 F4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
A4 B-4 G4 ||| E4 ||| 0.999530225492
A4 B-4 G4 ||| <UNK> ||| 9.99520230289e-06
D5 BAR C5 F5 ||| E5 ||| 0.999530225492
D5 BAR C5 F5 ||| <UNK> ||| 9.99520230289e-06
BAR D4 G4 B4 ||| A4 ||| 0.999530225492
BAR D4 G4 B4 ||| <UNK> ||| 9.99520230289e-06
A4 G4 F4 BAR ||| E4 ||| 0.785688062124
A4 G4 F4 BAR ||| G4 ||| 0.0714268367942
A4 G4 F4 BAR ||| F#4 ||| 0.142852959327
A4 G4 F4 BAR ||| <UNK> ||| 7.14261225329e-07
E4 BAR B4 B4 ||| A4 ||| 0.999765056386
E4 BAR B4 B4 ||| <UNK> ||| 4.99880028793e-06
BAR E4 F4 F4 ||| E4 ||| 0.599944405337
BAR E4 F4 F4 ||| G4 ||| 0.399963603494
BAR E4 F4 F4 ||| <UNK> ||| 1.99980801843e-06
A3 B-3 BAR B3 ||| A3 ||| 0.999530225492
A3 B-3 BAR B3 ||| <UNK> ||| 9.99520230289e-06
BAR B3 C#4 D#4 BAR ||| E4 ||| 0.999530225492
BAR B3 C#4 D#4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A4 G4 E-4 ||| B-4 ||| 0.999530225492
BAR A4 G4 E-4 ||| <UNK> ||| 9.99520230289e-06
BAR C4 C#4 D4 ||| E4 ||| 0.399963603494
BAR C4 C#4 D4 ||| A3 ||| 0.199982801651
BAR C4 C#4 D4 ||| <UNK> ||| 1.99980801843e-06
BAR C4 C#4 D4 ||| G3 ||| 0.199982801651
BAR C4 C#4 D4 ||| C4 ||| 0.199982801651
D4 D4 C4 ||| G3 ||| 0.0499993000168
D4 D4 C4 ||| B-3 ||| 0.0999981000456
D4 D4 C4 ||| B3 ||| 0.499988500276
D4 D4 C4 ||| E4 ||| 0.0499993000168
D4 D4 C4 ||| D4 ||| 0.0499993000168
D4 D4 C4 ||| <UNK> ||| 4.99988000288e-07
D4 D4 C4 ||| C4 ||| 0.249994500132
G4 C4 B3 BAR ||| A3 ||| 0.999843358396
G4 C4 B3 BAR ||| <UNK> ||| 3.33280008532e-06
E4 A4 D4 BAR ||| D4 ||| 0.999530225492
E4 A4 D4 BAR ||| <UNK> ||| 9.99520230289e-06
A4 BAR A4 R ||| A4 ||| 0.999530225492
A4 BAR A4 R ||| <UNK> ||| 9.99520230289e-06
BAR B4 BAR F4 C5 ||| B4 ||| 0.999530225492
BAR B4 BAR F4 C5 ||| <UNK> ||| 9.99520230289e-06
G#3 A3 D3 BAR ||| E3 ||| 0.999765056386
G#3 A3 D3 BAR ||| <UNK> ||| 4.99880028793e-06
C4 R BAR C4 ||| D4 ||| 0.599944405337
C4 R BAR C4 ||| <UNK> ||| 1.99980801843e-06
C4 R BAR C4 ||| C4 ||| 0.399963603494
E4 D4 C4 ||| <UNK> ||| 1.01009611267e-07
E4 D4 C4 ||| E4 ||| 0.0909087511495
E4 D4 C4 ||| G4 ||| 0.0202020232629
E4 D4 C4 ||| END ||| 0.0303029843896
E4 D4 C4 ||| C#4 ||| 0.0202020232629
E4 D4 C4 ||| R ||| 0.0202020232629
E4 D4 C4 ||| F#3 ||| 0.0101010621363
E4 D4 C4 ||| B3 ||| 0.272726051429
E4 D4 C4 ||| F4 ||| 0.0202020232629
E4 D4 C4 ||| D4 ||| 0.353533740442
E4 D4 C4 ||| C4 ||| 0.101009712276
E4 D4 C4 ||| A4 ||| 0.0606058677695
BAR G3 A3 G#3 BAR ||| A3 ||| 0.999765056386
BAR G3 A3 G#3 BAR ||| <UNK> ||| 4.99880028793e-06
BAR E4 A3 D4 ||| D4 ||| 0.666563349864
BAR E4 A3 D4 ||| <UNK> ||| 3.33280008532e-06
BAR E4 A3 D4 ||| C4 ||| 0.333283341332
G4 F4 F4 BAR ||| E4 ||| 0.999530225492
G4 F4 F4 BAR ||| <UNK> ||| 9.99520230289e-06
R E4 BAR E4 ||| E4 ||| 0.399963603494
R E4 BAR E4 ||| D4 ||| 0.199982801651
R E4 BAR E4 ||| <UNK> ||| 1.99980801843e-06
R E4 BAR E4 ||| F#4 ||| 0.199982801651
R E4 BAR E4 ||| B3 ||| 0.199982801651
D4 C#4 BAR C#4 ||| D4 ||| 0.499885027593
D4 C#4 BAR C#4 ||| END ||| 0.499885027593
D4 C#4 BAR C#4 ||| <UNK> ||| 4.99880028793e-06
C4 G4 BAR A4 ||| B4 ||| 0.999530225492
C4 G4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
F4 B3 D4 ||| E4 ||| 0.999530225492
F4 B3 D4 ||| <UNK> ||| 9.99520230289e-06
A3 B3 C#4 BAR ||| D4 ||| 0.999843358396
A3 B3 C#4 BAR ||| <UNK> ||| 3.33280008532e-06
R C4 BAR B3 ||| D4 ||| 0.499885027593
R C4 BAR B3 ||| G3 ||| 0.499885027593
R C4 BAR B3 ||| <UNK> ||| 4.99880028793e-06
E4 BAR F4 E4 BAR ||| E4 ||| 0.999530225492
E4 BAR F4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
C4 A4 G4 BAR ||| F#4 ||| 0.999906009023
C4 A4 G4 BAR ||| <UNK> ||| 1.99980801843e-06
E4 BAR E4 BAR A3 ||| <UNK> ||| 9.99520230289e-06
E4 BAR E4 BAR A3 ||| B3 ||| 0.999530225492
E3 E4 D4 ||| <UNK> ||| 4.99880028793e-06
E3 E4 D4 ||| C4 ||| 0.999765056386
B4 BAR E4 E4 ||| E4 ||| 0.499885027593
B4 BAR E4 E4 ||| <UNK> ||| 4.99880028793e-06
B4 BAR E4 E4 ||| C4 ||| 0.499885027593
C4 E4 BAR G4 ||| F4 ||| 0.999530225492
C4 E4 BAR G4 ||| <UNK> ||| 9.99520230289e-06
A4 BAR B4 A4 ||| G4 ||| 0.285696123694
A4 BAR B4 A4 ||| A4 ||| 0.428543471305
A4 BAR B4 A4 ||| C5 ||| 0.285696123694
A4 BAR B4 A4 ||| <UNK> ||| 1.4284734761e-06
BAR G3 BAR B3 B3 ||| <UNK> ||| 9.99520230289e-06
BAR G3 BAR B3 B3 ||| C4 ||| 0.999530225492
D4 G4 D4 BAR ||| E4 ||| 0.999530225492
D4 G4 D4 BAR ||| <UNK> ||| 9.99520230289e-06
A3 B-3 BAR B-3 ||| E3 ||| 0.999530225492
A3 B-3 BAR B-3 ||| <UNK> ||| 9.99520230289e-06
E4 B4 A4 BAR ||| G4 ||| 0.999530225492
E4 B4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
E4 BAR C4 B3 ||| A3 ||| 0.499885027593
E4 BAR C4 B3 ||| <UNK> ||| 4.99880028793e-06
E4 BAR C4 B3 ||| B3 ||| 0.499885027593
D4 E4 C#4 ||| D4 ||| 0.999882514098
D4 E4 C#4 ||| <UNK> ||| 2.499700036e-06
F4 E4 C#4 ||| END ||| 0.999530225492
F4 E4 C#4 ||| <UNK> ||| 9.99520230289e-06
D4 E4 F4 BAR ||| G4 ||| 0.0434777882896
D4 E4 F4 BAR ||| F4 ||| 0.0434777882896
D4 E4 F4 BAR ||| R ||| 0.0434777882896
D4 E4 F4 BAR ||| B3 ||| 0.0434777882896
D4 E4 F4 BAR ||| E4 ||| 0.826070151579
D4 E4 F4 BAR ||| <UNK> ||| 4.34773535161e-07
F4 BAR G4 F4 ||| E4 ||| 0.79992520718
F4 BAR G4 F4 ||| G4 ||| 0.199982801651
F4 BAR G4 F4 ||| <UNK> ||| 1.99980801843e-06
D4 G4 E4 ||| E4 ||| 0.999530225492
D4 G4 E4 ||| <UNK> ||| 9.99520230289e-06
C#4 D4 A3 ||| D4 ||| 0.999765056386
C#4 D4 A3 ||| <UNK> ||| 4.99880028793e-06
C5 BAR B4 A4 BAR ||| G4 ||| 0.999530225492
C5 BAR B4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR G4 D5 C5 ||| B4 ||| 0.333283341332
BAR G4 D5 C5 ||| D5 ||| 0.666563349864
BAR G4 D5 C5 ||| <UNK> ||| 3.33280008532e-06
G#3 BAR R B3 ||| A3 ||| 0.999530225492
G#3 BAR R B3 ||| <UNK> ||| 9.99520230289e-06
G3 G3 BAR G3 ||| <UNK> ||| 1.99980801843e-06
G3 G3 BAR G3 ||| E4 ||| 0.199982801651
G3 G3 BAR G3 ||| A3 ||| 0.199982801651
G3 G3 BAR G3 ||| F3 ||| 0.399963603494
G3 G3 BAR G3 ||| C4 ||| 0.199982801651
C#4 BAR A3 A3 ||| A3 ||| 0.999530225492
C#4 BAR A3 A3 ||| <UNK> ||| 9.99520230289e-06
G4 F#4 G4 ||| C#4 ||| 0.124993750375
G4 F#4 G4 ||| D4 ||| 0.124993750375
G4 F#4 G4 ||| G4 ||| 0.249986250825
G4 F#4 G4 ||| A4 ||| 0.499971251725
G4 F#4 G4 ||| <UNK> ||| 1.2499250045e-06
BAR G#3 A3 BAR A3 ||| D4 ||| 0.999530225492
BAR G#3 A3 BAR A3 ||| <UNK> ||| 9.99520230289e-06
A3 A3 B3 ||| <UNK> ||| 1.666533344e-06
A3 A3 B3 ||| A3 ||| 0.166655000933
A3 A3 B3 ||| B3 ||| 0.166655000933
A3 A3 B3 ||| C4 ||| 0.666615004133
C4 A4 G#4 ||| A4 ||| 0.999765056386
C4 A4 G#4 ||| <UNK> ||| 4.99880028793e-06
E3 BAR A3 G3 ||| G3 ||| 0.999765056386
E3 BAR A3 G3 ||| <UNK> ||| 4.99880028793e-06
BAR R A4 E4 BAR ||| F4 ||| 0.999765056386
BAR R A4 E4 BAR ||| <UNK> ||| 4.99880028793e-06
C5 B4 A4 ||| G4 ||| 0.374992916808
C5 B4 A4 ||| F#4 ||| 0.0416662500083
C5 B4 A4 ||| B4 ||| 0.208329583408
C5 B4 A4 ||| G#4 ||| 0.249995416758
C5 B4 A4 ||| A4 ||| 0.124997916708
C5 B4 A4 ||| <UNK> ||| 4.166583335e-07
B4 G4 BAR E4 ||| A4 ||| 0.999765056386
B4 G4 BAR E4 ||| <UNK> ||| 4.99880028793e-06
C5 BAR D5 E5 ||| D5 ||| 0.249986250825
C5 BAR D5 E5 ||| F5 ||| 0.749956252625
C5 BAR D5 E5 ||| <UNK> ||| 1.2499250045e-06
G4 BAR B4 C5 ||| E4 ||| 0.999530225492
G4 BAR B4 C5 ||| <UNK> ||| 9.99520230289e-06
BAR E4 BAR E4 F4 ||| E4 ||| 0.999765056386
BAR E4 BAR E4 F4 ||| <UNK> ||| 4.99880028793e-06
A3 D4 BAR C4 ||| D4 ||| 0.999765056386
A3 D4 BAR C4 ||| <UNK> ||| 4.99880028793e-06
A4 BAR G4 F#4 ||| B4 ||| 0.285696123694
A4 BAR G4 F#4 ||| E4 ||| 0.571390818915
A4 BAR G4 F#4 ||| G4 ||| 0.142848776084
A4 BAR G4 F#4 ||| <UNK> ||| 1.4284734761e-06
A4 BAR E4 E4 ||| E4 ||| 0.999765056386
A4 BAR E4 E4 ||| <UNK> ||| 4.99880028793e-06
D4 E4 BAR G4 ||| A4 ||| 0.999530225492
D4 E4 BAR G4 ||| <UNK> ||| 9.99520230289e-06
G4 A4 A4 ||| G#4 ||| 0.999765056386
G4 A4 A4 ||| <UNK> ||| 4.99880028793e-06
A4 F#4 D#4 BAR ||| E4 ||| 0.999530225492
A4 F#4 D#4 BAR ||| <UNK> ||| 9.99520230289e-06
E4 B4 BAR G4 ||| D4 ||| 0.999765056386
E4 B4 BAR G4 ||| <UNK> ||| 4.99880028793e-06
BAR F#4 E4 F#4 ||| E4 ||| 0.333283341332
BAR F#4 E4 F#4 ||| G4 ||| 0.333283341332
BAR F#4 E4 F#4 ||| G#4 ||| 0.333283341332
BAR F#4 E4 F#4 ||| <UNK> ||| 3.33280008532e-06
BAR A3 BAR B3 ||| A3 ||| 0.999530225492
BAR A3 BAR B3 ||| <UNK> ||| 9.99520230289e-06
BAR A4 A4 B4 ||| A4 ||| 0.333283341332
BAR A4 A4 B4 ||| C5 ||| 0.666563349864
BAR A4 A4 B4 ||| <UNK> ||| 3.33280008532e-06
BAR C4 B3 A3 ||| G3 ||| 0.10294059689
BAR C4 B3 A3 ||| G#3 ||| 0.176469489627
BAR C4 B3 A3 ||| A3 ||| 0.191175268175
BAR C4 B3 A3 ||| B3 ||| 0.308821496554
BAR C4 B3 A3 ||| E4 ||| 0.0588232612476
BAR C4 B3 A3 ||| D4 ||| 0.0294117041527
BAR C4 B3 A3 ||| <UNK> ||| 1.47057785474e-07
BAR C4 B3 A3 ||| E3 ||| 0.0294117041527
BAR C4 B3 A3 ||| C4 ||| 0.10294059689
C#5 D5 C5 ||| D5 ||| 0.999530225492
C#5 D5 C5 ||| <UNK> ||| 9.99520230289e-06
B3 BAR C4 G3 ||| A3 ||| 0.499942506899
B3 BAR C4 G3 ||| G3 ||| 0.2499725033
B3 BAR C4 G3 ||| D4 ||| 0.2499725033
B3 BAR C4 G3 ||| <UNK> ||| 2.499700036e-06
E4 A4 A3 ||| E4 ||| 0.999530225492
E4 A4 A3 ||| <UNK> ||| 9.99520230289e-06
C4 D4 B4 ||| G4 ||| 0.999530225492
C4 D4 B4 ||| <UNK> ||| 9.99520230289e-06
D5 C5 G4 ||| C5 ||| 0.999530225492
D5 C5 G4 ||| <UNK> ||| 9.99520230289e-06
BAR C4 C4 BAR E4 ||| <UNK> ||| 9.99520230289e-06
BAR C4 C4 BAR E4 ||| C4 ||| 0.999530225492
BAR G#3 B3 C4 ||| D4 ||| 0.499942506899
BAR G#3 B3 C4 ||| G3 ||| 0.499942506899
BAR G#3 B3 C4 ||| <UNK> ||| 2.499700036e-06
G3 B3 BAR A3 ||| A3 ||| 0.666563349864
G3 B3 BAR A3 ||| <UNK> ||| 3.33280008532e-06
G3 B3 BAR A3 ||| C4 ||| 0.333283341332
E4 F#4 BAR E4 ||| D#4 ||| 0.499942506899
E4 F#4 BAR E4 ||| <UNK> ||| 2.499700036e-06
E4 F#4 BAR E4 ||| B3 ||| 0.499942506899
BAR A3 G#3 A3 BAR ||| D4 ||| 0.999530225492
BAR A3 G#3 A3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR D4 B3 C4 ||| D4 ||| 0.749912510499
BAR D4 B3 C4 ||| <UNK> ||| 2.499700036e-06
BAR D4 B3 C4 ||| B3 ||| 0.2499725033
B3 BAR A3 G#3 ||| <UNK> ||| 1.2499250045e-06
B3 BAR A3 G#3 ||| A3 ||| 0.249986250825
B3 BAR A3 G#3 ||| B3 ||| 0.249986250825
B3 BAR A3 G#3 ||| E3 ||| 0.249986250825
B3 BAR A3 G#3 ||| C4 ||| 0.249986250825
D4 BAR C4 A3 ||| <UNK> ||| 4.99880028793e-06
D4 BAR C4 A3 ||| F4 ||| 0.499885027593
D4 BAR C4 A3 ||| B3 ||| 0.499885027593
B3 C#4 BAR D4 ||| C#4 ||| 0.2499725033
B3 C#4 BAR D4 ||| A3 ||| 0.2499725033
B3 C#4 BAR D4 ||| <UNK> ||| 2.499700036e-06
B3 C#4 BAR D4 ||| C4 ||| 0.499942506899
B-3 BAR B-3 E3 ||| F3 ||| 0.999530225492
B-3 BAR B-3 E3 ||| <UNK> ||| 9.99520230289e-06
F4 F4 BAR E4 ||| D4 ||| 0.499885027593
F4 F4 BAR E4 ||| F4 ||| 0.499885027593
F4 F4 BAR E4 ||| <UNK> ||| 4.99880028793e-06
BAR A4 G4 ||| F4 ||| 0.999530225492
BAR A4 G4 ||| <UNK> ||| 9.99520230289e-06
C5 G4 A4 ||| B4 ||| 0.999530225492
C5 G4 A4 ||| <UNK> ||| 9.99520230289e-06
G#3 A3 C4 BAR ||| <UNK> ||| 9.99520230289e-06
G#3 A3 C4 BAR ||| B3 ||| 0.999530225492
B3 G3 E3 BAR ||| A3 ||| 0.999765056386
B3 G3 E3 BAR ||| <UNK> ||| 4.99880028793e-06
G#4 B3 BAR C4 ||| <UNK> ||| 9.99520230289e-06
G#4 B3 BAR C4 ||| B3 ||| 0.999530225492
E4 BAR E4 F4 ||| G4 ||| 0.27585784787
E4 BAR E4 F4 ||| F4 ||| 0.103446908465
E4 BAR E4 F4 ||| A4 ||| 0.0344825327029
E4 BAR E4 F4 ||| B3 ||| 0.0344825327029
E4 BAR E4 F4 ||| E4 ||| 0.517233163037
E4 BAR E4 F4 ||| D4 ||| 0.0344825327029
E4 BAR E4 F4 ||| <UNK> ||| 3.4482187881e-07
G4 F4 BAR F4 ||| E4 ||| 0.499885027593
G4 F4 BAR F4 ||| D4 ||| 0.499885027593
G4 F4 BAR F4 ||| <UNK> ||| 4.99880028793e-06
B4 BAR B4 E4 ||| F#4 ||| 0.499942506899
B4 BAR B4 E4 ||| A4 ||| 0.499942506899
B4 BAR B4 E4 ||| <UNK> ||| 2.499700036e-06
D4 D4 BAR E4 ||| F#4 ||| 0.0999962001824
D4 D4 BAR E4 ||| F4 ||| 0.199991400413
D4 D4 BAR E4 ||| A3 ||| 0.0999962001824
D4 D4 BAR E4 ||| E4 ||| 0.499977001104
D4 D4 BAR E4 ||| D4 ||| 0.0999962001824
D4 D4 BAR E4 ||| <UNK> ||| 9.99952002304e-07
G#3 BAR E4 D4 ||| <UNK> ||| 9.99520230289e-06
G#3 BAR E4 D4 ||| C4 ||| 0.999530225492
B3 C4 A3 BAR ||| G3 ||| 0.199982801651
B3 C4 A3 BAR ||| D4 ||| 0.599944405337
B3 C4 A3 BAR ||| F#4 ||| 0.199982801651
B3 C4 A3 BAR ||| <UNK> ||| 1.99980801843e-06
BAR E4 BAR G4 G4 BAR ||| G4 ||| 0.999530225492
BAR E4 BAR G4 G4 BAR ||| <UNK> ||| 9.99520230289e-06
G3 G3 G3 BAR ||| G3 ||| 0.999765056386
G3 G3 G3 BAR ||| <UNK> ||| 4.99880028793e-06
F3 G3 E4 ||| A3 ||| 0.999530225492
F3 G3 E4 ||| <UNK> ||| 9.99520230289e-06
B4 BAR A4 B4 ||| B4 ||| 0.124993750375
B4 BAR A4 B4 ||| G#4 ||| 0.249986250825
B4 BAR A4 B4 ||| C5 ||| 0.624963752175
B4 BAR A4 B4 ||| <UNK> ||| 1.2499250045e-06
F#3 B3 A3 BAR ||| G3 ||| 0.999530225492
F#3 B3 A3 BAR ||| <UNK> ||| 9.99520230289e-06
D4 BAR D4 D4 BAR ||| <UNK> ||| 9.99520230289e-06
D4 BAR D4 D4 BAR ||| C4 ||| 0.999530225492
BAR E4 BAR E4 E4 BAR ||| D4 ||| 0.499885027593
BAR E4 BAR E4 E4 BAR ||| F4 ||| 0.499885027593
BAR E4 BAR E4 E4 BAR ||| <UNK> ||| 4.99880028793e-06
R G4 BAR C5 ||| C5 ||| 0.999530225492
R G4 BAR C5 ||| <UNK> ||| 9.99520230289e-06
BAR E5 A4 B4 ||| C5 ||| 0.999765056386
BAR E5 A4 B4 ||| <UNK> ||| 4.99880028793e-06
BAR C4 G4 G4 ||| E4 ||| 0.333308335333
BAR C4 G4 G4 ||| <UNK> ||| 1.666533344e-06
BAR C4 G4 G4 ||| F4 ||| 0.499961669733
BAR C4 G4 G4 ||| C4 ||| 0.166655000933
BAR A3 B3 E4 BAR ||| D4 ||| 0.999530225492
BAR A3 B3 E4 BAR ||| <UNK> ||| 9.99520230289e-06
C4 C4 B3 ||| G4 ||| 0.0555546296543
C4 C4 B3 ||| G3 ||| 0.0555546296543
C4 C4 B3 ||| A3 ||| 0.555541296677
C4 C4 B3 ||| B3 ||| 0.111108703768
C4 C4 B3 ||| C4 ||| 0.222216851995
C4 C4 B3 ||| <UNK> ||| 5.55540741136e-07
R A4 E4 BAR ||| E4 ||| 0.999530225492
R A4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
A3 BAR C4 D4 ||| D4 ||| 0.999530225492
A3 BAR C4 D4 ||| <UNK> ||| 9.99520230289e-06
E4 F#4 B3 ||| E4 ||| 0.399963603494
E4 F#4 B3 ||| A3 ||| 0.199982801651
E4 F#4 B3 ||| <UNK> ||| 1.99980801843e-06
E4 F#4 B3 ||| B3 ||| 0.399963603494
BAR C4 BAR D4 D4 ||| E4 ||| 0.499885027593
BAR C4 BAR D4 D4 ||| <UNK> ||| 4.99880028793e-06
BAR C4 BAR D4 D4 ||| C4 ||| 0.499885027593
C5 BAR D5 C5 ||| B4 ||| 0.999530225492
C5 BAR D5 C5 ||| <UNK> ||| 9.99520230289e-06
B3 C4 B3 BAR ||| <UNK> ||| 4.99988000288e-07
B3 C4 B3 BAR ||| E4 ||| 0.0999981000456
B3 C4 B3 BAR ||| A3 ||| 0.599986100334
B3 C4 B3 BAR ||| C4 ||| 0.199995700103
B3 C4 B3 BAR ||| B3 ||| 0.0999981000456
E4 A4 B4 ||| A4 ||| 0.999530225492
E4 A4 B4 ||| <UNK> ||| 9.99520230289e-06
F4 G4 F#4 ||| G#4 ||| 0.999530225492
F4 G4 F#4 ||| <UNK> ||| 9.99520230289e-06
C5 F#4 G#4 ||| A4 ||| 0.499885027593
C5 F#4 G#4 ||| C5 ||| 0.499885027593
C5 F#4 G#4 ||| <UNK> ||| 4.99880028793e-06
C4 A3 E4 ||| E4 ||| 0.599944405337
C4 A3 E4 ||| D4 ||| 0.399963603494
C4 A3 E4 ||| <UNK> ||| 1.99980801843e-06
B4 BAR A4 G4 ||| G4 ||| 0.333283341332
B4 BAR A4 G4 ||| F4 ||| 0.666563349864
B4 BAR A4 G4 ||| <UNK> ||| 3.33280008532e-06
G#3 BAR A3 A3 ||| <UNK> ||| 4.99880028793e-06
G#3 BAR A3 A3 ||| B3 ||| 0.999765056386
A3 D4 BAR B3 ||| <UNK> ||| 9.99520230289e-06
A3 D4 BAR B3 ||| C4 ||| 0.999530225492
D#4 C#4 D4 BAR ||| <UNK> ||| 9.99520230289e-06
D#4 C#4 D4 BAR ||| B3 ||| 0.999530225492
A4 BAR B4 C#5 ||| D5 ||| 0.999530225492
A4 BAR B4 C#5 ||| <UNK> ||| 9.99520230289e-06
D4 BAR D4 B3 ||| <UNK> ||| 9.99520230289e-06
D4 BAR D4 B3 ||| C4 ||| 0.999530225492
B3 A3 BAR A3 ||| G#3 ||| 0.999953002256
B3 A3 BAR A3 ||| <UNK> ||| 9.99952002304e-07
BAR A4 BAR A4 ||| B4 ||| 0.999843358396
BAR A4 BAR A4 ||| <UNK> ||| 3.33280008532e-06
C4 E4 BAR D#4 ||| E4 ||| 0.999765056386
C4 E4 BAR D#4 ||| <UNK> ||| 4.99880028793e-06
F3 BAR E3 BAR C4 ||| G3 ||| 0.999530225492
F3 BAR E3 BAR C4 ||| <UNK> ||| 9.99520230289e-06
E4 BAR E4 D4 ||| G4 ||| 0.030769157397
E4 BAR E4 D4 ||| F4 ||| 0.015384655621
E4 BAR E4 D4 ||| C#4 ||| 0.030769157397
E4 BAR E4 D4 ||| G#3 ||| 0.015384655621
E4 BAR E4 D4 ||| B3 ||| 0.015384655621
E4 BAR E4 D4 ||| E4 ||| 0.123076168053
E4 BAR E4 D4 ||| D4 ||| 0.138460669829
E4 BAR E4 D4 ||| <UNK> ||| 1.5384501776e-07
E4 BAR E4 D4 ||| C4 ||| 0.63076472666
G4 F4 G4 ||| A4 ||| 0.374978751275
G4 F4 G4 ||| C5 ||| 0.624963752175
G4 F4 G4 ||| <UNK> ||| 1.2499250045e-06
A4 BAR B-4 A4 ||| G4 ||| 0.749912510499
A4 BAR B-4 A4 ||| B-4 ||| 0.2499725033
A4 BAR B-4 A4 ||| <UNK> ||| 2.499700036e-06
G#3 A3 BAR C4 ||| D4 ||| 0.999530225492
G#3 A3 BAR C4 ||| <UNK> ||| 9.99520230289e-06
BAR A4 F#4 B4 ||| B4 ||| 0.999530225492
BAR A4 F#4 B4 ||| <UNK> ||| 9.99520230289e-06
G4 G4 G#4 BAR ||| E4 ||| 0.666615004133
G4 G4 G#4 BAR ||| A4 ||| 0.333308335333
G4 G4 G#4 BAR ||| <UNK> ||| 1.666533344e-06
A3 A3 B3 BAR ||| <UNK> ||| 9.99520230289e-06
A3 A3 B3 BAR ||| B3 ||| 0.999530225492
E3 A3 B3 ||| A3 ||| 0.999530225492
E3 A3 B3 ||| <UNK> ||| 9.99520230289e-06
E4 D#4 G4 ||| F#4 ||| 0.499885027593
E4 D#4 G4 ||| A4 ||| 0.499885027593
